text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
לפני:                                         כבוד השופט אינאס סלאמה,,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  29, 144(א), 144(ב), 275, 340א.ב.1., 340א.ב.2, 402(ב), 40יא",,,,,,,,,,,,,,,,,
"הנאשם שלפניי הורשע, על יסוד הודאתו במסגרת הסדר טיעון בעובדות כתב אישום מתוקן, בביצוע העבירות הבאות: שוד בנסיבות מחמירות, עבירה לפי סעיף 402(ב) + 29 לחוק העונשין, התשל""ז-1977 (להלן: ""החוק""), עבירות בנשק (נשיאה והובלה) - עבירה לפי סעיף 144(א) רישא וסיפא + 144(ב) רישא וסיפא + 29 לחוק, ירי מנשק חם - עבירה לפי סעיף 340א(ב)(1)+(2) + 29 לחוק, וכן הפרעה לשוטר בשעת מילוי תפקידו - עבירה לפי סעיף 275 + 29 לחוק.",,,,,,,,,,,,,,['כן'],,,
הסדר הטיעון לא כלל הסכמה בדבר העונש שייגזר על הנאשם.,,,,,,,,,,,,,,,,,
"הנאשם אשר כפר תחילה במרבית עובדות כתב האישום שהוגש כנגדו, חזר בו במסגרת הסדר הטיעון מכפירתו, והודה בעובדות כתב האישום המתוקן.",,,,,,,,,,,,,,['כן'],,,
זאת לאחר שנשמעו מקצת מן הראיות.,,,,,,,,,,,,,,,,,
כתב האישום המתוקן,,,,,,,,,,,,,,,,,
"על פי כתב האישום המתוקן שעיקרו יובא להלן, סמוך ליום 21.4.2021, הנאשם וחברו אבראהים סואעד (להלן: ""אבראהים"") תכננו לבצע שוד בתחנת טוטו בשכונת ואדי סקיע בשפרעם.",,,,,,,,,,,,,,,,,
זאת תוך שימוש בנשק חם אשר באמצעותו יירו במהלך השוד.,,,,,,,,,,['ניסיון לירי'],,,,,,,
"לשם כך, הצטיידו השניים בלבוש כהה, בכיסויי פנים, בכפפות ובתת מקלע מאולתר (""קרלו""), אשר סוגל לירות כדור שבכוחו להמית אדם, וכן במחסנית ובכדורים התואמים לתת המקלע (להלן יחד: ""הנשק"").",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,['מאחר'],"['תת מקלע מאולתר (""קרלו"")']","['ירי', 'ניסיון לירי']",,,,,,,
"הנאשם ואבראהים נשאו והובילו את הנשק בצוותא חדא, ובלא רשות על פי דין.",,,,,[],,,,,,,,,,,,
"בתאריך 21.4.2021, בשעה 22:30 או בסמוך לכך, הנאשם ואבראהים הגיעו אל תחנת הטוטו ונכנסו אליה כשהם אוחזים בנשק, כשהוא שלוף וטעון.",,,,,['על גופו'],,,,,,,,,,,,
"באותה העת שהו במקום  בעלי התחנה - ופא שחאדה (להלן: ""המתלוננת"") ובעלה זאהי שחאדה (להלן יחד: ""המתלוננים""), שעסקו בספירת הפדיון היומי מאחורי דלפק.",,,,,,,,,,,,,,,,,
"עם כניסתם לתחנת הטוטו, הנאשם ואבראהים ביצעו, בצוותא חדא, ירי כדור בודד מהנשק, כדי להרתיע את המתלוננים ולמנוע התנגדותם.",,,,,,,,,,"['ירי', 'ניסיון לירי']",,,,,,,
הכדור שנורה פגע בכסא הניצב סמוך לדלפק.,,,,,,,,,"['אקדח האפשרות ""הכדור שנורה"" מרמזת על שימוש בנשק קטן יחסית, כמו אקדח, ולא בנשק גדול כמו רובה סער או רובה ציד']",[],,,,,,,
"בהמשך, הנאשם ואבראהים דרשו באיומי נשק לקבל את כל הכסף שברשות המתלוננים.",,,,,[],,,,,,,,,,,,
"בשל איומיהם, ובפחדה מהנאשם ומאבראהים, המתלוננת מסרה לידיהם סך של כ- 3,000 ₪ שהיה בקופה.",,,,,,,,,,,,,,,,,
הנאשם ואבראהים הוסיפו ודרשו מהמתלוננת לפתוח את תיקה ולמסור לידיהם את הכסף שבתיק.,,,,,,,,,,,,,,,,,
"המתלוננת מסרה לידיהם סכום נוסף של כ- 20,000 ₪.",,,,,,,,,,,,,,,,,
הנאשם ואבראהים נמלטו מהמקום רגלית דרך תחנת דלק סמוכה לעבר כביש 79.,,,,,,,,,,,,,,,,,
"במהלך הבריחה, בכדי להעלים ראיות ולמנוע את גילויים ותפיסתם ולהביא לידי עיוות דין, הנאשם ואבראהים זרקו את כיסויי הפנים ואת הכפפות.",,,,,,,,,,,,,,,,,
הנאשם אף השליך את חולצתו על אי תנועה בכביש 79.,,,,,,,,,,,,,,,,,
סמוך לשעה 22:45 שוטרים הבחינו בנאשם ובאבראהים כשהם הולכים לצידי הכביש.,,,,,,,,,,,,,,,,,
"השוטרים שהיו לבושים מדי משטרה, ירדו מניידות המשטרה על מנת לעכב את השניים, אשר מיד כשהבחינו בשוטרים החלו להימלט כשהם מתפצלים במנוסתם, ולא נשמעו להוראות השוטרים שקראו להם לעצור.",,,,,,,,,,,,,,,,,
במהלך מנוסתם הנאשם ואבראהים השליכו את הנשק.,,,,,[],,,,,,,,,,,,
