feature_key,text,extraction
GENERAL_CIRCUM,"נאשם 1 הוא אחיה של המתלוננת, צעירה ילידת 1995 (להלן גם: ""נפגעת העבירה""), ואילו נאשם 2 הוא בן דודה של המתלוננת.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"במועד שאינו ידוע במדויק למאשימה, כ- 4 שנים עובר למועד הרלבנטי לאירוע נשוא כתב האישום, עזבה המתלוננת את בית משפחתה ברהט וזאת על רקע סכסוך משפחתי.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"כתוצאה ממעשיהם המתוארים של הנאשמים, המתלוננת פונתה לבית החולים סורוקה כשהיא סובלת משבר מרוסק של הומירוס פרוקסימלי כתוצאה מפצע ירי כניסה בזרוע פרוקסימלית, אספקט אחורי ופצע יציאה בקדמת זרוע פרוקסימלית; והיא אושפזה בבית החולים במשך 4 ימים במהלכם עברה ניתוח שבר בעצם הזרוע עם קיבוע פנימי.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"מתסקיר נפגעת העבירה עולה תמונת נזק קשה, ועיקרם של הדברים מזוקקים בפתח התסקיר, בזו הלשון:","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"התסקיר מפרט בהרחבה את קורות חייה של נפגעת העבירה, ותיאוריה המעמיקים את מציאות חייה המורכבת מגיל צעיר, ובשל צנעת הפרט לא נרחיב בדברים במסגרת זו.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"נציין אך כי הנפגעת כבת 29, גרושה בשנית ואם לילדה בת 3 בעלת צרכים מיוחדים, כאשר הרושם הוא שמדובר באשה צעירה המותשת מכאב ומתלאות חייה, שלאורך השנים חשה בדידות ושיוועה למקום בטוח שיספק לה שקט ונחמה, כשלא פעם אינה מבינה את הסיכון בו היא נתונה מצד משפחתה המקורית והגרעינית.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,האירוע התרחש למעשה כשנפגעת העבירה הסכימה לבקשת משפחתה וניסתה לשוב לביתה בתקווה לשינוי ביחס אליה והגיעה למתחם נרגשת ומלאה ציפייה לחידוש הקשר המשפחתי.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הפגיעה המטלטלת והקשה שחוותה הנפגעת נבעה גם מהפער בין הציפייה והכמיהה לאהבת משפחתה לבין מעשיו הפתאומיים של נאשם 1 אשר עוררו תחושות הלם, בלבול ופחד מצמית, כשבחווייתה של הנפגעת היא הייתה על סף מוות, והיא מבינה היום בכאב ששוב לא תוכל להיות יותר חלק ממשפחתה.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"עורכת התסקיר התרשמה כי ""פגיעת הנאשם, הינה קיומית ותהומית, משחזרת עבורה את החוויות של חוסר הנראות וההפקרה שחוותה לאורך חייה.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"תחומי נזק נוספים נעוצים בתמיכת המשפחה באחיה הפוגע, חווית חוסר אונים, היעדר שליטה והעדר בטחון בסיסי ואמון גם בסובבים אותה לרבות בדמויות קרובות.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,עורכת התסקיר ציינה את ההשפעות הנפשיות המשמעותיות והצורך בסיוע משמעותי ובהליך שיקומי ארוך ומורכב.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"תמונת הנזק העולה מן התסקיר קשה ומשקפת השפעה של האירוע מושא האישום על תפקוד נפגעת העבירה בכל מישורי חייה והתמודדות שלה עם תסמיני פוסט טראומה רבים, כשבדבריה בלטה הצפה של כאב ועומס רגשי.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"נפגעת העבירה חווה עד היום קשיים פיזיים וקשיי תפקוד, והגם שהיא אחראית וממוקדת מטרה למימוש זכויותיה ומתפקדת גם עבור בתה הקטנה אותה מגדלת נפגעת העבירה לבד; היא בפועל נותרה לכודה בעולם פנימי כאוטי של שבריריות, חוסר ביטחון, חרדה ופחד, ועורכת התסקיר סבורה כי תהליך החלמתה של נפגעת העבירה עלול להיות מורכב וקשה.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"נאשם 1 כבן 27, רווק, נעדר עבר פלילי, טרם מעצרו התגורר לסירוגין ברהט ובאשדוד בדירה שכורה עם בת זוגו בחמש שנים האחרונות, ועבד בתחום השיפוצים.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,הוא נשר מלימודיו לאחר 7 שנות לימוד לשם סיוע בכלכלת המשפחה.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,נסקרו תולדות חיי משפחתו הגרעינית ומתוארת תמונה משפחתית מורכבת בשל מעורבותו הפלילית של האב והתנהגות אלימה כלפי האם.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,עוד נסקרו חייו האישיים ויחס משפחתו לאורח חייו.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"נאשם 1 תיאר את התפתחות הקשר עם אחותו, נפגעת העבירה, עמה היה לו קשר חברי קרוב עד לנישואיה, ובהמשך נוצר נתק למשך מספר שנים עד לאירוע דנן; וסיפר כי לאורך השנים שמע שמועות רבות עליה, שגרמו לתחושת השפלה, בושה ופגיעה בכבוד משפחתם.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"נאשם 1 תיאר כי ביום האירוע נעתר לפניות רבות מצד בני משפחתו לפגוע בנפגעת העבירה ולגרום לה חבלה על רקע ""כבוד המשפחה"", וכי נאמר לו שעליו לעמוד בציפיות המשפחה בשל היותו גבר והחובה המוטלת עליו להחזרת הכבוד, כיוון שהוא עדיין רווק, ועל כן החליט לפגוע בנפגעת העבירה, אולם לא באופן מתוכנן.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
