text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,CONFESSION_LVL2,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הודה בתיק זה בעובדות כתב האישום שתוקן, במסגרת הסדר טיעון בין הצדדים, אשר לא כלל הסדר לעניין העונש והורשע בביצוע עבירה בנשק (נשיאה והובלה),  לפי סעיף 144(ב) רישא וסיפא לחוק העונשין, התשל""ז – 1977 (להלן: חוק העונשין).",,,,,['כן'],,,,,,,,,,,,,,,,
"במסגרת הסדר הטיעון הנ""ל סוכם בין הצדדים, כי כחלק מראיות ההגנה לעונש, יוגש דיסק שחזור שנערך לשוטר שעצר את הנאשם, הממחיש את המרחק הקצר שבין ביתו של הנאשם למקום בו נתפס הנשק (ראו נ/1).",,,,,,,,,,,,,,,,,,,,,
"מעובדות כתב האישום המתוקן שהוגש במסגרת הסדר הטיעון עולה כי, ביום 17.8.16, סמוך לשעה 11:00  ברחוב ברזילי 12 בחיפה, שם התגורר הנאשם, נשא הלה והוביל תיק ובו תת מקלע מאולתר בקוטר 9 מ""מ, שסוגל לירות כדור שבכוחו להמית אדם (להלן גם: הנשק), מחסנית המתאימה לנשק ובתוכה 7 כדורים, וזאת בלא רשות על פי דין.",,,,,,['תת מקלע מאולתר'],,,,"['בבית', 'על גופו', 'סמוך לבית']",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
"באשר לערכים החברתיים שנפגעו כתוצאה ממעשיו של הנאשם, ציין ב""כ המאשימה את החומרה הרבה הטמונה בעבירות הנשק, בציינו כי לא בכדי קבע המחוקק עונש של עד 10 שנות מאסר בגין העבירה שבפנינו.",,,,,,,,,,,,,,,,,,,,,
"לחומרה, צוין כי הנשק שהחזיק הנאשם היה מוכן לשימוש, כשלצדו מחסנית ותחמושת רבה.",,,,,,,,,,,,,[],"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",[],,,,,,
"ב""כ המאשימה הוסיף וציין, כי מדובר בנשק אוטומטי שהשימוש בו עלול להוביל לפגיעה רחבת היקף.",,,,,,,,,,,,,[],,,,,,,,
"ב""כ המאשימה טען, כי לנאשם לא הייתה כל סיבה לבצע את העבירה, ובכל עת היה ביכולתו להבין את אשר הוא עושה ואת הפסול שבמעשיו ולהימנע מביצוע העבירה.",,,,,,,,,,,,,,,,,,,,,
"באשר לנסיבות שאינן קשורות בביצוע העבירה, ציין ב""כ המאשימה כי לחובתו של הנאשם עבר פלילי מכביד במיוחד, הכולל 28 הרשעות במגוון רחב של עבירות.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,,,,,,,
"הוטעם בנקודה זו, כי  הנאשם ריצה בעבר עונשי מאסר, וכן צוין כי הנאשם הורשע, בשנת 1985, בעבירה של החזקת נשק שלא כדין בגינה נדון לעונש של 3 שנות מאסר.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,,,,,,,,,
"לפיכך, בהתחשב בערך החברתי שנפגע מביצוע העבירה ולאור נסיבות ביצוע העבירה ומדיניות הענישה הנוהגת במקרים דומים, סבורה המאשימה, כי מתחם העונש ההולם בתיק זה נע בין 2.5 – 4.5 שנות מאסר לריצוי בפועל, זאת לצד מאסר מותנה.",,,,,,,,,,,,,,,,,,,[],['הנאשם קיבל מאסר על תנאי לא מצוין מספר חודשי המאסר על תנאי בטקסט'],[]
