text,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIR_PUNISHMENT
"* בית המשפט גזר על הנאשם שהורשע על פי הודאתו בעבירות של גידול סמים, לפי סעיף 6 לפקודת הסמים המסוכנים (נוסח חדש) וכן החזקת כלים להכנת סם שלא לצריכה עצמית, לפי סעיף 10 לפקודת הסמים עונש של מאסר בפועל למשך 10 חודשים, קנס ומאסר על תנאי.",[],['הנאשם קיבל 10 חודשי מאסר על תנאי'],[],,,,,,,,,,['כן'],
"בית המשפט נדרש לגזור את דינו של הנאשם שהורשע על פי הודאתו בעבירות של גידול סמים, לפי סעיף 6 לפקודת הסמים המסוכנים (נוסח חדש) וכן החזקת כלים להכנת סם שלא לצריכה עצמית, לפי סעיף 10 לפקודת הסמים.",,,,,,,,,,,,,['כן'],
"נסיבות העניין, כמו גם ההרשעה בעבירה של החזקת כלים שלא לשימוש עצמי, מביאות למסקנה שמדובר בגידול שאינו לשימוש עצמי בלבד.",,,,,,,,,,,,,,
"הנאשם הורשע על פי הודאתו בעבירות של גידול סמים, לפי סעיף 6 לפקודת הסמים המסוכנים (נוסח חדש) תשל""ג-1973 (להלן: ""פקודת הסמים"") וכן החזקת כלים להכנת סם שלא לצריכה עצמית, לפי סעיף 10 לפקודת הסמים.",,,,,,,,,,,,,['כן'],
"בחודש 10/14 שכר הנאשם דירת 3 חדרים בקריית אתא והחל מחודש 9/15 ייעד אותה לצורך הקמת מעבדה לגידול שתילי קנאביס, וזאת ללא ידיעת המשכיר.",,,,,,,,,,['לא'],,,,
"בתאריך 10.1.16 נמצא הנאשם מגדל בדירה 48 שתילים של סם מסוג קנאביס במשקל כולל של 5.25 ק""ג.",,,,,,,['קנביס (קנאביס)'],"['[5.25 - ק""ג]']","['לא בעל המעבדה, בעל הסמים']",,,,,
"בתסקיר פורטו נסיבות חייו של הנאשם, אשר גדל במשפחה נורמטיבית שעלתה ארצה בשנות ה - 90.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
שירות המבחן התרשם כי הנאשם מקבל אחריות לביצוע העבירות ומביע חרטה.,,,,,,,,,,,['כן'],['כן'],,
הנאשם הסביר כי נהג להשתמש בסמים משך שנים והדבר הצריך ממון רב.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
לאור כך החליט הנאשם (כדבריו) לגדל סמים לשימושו האישי בלבד.,,,,,,,,,,,,,,
"לאור כך, נדחה הדיון במספר חודשים ובתסקיר נוסף שהוגש צוין כי הנאשם מקפיד להגיע למפגשים ביחידה לטיפול בהתמכרויות וכי כל בדיקות השתן שמסר היו נקיות מסמים.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
הנאשם הביע חרדה מהאפשרות שיוטל עליו עונש מאסר וטען כי הוא נתרם מהטיפול.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
לאור כך העריך שירות המבחן כי הנאשם מקבל אחריות על מעשיו ועושה מאמצים לשיקום חייו ולכן המליץ להעמידו בצו מבחן למשך שנה וכן להטיל עליו ענישה בעבודות שירות.,,,,,,,,,,,,['כן'],,
אחיו של הנאשם הדגיש את הפגיעה שתגרם למשפחה באם יוטל על הנאשם עונש מאסר.,,,,,,,,,,,,,,
אשת הנאשם תיארה אף היא את התרומה הממשית שקיבלה המשפחה מהנאשם מאז שוחרר בתנאי מעצר בית וביקשה שלא יוטל עונש מאסר.,,,,,,,,,,,,,,
הנאשם בדברו האחרון  הביע צער וחרטה על מעשיו.,,,,,,,,,,,['כן'],,,
הנאשם תיאר את החיים בצל הסם ואת התרומה שהוא מפיק מהטיפול כיום.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"מדובר על פגיעה בריאותית, המביאה רבים לכדי התמכרות, ולא אחת פונים צרכני הסמים (ובעיקר המכורים שבהם) לביצוע עבירות רכוש לצורך מימונם.",,,,,,,,,,,,,,
"התכנון שקדם לביצוע העבירה – נסיבות ביצוע העבירה מלמדות בבירור על תכנון מוקדם, שהתבטא בהצטיידות בכלים מתאימים לצורך גידול השתילים.",,,,,,,,,,['כן'],,,,
"אמנם, צוין בכתב האישום כי הדירה הוסבה לכדי עיסוק בגידול סמים, רק לאחר תחילת השכירות, ואולם אין בכך לשנות את אופיים של הדברים, מהם עולה תכנון ברור.",,,,,,,,,,,,,,
הנזק שנגרם וכן שהיה צפוי מביצוע העבירה –  הנאשם החזיק ותחזק מיזם פרטי לייצור סמים.,,,,,,,,,,,,,,
בחישוב פשוט ניתן להגיע למסקנה כי משקלו הממוצע של כל צמח היה כ-110 גרם בלבד.,,,,,,,,,,,,,,
"מובן כי מדובר בצמח בתחילת מחזור הגדילה וכי אם הייתה המשטרה פושטת על מעבדה זו לאחר מספר שבועות או חודשים, היה מתקבל משקל גדול יותר בצורה משמעותית.",,,,,,,,,,['לא'],,,,
"בעניין זה ראיתי לציין כי בתי המשפט הדנים באופן יום יומי בעבירות של סחר בסמים, יודעים היטב את מחירו הגבוה של סם הקנאביס בעת האחרונה, וניתן לומר שמדובר בידיעה שיפוטית שהמחיר בזמן האחרון הוא כ-100 ש""ח לגרם.",,,,,,,,,,,,,,
"רק לשם סיבור האוזן – תפוקה של 5 ק""ג סם תניב למגדל בתוך זמן קצר חצי מיליון ש""ח ! (אם כי לרוב אין מדובר במכירה במחיר ""לצרכן"" אלא במכירה ""סיטונאית"" במחיר נמוך יותר ללא הסיכונים הכרוכים בהפצה ""לצרכן"").",,,,,,,,,,,,,,
אכן לנאשם עבר פלילי נקי ושירות המבחן סבור כי הוא עושה מאמץ ממשי לשקם את חייו.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,
"בעניין זה יש להדגיש שהנאשם תיאר בפני קצין המבחן שגידל את הסמים לשימושו האישי, בשל רצון לצמצם את עלויות השימוש.",,,,,,,,,,,,,,
"הנאשם לא פנה לאשפוזית, ואף לא לקהילה טיפולית.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"כל שנטען שנעשה הוא, פניה ליחידה לטיפול בהתמכרויות ומסירת בדיקות שתן שנמצאו נקיות מסמים.",,,,,,,,,,,,,,
אינני מקל ראש בעובדה שהנאשם נקי מסמים.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"עם זאת, כל העוסק במלאכה יודע כי אין ""תרופות פלא"" בתחום ההתמכרות וכי מכור ""אמתי"" אינו נגמל רק בשל כך שהוא נשלח למעצר בית ולאחר מספר חודשים משתתף בשיחות בנושא.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
אם אכן הנאשם היה מכור עד כדי שיבוש אורחות חייו (כפי שתיאר) מצופה שהיה עובר הליך גמילה מעמיק ויסודי.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"לצורך קביעת העונש בגדרי המתחם, הבאתי בחשבון את עברו הנקי של הנאשם, את הודאתו בעבירה, אך מנגד את עמדתו בפני שירות המבחן שלא ביטאה קבלת אחריות מלאה, אלא מזעור אחריותו.",,,,,,,,,,,,['לא'],['כן'],
הבאתי כמובן גם בחשבון את התרשמותו החיובית של שירות המבחן ממנו.,,,,,,,,,,,,,,
"לאור כך, נתוניו האישיים וסיכויי שיקומו יובאו בחשבון בגדרי המתחם ועונשו יועמד קרוב לתחתית המתחם.",,,,,,,,,,,,,,
"מאסר בפועל למשך 10 חודשים, בניכוי תקופת מעצרו:  10.1.16- 19.1.16.","['הנאשם קיבל 10 חודשי מאסר בפועל, בניכוי תקופת מעצרו (10.1.16-19.1.16). לכן, תקופת המאסר בפועל היא 10 חודשים']",[],[],,,,,,,,,,,
"מאסר על תנאי למשך 6 חודשים והתנאי הוא שהנאשם לא יעבור במשך 3 שנים מיום שחרורו, כל עבירת סמים שהיא פשע.",[],['6 חודשים'],[],,,,,,,,,,,
"קנס בסך 8,000 ש""ח או 25 ימי מאסר תמורתו.",[],[],"['8,000 ש""ח']",,,,,,,,,,,
"הקנס ישולם ב-8 תשלומים שווים ורצופים כאשר הראשון בהם, 60 יום לאחר שחרורו של הנאשם ממאסרו.",,,,,,,,,,,,,,
