text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"חוק העונשין, תשל""ז-1977: סע'  40ד', 40 ה', 40ט', 144(ב), 40יא'",,,,,,,,,,,,,,,,,
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7.א., 7.ג",,,,,,,,,,,,,,,,,
פקודת התעבורה [נוסח חדש],,,,,,,,,,,,,,,,,
"הנאשם הורשע על פי הודאתו, לאחר שחזר בו מכפירתו, בעבירות המיוחסות לו בכתב האישום המתוקן וזאת במסגרת הסדר טיעון אשר גובש בין הצדדים שלא כלל הסכמה עונשית.",,,,,,,,,,,,,,['כן'],,,
"בהתאם לכתב האישום המתוקן הורשע הנאשם בעבירות של נשיאת/הובלת חלק של נשק או תחמושת – עבירה לפי סעיף 144(ב) סיפא לחוק העונשין, תשל""ז – 1977.",,,,,,,,,,,,,,,,,
"החזקה/שימוש בסמים שלא לצריכה עצמית – עבירה לפי סעיף 7(א)+7(ג) רישא לפקודת הסמים המסוכנים (נוסח חדש), תשל""ג - 1973      וזאת בהתאם לעובדות כתב האישום לפיו בתאריך 23/3/23, בשעה 06:45 לערך, במסגרת חיפוש על פי צו בית משפט נמצא הנאשם מחזיק בתא המטען ברכבו מסוג יונדאי שמספרו 52504201, אשר חנה סמוך לביתו באום אל פאחם, את הפריטים הבאים:",,,,,,,,,,,,,,,,,
שקית שקופה ובה 24 כדורי תחמושת בקוטר 0.38 אינץ' המיועדים לאקדח.,,,,[],,,,,"['אקדח סוג הנשק המוזכר בחומר הטקסטואלי הוא ""24 כדורי תחמושת בקוטר 038 אינץ\' המיועדים לאקדח"" לכן,']",,,,,,,,
"שקית שחורה ובה 47 כדורי תחמושת בקוטר 9 מ""מ המיועדים לאקדח.",,,,[],,,,,"['אקדח סוג הנשק המוזכר בחומר הטקסטואלי הוא ""שקית שחורה ובה 47 כדורי תחמושת בקוטר 9 מ""מ המיועדים לאקדח']",,,,,,,,
ידית דריכה לנשק ארוך.,,,,,,,,,"['רובה סער (Assault Rifle) ידית דריכה (Buttstock) היא אביזר נפוץ ברובי סער, המאפשרת אחיזה יציבה ותפעול נוח של הנשק']",,,,,,,,
"שקית צהובה ובה 60 כדורי תחמושת בקוטר 5.5 מ""מ המיועדים לנשק ארוך.",,,,['נשק עם מחסנית בהכנס'],,,,,"['רובה סער (Assault Rifle) שקית צהובה עם 60 כדורי תחמושת בקוטר 55 מ""מ, שמתאימה לנשק ארוך, מתארת את ס']",,,,,,,,
"קופסת פלסטיק ובה 50 כדורי תחמושת בקוטר 9 מ""מ המיועדים לאקדח.",,,,[],,,,,"['אקדח סוג הנשק המתואר בפרטים שסיפקת הוא אקדח, שכן הוא מיועד לאקדח ויש בו 50 כדורי תחמושת בקוטר 9 מ""מ']",,,,,,,,
