text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הורשע – על יסוד הודאתו בעובדות כתב האישום המתוקן, שניתנה במסגרת הסדר טיעון דיוני בעיקרו – בביצוע עבירות של ניסיון סחר בסמים מסוכנים, לפי הוראות סעיף 13 וסעיף 19א לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973 (להלן – פקודת הסמים המסוכנים) יחד עם סעיף 25 לחוק העונשין, תשל""ז-1977 (להלן – חוק העונשין); החזקת סמים שלא לצריכה עצמית, לפי הוראות סעיף 7(א) יחד עם סעיף 7(ג) רישא לפקודת הסמים המסוכנים; ונהיגה בקלות ראש, לפי הוראות סעיף 62(2) לפקודת התעבורה [נוסח חדש].",,,,,,,,,,,['כן'],,,
"אל הרכב הגיע פלוני, כדי לרכוש מהנאשם שני גרם של סמים מסוכנים, מסוג קנבוס, בתמורה ל-150 ₪.",,,,,['סוג הסמים הוא קנבוס'],['[2 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,
"במהלך הנסיעה השליך הנאשם מחלון הרכב שקית, בה החזיק 19 שקיות עם סמים מסוכנים מסוג קנבוס, במשקל כולל של 97.22 גרם נטו.",,,,,['סוג הסמים הוא קנבוס'],['[97.22 - גרם]'],['לא בעל הסמים'],,,,,,,
"עוד החזיק הנאשם, בדלת הנהג ברכב, בחמש שקיות עם סמים מסוכנים מסוג קנבוס במשקל כולל של 23.01 גרם נטו.",,,,,['סוג הסמים הוא קנבוס'],['[23 - גרם]'],['לא בעל הסמים'],,,,,,,
"הנאשם הודה אפוא בעובדות כתב האישום המתוקן והורשע, על יסוד הודאה זו, בעבירות בהן הואשם כאמור בפסקה 1 דלעיל.",,,,,,,,,,,['כן'],,,
"תסקיר שירות המבחן (מיום 05.06.2023) מפרט את נסיבותיו האישיות של הנאשם, יליד שנת 1981 (כבן 43 שנים כיום), רווק ואב לשתי בנות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם תיאר כי עלה ארצה עם אמו ואחיו, בגיל 12, עקב אלימות שספגו בבית מצד האב.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם תיאר בעיות משמעת והתנהגותו בנערותו, שהובילו למעבר בין מסגרות לימוד.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
מהצבא פוטר הנאשם בשל אי התאמה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"את זוגתו לשעבר הכיר הנאשם בגיל צעיר ולאחר זמן משותף יחדיו הביאו לעולם את שתי בנותיהם, שכיום הן בגירות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
