text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשמים הורשעו ביום 7.3.2024, על יסוד הודאתם בכתב האישום, בעבירות ייבוא סם מסוכן, עבירה לפי סעיף 13 ו- 19 לפקודת הסמים המסוכנים (נוסח חדש), התשל""ג- 1973 (להלן: הפקודה) בצירוף סעיף 29(א) לחוק העונשין התשל""ז-1977 (להלן: חוק העונשין); והחזקת סם שלא לצריכה עצמית, עבירה לפי סעיף 7(א) ו- (ג) רישא לפקודה בצירוף סעיף 29 לחוק העונשין.",,,,,,,,,,,['כן'],,,
"בטרם נסיעתם של הנאשמים לנקודת ההברחה, לא היתה ידועה להם כמות וסוג הסם, אלא ידעו כי הם מייבאים סם מסוכן.",,,,,"['סוג הסמים הוא ""סם מסוכן"" כפי שמצוין בטקסט: ""לא היתה ידועה להם כמות וסוג הסם, אלא ידעו כי הם מייבאים סם מסוכן.""']",,"['לא בעל המעבדה, בעל הסמים']",,,,,,,
"במקביל ובאותה שעה, הגיע אל סמוך לגדר, מצדה הירדני, האחר או מי מטעמו (להלן: הירדני), כשהוא נושא עמו סם מסוכן מסוג הרואין במשקל כולל של כ-27 ק""ג (להלן: הסמים).",,,,,['סוג הסמים הוא הרואין'],"['[27 - ק""ג]']",['לא בעל הסמים'],,,,,,,
"מהתסקיר עולה, כי הנאשם בן 24, תושב שגב שלום, טרם מעצרו התגורר עם הוריו בדירה שכורה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"כחודש טרם מעצרו, לא עבד עקב שלילת רישיון הנהיגה שלו כאשר עובר לכך, עבד כנהג במשך כ-7 חודשים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"הנאשם גדל במשפחה שמרנית ודלת כוחות, ללא הכוונה וללא שיח רגשי מותאם לצרכיו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
שיתף בקשיים רגשיים ובתחושת בדידות ומלווה בתחושת של חוסר יציבות ובטחון.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מסקירת תפקודו במסגרת הלימוד עולה כי סיים 12 שנות לימוד עם בגרות מלאה, נעדר הרשעות קודמות בפלילים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
שלל שימוש בחומרים פסיכו אקטיביים במהלך חייו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
בהתייחסותו לעברו התעבורתי התקשה להתבונן על דפוסיו המכשילים תוך שנטה למיקוד שליטה חיצונית.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בהתייחסותו של הנאשם לנסיבות ביצוע העבירות המיוחסות לו כיום, מסר כי שותפיו לתיק הינם קרובי משפחה עמם מקיים קשרי חברות, תוך שטען כי ניגשו אליו והציעו לו שישתתף איתם בהברחת סמים ללא ידיעתו את כל הפרטים.",,,,,,,,,,,,,,
"כמו כן, במהלך השייח התקשה הנאשם להעמיק ולהתבונן על מניעיו הפנימיים למעשיו, תוך שנטה להשליך על גורמים חיצוניים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בהלימה, הנאשם התקשה לזהות נזקקות טיפולית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"שירות המבחן מציין כי ניכר, שהנאשם בעל יכולת נמוכה בוויסות דחפים, תוך שאימץ התנהלות פורצת גבולות כדרך להתמודד במצבי תסכול ומצוקה תוך יכולת לקויה לזהות מצבי סיכון.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"גם בהתייחסותו לביצוע העבירות, לצד זאת שהנאשם הודה והצהיר מילולית על ביצוע העבירות המיוחסות לו, התרשם שירות המבחן כי הנאשם מתקשה לקחת אחריות וכן מתקשה להתחבר למצבי הסיכון הפוטנציאליים בהתנהלותו ולגלות ערנות לרציונל העומד בבסיסן של ביצוע העבירות.",,,,,,,,,,['לא'],['כן'],,,
"הנאשם בן 29 רווק, תושב כפר שגב שלום שבדרום.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם מסר כי לזכותו 10 שנות לימוד.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הוא אושפז כחודשיים בבית חולים ועבר הליך שיקומי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
מאז ועד מעצרו במאי 2023 לא עבד וקיבל קצבה מטעם הביטוח הלאומי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
נמסר כי אובדן חברו ופגיעתו היו קשים עבורו.,,,,,,,,,,,,,,
"מבחינת מצבו הבריאותי והנפשי מסר כי כיום הוא חש בטוב, כן מתמודד עם כאבים בגוף לעיתים כתוצאה מהתאונה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשם שלל שימוש בחומרים פסיכו אקטיביים לרבות אלכוהול וסמים בכלל.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"מעיון בגיליון רישומו הפלילי והתעבורתי עולה כי לחובתו הרשעה אחת בגין מעורבות בעבירה של שבל""ר ונטישה באותו מקום ושלוש הרשעות קודמות בתעבורה בגין מעורבות בעבירות של נהיגה ללא רישיון נהיגה ועוד כשבגין אחת מהן אף נדון, בשנת 2020, למאסר בפועל, לתקופה של ארבעה חודשים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בהתייחסותו לביצוע העבירות מושא כתב האישום, הודה הנאשם במיוחס לו ולא קיבל אחריות מלאה למעשיו.",,,,,,,,,['לא'],['לא'],['כן'],,,
לדבריו עשה זאת בשל הרווח הכלכלי.,,,,,,,,,,,,,,
בנוסף התקשה להתחבר למניעים הרגשיים לביצוע העבירה וביטא חרטה ברמה מילולית בלבד.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,['לא'],,,,,
שירות מבחן התרשם מהנאשם כאדם בעל קושי לשלוט בדחפיו ולפעול מתוך תכנון.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
זאת יחד עם יכולת חלקית לראות את עצמו כבעל השפעה ולעיתים חש כי מושפע על ידי הנסיבות ואנשים חיצוניים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"להערכת שירות המבחן התנהגותו באירוע העבירה מושתתת על פגיעה בתפיסתו הגברית והערכה עצמית נמוכה, וכי הינו בעל צורך להישגים באופן מהיר ללא מאמץ.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"שירות המבחן העריך כי יכולותיו של הנאשם לערוך שינוי התנהגותי הינה נמוכה לאור המעורבות הפלילית הקודמת, המעורבות החוזרת בעבירות תעבורה והיעדר רתיעה מהעונש שהוטל עליו, דבר שבא לידי ביטוי בהמשך ביצוע עבירות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בבדיקת נזקקות טיפולית, לא זהה הנאשם מוקדים לטיפול ושינוי, התקשה להתחבר לכשלים והקשיים באישיותו אשר מובילים אותו להתנהגות עוברת חוק, התקשה לקבל אחריות מלאה ועמוקה למעשיו ולהכיר בפסול שבהם ובהשלכותיהם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,['לא'],,,,
"הנאשם בן 20, רווק, תושב שגב שלום.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
מסקירת תולדותיו נמסר כי לזכותו 12 שנות לימוד וזכאות לתעודת בגרות מלאה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"שיתף כי טרם מעצרו נרשם ללימודי הנדסת חשמל במכללה הטכנולוגית בבאר שבע, אולם בשל מעצרו לא החל בלימודים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
ברמה התעסוקתית שיתף כי החל לעבוד בגיל 18 עם אביו בתחום החשמל ותכנן ללמוד תחום הנדסת החשמל ולהמשיך עבודה בתחום זה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
שלל שימוש בחומרים פסיכו אקטיביים לרבות אלכוהול וסמים.,,,,,,,,,,,,,,
אין לחובתו הרשעות קודמות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"בהתייחסו לביצוע העבירות מושא כתב האישום, הודה הנאשם במיוחס לו אולם התקשה לקבל אחריות מלאה ועמוקה למעשיו.",,,,,,,,,['לא'],['לא'],['כן'],,,
טען כי ביצע את העבירות למטרות כלכליות של רווח כלכלי.,,,,,,,,,,,,,,
"לדבריו ניצלו את טוב ליבו ושכנעו אותו לעשות את המיוחס לו, תיאר כי זה אירוע יחיד של ייבוא סמים.",,,,,,,,,,,,,,
הנאשם ביטא חרטה למעשיו בפני שירות המבחן ואף טען כי עשה טעות.,,,,,,,,,['כן'],['כן'],,,,
שירות המבחן העריך כי החרטה שמביע הנאשם מונעת מההשלכות שחווה כיום כגון מעצרו.,,,,,,,,,,,,,,
"עוד התרשם שירות המבחן כי התנהגותו של הנאשם באירוע העבירה משקפת יכולות תכנון, ככל הנראה על רקע החזקתו בגבולות חשיבה והתנהגות מטושטשים, מאפייני אישיות נגררת ובלתי בשלה לצד הערכה עצמית נמוכה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
ההערכה כי הנאשם מציג בעיקר חלקים מתפקדים בחייו ומתקשה להביא ולהתבונן בקשייו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
שירות המבחן התרשם כי ככל הנראה קיימת נטיה לנגררות והערכה עצמית פגועה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בבדיקת צרכים טיפוליים, הנאשם שיתף כי יהיה מוכן ומעוניין להשתלב בהליך שיקומי במסגרת הכלא לצורך שיפור יכולותיו השונות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בשכלול הגורמים, התרשם שירות המבחן כי הנאשם התקשה לקבל אחריות מלאה ועמוקה למעשיו, חסר חיבור לחומרה שבמעשיו וכי ביטוי החרטה הינו מילולי.",,,,,,,,,['לא'],['לא'],,,,
"בנוסף מאפייני העבירה משקפים יכולת תכנון וחשיבה וכן הזדמנויות לעצור את האירוע עוד טרם הבאתו לידי ביצוע, אולם הנאשם המשיך במעשיו ואינו מקבל אחריות מלאה לכך.",,,,,,,,,,['לא'],,,,
הם הביעו צער ובושה על מעשיהם של הנאשמים והבהירו כי אלו אינם מקובלים עליהם.,,,,,,,,,['לא'],,,,,
הם ציינו את הקשיים שמתמודדים איתם עקב מעשיהם של הנאשמים ומעצרם וביקשו לחוס על הנאשמים ולהקל בעונשם.,,,,,,,,,,,,,,
"בא-כוח המאשימה הפנה לנזק הצפוי מביצוע העבירה, הן לצרכני הסם והן לציבור בכללותו, כאשר לעניין זה שב וציין את הכמות הגדולה של הסם שנתפס, במשקל של כ- 27 ק""ג.",,,,,,,,,,,,,,
"ביחס לנסיבות שאינן קשורות בביצוע העבירה, ציין בא-כוח המאשימה כי לזכות הנאשמים עומדת העובדה שהודו בכתב האישום וחסכו זמן שיפוטי יקר.",,,,,,,,,,,,,,
מאידך טען כי לנאשם 2 הרשעה אחת בפלילים ו- 3 הרשעות תעבורה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"אשר לנסיבות שאינן קשורות בביצוע העבירה, ציין בא-כוח הנאשמים כי חלק מהנאשמים צעירים בגיל ונעדרי עבר פלילי, הודו בהזדמנות הראשונה, חסכו זמן שיפוטי יקר והביעו חרטה כנה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,['כן'],['כן'],['כן'],,,
כל הנאשמים בעלי עורף משפחתי תומך שמוכן להגיש להם כל עזרה ושיקום שיצטרכו.,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
הנאשמים הביעו חרטה וצער על מעשיהם וביקשו מבית המשפט להקל בעונשם ולתת להם הזדמנות לחזור למוטב.,,,,,,,,,['כן'],,,,,
"עוד עולה כי הנאשם 1 נהג ברכבו כל הדרך, לצורך ביצוע עבירות הסמים, בזמן שרישיון הנהיגה שלו נפסל, על ידי קצין משטרה, ימים בודדים לפני כן.",,,,,,,,,,,,,,
"בעניין יוגב, הורשע המערער, ששימש כראש מדור באגף הביטחון בחברת אל-על, על פי הודאתו בכתב אישום מתוקן, בייבוא של כ- 54 ק""ג סם מסוכן מסוג קוקאין, ב- 3 הזדמנויות שונות, לתחומי ישראל.",,,,,['סוג הסמים הוא קוקאין'],"['[54 - ק""ג]']",,,,,,,,
לזכותם של הנאשמים ניתן לציין כי הם הודו בביצוע העבירה וחסכו מזמנו של בית המשפט.,,,,,,,,,,,,,,
"מהודאתו של נאשם נודעת, על דרך הכלל, גם קבלת הדין, ובחובה היא טומנת קבלת אחריות למעשים והבעת חרטה עליהם.",,,,,,,,,['לא'],['לא'],['לא'],,,
במקרה שלפניי באו דברי החרטה וקבלת האחריות גם מפי הנאשמים לפניי.,,,,,,,,,['לא'],['כן'],,,,
עוד ניתן לציין לזכות הנאשמים את העובדה כי הנאשמים 1 ו- 3 נעדרים עבר פלילי כלל ואילו לנאשם 2 הרשעה קודמת ורישום ללא הרשעה קודם שאינם מן החמורים מהשנים 2018 ו- 2014 בהתאמה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
מנגד לנאשמים 1 ו- 2 הרשעות מתחום התעבורה כאשר נאשם 2 אף ריצה מאסר בגין חלק מעבירות אלו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לכל האמור ניתן להוסיף ולהפנות למצבם הרפואי של הנאשמים 2 ו- 3, כפי שזה משתקף ממסמכים שהוצגו בעניינם והתסקירים.",,,,,,,,,,,,,,
"אני מטיל על הנאשם מאסר בפועל של 9 שנים, החל מיום מעצרו 23.5.2023.",,,,,,,,,,,,['9 שנים'],[],[]
"אני מטיל על הנאשם מאסר על תנאי של 12 חודשים, למשך 3 שנים, שלא יעבור כל עבירת סמים מסוג פשע.",,,,,,,,,,,,[],['12 חודשים'],[]
"אני מטיל על הנאשם קנס בסך 25,000 ₪ או 100 ימי מאסר תמורתו.",,,,,,,,,,,,[],[],"['25,000 ₪']"
אני מטיל על הנאשם פסילה בפועל של 15 חודשים מלקבל ומלהחזיק ברישיון נהיגה.,,,,,,,,,,,,[],[],[]
"אני מטיל על הנאשם מאסר בפועל של 8.5 שנים, החל מיום מעצרו 23.5.2023.",,,,,,,,,,,,['הנאשם קיבל 8.5 שנים מאסר בפועל'],[],[]
