Unnamed: 0,verdict,text,part
0,ME-23-06-15727-546,אדם אבו סנימה (עציר),נגד
1,ME-23-06-15727-546,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7(א), ג, 13, 19",נגד
2,ME-23-06-15727-546,"חוק העונשין, תשל""ז-1977: סע'  29, 29(א)",נגד
3,ME-23-06-15727-546,פקודת התעבורה [נוסח חדש]: סע'  67,נגד
4,ME-23-06-15727-546,"הנאשמים הורשעו ביום 7.3.2024, על יסוד הודאתם בכתב האישום, בעבירות ייבוא סם מסוכן, עבירה לפי סעיף 13 ו- 19 לפקודת הסמים המסוכנים (נוסח חדש), התשל""ג- 1973 (להלן: הפקודה) בצירוף סעיף 29(א) לחוק העונשין התשל""ז-1977 (להלן: חוק העונשין); והחזקת סם שלא לצריכה עצמית, עבירה לפי סעיף 7(א) ו- (ג) רישא לפקודה בצירוף סעיף 29 לחוק העונשין.",גזר דין
5,ME-23-06-15727-546,"בנוסף, הורשע נאשם 1 בעבירה של נהיגה בזמן פסילה, עבירה לפי סעיף 67 לפקודת התעבורה (נוסח חדש) התשכ""א 1961.",גזר דין
6,ME-23-06-15727-546,"במסגרת הסדר הטיעון הסכימו הצדדים כי הנאשמים ישלחו לשירות המבחן לצורך קבלת תסקיר בעניינם, לאחריו יטענו הצדדים לעונש באופן חופשי.",גזר דין
7,ME-23-06-15727-546,עוד הוסכם בין הצדדים הדברים הבאים:,גזר דין
10,ME-23-06-15727-546,הנאשמים לא עמדו בקשר טלפוני עם הצד הירדני.,גזר דין
11,ME-23-06-15727-546,ג.,גזר דין
12,ME-23-06-15727-546,"בטרם נסיעתם של הנאשמים לנקודת ההברחה, לא היתה ידועה להם כמות וסוג הסם, אלא ידעו כי הם מייבאים סם מסוכן.",גזר דין
13,ME-23-06-15727-546,הצדדים מסכימים כי היסוד הנפשי של הנאשמים היה יסוד נפשי של מודעות בדרך של עצימת עיניים.,גזר דין
14,ME-23-06-15727-546,"על פי עובדות כתב האישום, ביום 27.4.23 נפסל נאשם 1 מלהחזיק רישיון נהיגה על ידי קצין משטרה (להלן: הפסילה).",גזר דין
15,ME-23-06-15727-546,"ביום 23.5.23 או עובר לכך, קשרו הנאשמים קשר ביחד עם אחר שזהותו אינה ידועה למאשימה (להלן: האחר), להבריח סמים שלא כדין מירדן לישראל (להלן: ההברחה).",גזר דין
16,ME-23-06-15727-546,"בהמשך לכך, ביום 23.5.23, סמוך לשעה 02:00, נסעו הנאשמים ברכבו של נאשם 1 מסוג מיצובישי ל""ז 163787901 (להלן: הטנדר), מאזור מגוריהם בדרום לצפון הארץ, כאשר נאשם 1 נהג בג'יפ על אף הפסילה, נאשם 2 ישב במושב לידו ונאשם 3 ישב במושב האחורי.",גזר דין
17,ME-23-06-15727-546,"בהמשך, סמוך לשעה 05:50, נסעו הנאשמים בטנדר לכיוון גדר המערכת המפרידה בין ישראל לירדן (להלן: הגדר), בקרבת הקיבוץ נווה אור.",גזר דין
18,ME-23-06-15727-546,"במקביל ובאותה שעה, הגיע אל סמוך לגדר, מצדה הירדני, האחר או מי מטעמו (להלן: הירדני), כשהוא נושא עמו סם מסוכן מסוג הרואין במשקל כולל של כ-27 ק""ג (להלן: הסמים).",גזר דין
19,ME-23-06-15727-546,"לאחר נסיעה קצרה בכביש עפר ליד הגדר, עצרו הנאשמים את נסיעתם, נאשם 2 ירד מהטנדר, אז העביר הירדני לנאשם 2 את הסמים מעבר לגדר.",גזר דין
20,ME-23-06-15727-546,"נאשם 2 אסף את הסמים, שב לטנדר, ומיד לאחר מכן עזבו הנאשמים את המקום.",גזר דין
21,ME-23-06-15727-546,"בחלוף זמן קצר, נעצרו הנאשמים על ידי שוטרים בכביש 90 סמוך ליישוב חמדיה, כשהסמים ברשותם.",גזר דין
22,ME-23-06-15727-546,תסקירי שירות המבחן,גזר דין
23,ME-23-06-15727-546,תסקיר לנאשם מס' 1,גזר דין
24,ME-23-06-15727-546,"מהתסקיר עולה, כי הנאשם בן 24, תושב שגב שלום, טרם מעצרו התגורר עם הוריו בדירה שכורה.",גזר דין
