text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
יזאן אבראהים (עציר),,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  29, 40ג(א), 144, 144(א), 144(ז)",,,,,,,,,,,,,,,,,
"פקודת סדר הדין הפלילי (מעצר וחיפוש) [נוסח חדש], תשכ""ט-1969: סע'  39",,,,,,,,,,,,,,,,,
"הנאשם הורשע על סמך הודעתו בעבירה של החזקת נשק בניגוד לסעיף 144(א) רישא + סיפא לחוק העונשין, תשל""ז – 1977 (להלן: ""חוק העונשין"").",,,,,,,,,,,,,,['כן'],,,
"בהתאם לעובדות כתב האישום, בזמנים הרלוונטיים לכתב האישום התגורר הנאשם בבית משפחתו בכפר כאבול והחזיק ברשותו קטנוע.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בתאריך 1.3.22 סמוך לשעה 10:30 החזיק הנאשם בתא המטען של הקטנוע, אשר חנה בחניית ביתו נשק דמוי רובה סער M-16 בקליבר 5.56 מ""מ, שהינו כלי שסוגל לירות כדור שבכוחו להמית אדם, 2 מחסניות מתאימות לנשק, שאחת מהן טעונה ב- 6 כדורים בקליבר 5.56 מ""מ וכן שקית ובה 93 כדורים לנשק בקליבר 5.56 מ""מ, וזאת ללא רשות על פי דין להחזקתם.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,['מאחר'],['רובה סער (M-16)'],,,,,,,,
"מחמת גילו, הופנה הנאשם לקבלת תסקיר שירות המבחן.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
"מתסקיר שירות המבחן עולה כי הנאשם, בן 19, גדל במשפחה נורמטיבית, סיים 12 שנות לימוד עם בגרות מלאה והיה אמור להתחיל לימודי וטרינריה בטרם מעצרו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"הנאשם נטל אחריו פורמלית על מעשיו, אך ניסה להשליך את התנהלותו על שותף לעבירה והציג עצמו באופן קורבני.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
מאבחון שנערך לו עלה כי סיכון להישנות התנהגות עוברת חוק בעתיד הינו גבוה.,,,,,,,,,,,,,,,,,
