text,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIR_PUNISHMENT
"* בית המשפט הורה על ביטול הרשעת הנאשם והטיל עליו צו של""צ בהיקף של 300 שעות.",[],[],[],,,,,,,,,,,
"הנאשם הורשע, על יסוד הודאתו זו, בעבירה של מתן אמצעים לביצוע פשע, לפי סעיף 498 לחוק העונשין.",,,,,,,,,,,,,['כן'],
"עם זאת, בנסיבות הייחודיות של המקרה הנדון, לאור הליך השיקום אשר בעיצומו מצוי הנאשם, בהתחשב בעובדה כי הרשעה עלולה לפגוע באופן קשה בעיסוקו בעתיד כהנדסאי בניין ובלימודיו האקדמיים, בעובדה כי עסקינן בנאשם צעיר, נעדר עבר פלילי ולאור המלצת שירות המבחן בתסקירים אשר הוגשו בעניינו – יש מקום בזו הפעם לתת לנאשם הזדמנות אמיתית לחזור למוטב ולערוך שינוי בחייו לעבר שיקומו, ולהסתפק בקביעה כי הנאשם ביצע את המיוחס לו בכתב האישום ולהורות על ביטול הרשעתו בכך יהיה כדי למנוע צמצום אפשרויותיו להשתלב בשוק העבודה, וליתן לו כוח נוסף להמשיך בדרך השיקומית.",,,,"['1 : כן', '2 : לא', '3 : כן', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"בהמשך לאמור, שוחחו האחר והסוכן ותיאמו עסקת סמים בכמות של 10 גר' קוקאין.",,,,,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""שוחחו האחר והסוכן ותיאמו עסקת סמים בכמות של 10 גר\' קוקאין.""']",['[10 - גרם]'],['לא בעל הסמים'],,,,,
"מיד ובסמוך לכך, מסר האחר סם מסוכן מסוג קוקאין במשקלים של: 9.2440 גר' נטו; 2.0101 ג'' נטו ו- 0.6998 גר' נטו לסוכן, והאחרון מסר לאחר בתמורה סכום של 5,000 ₪.",,,,,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""מסר האחר סם מסוכן מסוג קוקאין במשקלים של...""']",['[11.9549 - גרם]'],['לא בעל הסמים'],,,,,
"במעשיהם, סחרו שני האחרים בצוותא חדא בסם מסוכן מסוג קוקאין במשקל כולל של 11.9539 גר' נטו.",,,,,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""סחרו שני האחרים בצוותא חדא בסם מסוכן מסוג קוקאין.""']",['[11.9539 - גרם]'],['לא בעל הסמים'],,,,,
"הנאשם הודה המיוחס לו לעיל, ועל יסוד הודאתו זו, הורשע בעבירה של מתן אמצעים לביצוע פשע, לפי סעיף 498 לחוק העונשין, התשל""ז-1977 (להלן: ""חוק העונשין"").",,,,,,,,,,,,,['כן'],
"בגוף התסקירים, מפורטים קורות חייו וחיי משפחתו של הנאשם, יחסו לעבירה, הטיפול שעבר במסגרת השירות, ועוד.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"ברוח הדברים האמורים, ההגנה הפנתה לאסופת מסמכים המעידים על השתלבותו של הנאשם בלימודים (נ/1); לעברו הפלילי הנקי של הנאשם; לשיתוף הפעולה שלו עם שירות המבחן ולהירתמותו להליך טיפולי; לתקופת מעצרו מאחורי סורג ובריח ולגילו הצעיר.",,,,"['1 : כן', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,
הנאשם ביקש מבית המשפט שלא להרשיעו על מנת שלא לפגוע בסיכויו להתקדם במסגרת לימודי הנדסאות הבניין וביקש לסייע לו לצאת לדרך חדשה.,,,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"ברי כי אף לא ניתן להקל ראש בעבירת הסחר בסמים אשר לביצועה סיפק הנאשם אמצעים, עת המדובר בסחר בסם מסוכן מסוג קוקאין במשקלים שאינם נמוכים כלל ועיקר ובתמורה כספית שאינה של מה בכך.",,,,,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""סחר בסם מסוכן מסוג קוקאין""']",,"['לא בעל המעבדה, בעל הסמים']",,,,,
"שירות המבחן הגיע למסקנתו האמורה תוך שלקח בחשבון את גילו הצעיר של הנאשם, העדר עבר פלילי, היותו של ההליך המשפטי גורם מרתיע עבורו, וכי הרשעה בדין, לצד הפגיעה שחווה הלה במסגרת הצבאית (היותו בסטטוס של ""דחיית שירות"" עקב ההליכים הפליליים מושא תיק זה), עלולה לפגוע באופן משמעותי בדימויו העצמי ובתפקודו כאדם נורמטיבי.",,,,"['1 : כן', '2 : לא', '3 : כן', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
