feature_key,text,extraction
GENERAL_CIRCUM,"ב""כ המאשימה בטיעוניה עמדה על עברו הפלילי והתעבורתי של נאשם 1 (ת/45, ת/46) – לחובתו 10 הרשעות קודמות בתעבורה, כאשר 3 האחרונות בגין עבירות שעבר לאחר האירוע – אי ציות לרמזור אדום, שימוש אסור בטלפון בזמן נהיגה, סטייה מנתיב.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']"
GENERAL_CIRCUM,"לטענתו, בתקופה שחלפה, נסיבות חייו האישיות של נאשם 1 השתנו – כיום הוא בן  30 (גילו הנכון להיום 32 – הערה שלי ש.ש.), התחתן, נולדו לו ילדים והוא עובד באופן מסודר בשתי עבודות.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"במועד האירוע היה נאשם 1 בן  25 (בן 28 – הערה שלי ש.ש.),  והתנהלותו בגיל זה אינה דומה להתנהלותו היום, מבחינת הפנמה, בגרות, נסיבות חייו ומצבו המשפחתי.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"עוד טען כי הנאשמים שיתפו פעולה באופן מלא בחקירות במשטרה ובבית המשפט, שעה שהתייצבו לכל הדיונים.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : כן', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"נאשם 1 בדברי סיכום, תאר את נסיבותיו האישיות – היותו אב ל-3 ילדים קטנים, כאשר מאז התאונה הקים עסק עצמאי וביקש כי יוטל עליו עונש אשר יאפשר לו להמשיך לעבוד ולפרנס את משפחתו.","['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,בעברו הפלילי של הנאשם 9 הרשעות בגין עבירות סמים ורכוש.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']"
GENERAL_CIRCUM,ערעורו לבית המשפט העליון על חומרת עונשו התקבל ועונש המאסר הועמד על 6 חודשים לריצוי בדרך של עבודות שירות בשל גילו הצעיר ועברו הפלילי הנקי.,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,אקח בחשבון את פגיעת העונש בנאשם 1 ובמשפחתו הצעירה וכן בגילו (בן 32 כיום ובן 28 בעת ביצוע העבירות).,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"כעולה מטיעוני ב""כ הנאשמים ומדברי הסיכום אותם נשא הנאשם – מאז האירוע, הנאשם נישא, נולדו לו 3 ילדים, הקים עסק והוא עובד בשתי עבודות כדי לפרנס את משפחתו.","['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"האירוע התרחש בחודש יולי 2018 וכתב האישום הוגש בחודש יולי 2020, כאשר בתקופה זו לא צבר הנאשם לחובתו רישום פלילי נוסף, התחתן כאמור ונולדו ילדיו.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,אקח בחשבון את עברו הפלילי של נאשם 1 אשר כולל הרשעה אחת משנת 2013 ב-4 עבירות פשע בניגוד לפקודת הסמים המסוכנים משנת 2010.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']"
GENERAL_CIRCUM,אקח בחשבון את עברו התעבורתי  של נאשם 1 אשר נוהג משנת 2009 ולחובתו 10 הרשעות קודמות אשר רובן מסוג ברירת משפט.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
CIR_AMOUNT,"כעבור כמה שעות, ביום 13.07.18 בסמוך לשעה 00:25, נהג נאשם 1 ברכב המזדה, בכביש 40 מצפון לדרום, בנתיב השמאלי מבין שני נתיבים, כאשר בדמו אלכוהול בריכוז של 134 מ""ג במאה מיליליטר דם.","['[134 - מ""ג]']"
REGRET,המאשימה ציינה עוד כי נאשם 1 עד היום לא לקח אחריות  על מעשיו ולא הביע חרטה.,['לא']
