text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"דהן בן מחמד אל אעסם
ע""י ב""כ עו""ד סמיר אבו עאבד",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  144, 144 (א), 144(ב), 186",,,,,,,,,,,,,,,,,
"הנאשם שלפני נותן את הדין בגין עבירת נשק (החזקה), בניגוד לסעיף 144 (א) רישא וסיפא לחוק העונשין, תשל""ז – 1977 (להלן: ""החוק"").",,,,,,,,,,,,,,,,,
"בהתאם לעובדות כתב האישום המתוקן כא/1, במועד שאינו ידוע במדויק למאשימה, קיבל הנאשם לידיו נשק תת מקלע מאולתר 9 מ""מ אשר יורה ובכוחו להמית (להלן: ""הנשק"") ובנוסף, כ-20 קליעי 9 מ""מ (להלן: ""התחמושת"").",,,,"['נשק מופרד מתחמושת', 'נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,['מאחר'],"['תת מקלע מאולתר 9 מ""מ']","['ירי', 'ניסיון לירי']",,,,,,,
"מיום 14.02.20, החזיק הנאשם את הנשק והתחמושת הנ""ל בארון במטבח ביתו בשבט אלאעצם.",,,,['נשק עם מחסנית בהכנס'],['בבית'],,,,,,,,,,,,
"ביום 16.02.20, סמוך לשעה 15:00, במסגרת פעילות משטרתית יזומה, הגיעו שוטרי תחנת העיירות אל ביתו של הנאשם בשבת אלאעצם, בכדי לערוך חיפוש בבית.",,,,,,,,,,,,,,,,,
"במהלך החיפוש, איתרו השוטרים את הנשק והתחמושת בארון במטבח.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",['בבית'],,,,,,,,,,,,
"בין הצדדים נקשר הסדר טיעון (ת/1), במסגרתו תוקן כתב האישום.",,,,,,,,,,,,,,,,,
"הנאשם הורשע בעובדות ובעבירות שבכתב האישום המתוקן, על פי הודאתו.",,,,,,,,,,,,,,['כן'],,,
ההסדר לא כלל הסכמות עונשיות.,,,,,,,,,,,,,,,,,
"הנאשם הופנה לשירות המבחן למבוגרים, לקבלת תסקיר לענין העונש.",,,,,,,,,,,,,,,,,
"לאחר קבלת התסקיר, טענו הצדדים לעונש ומכאן – גזר דין זה.",,,,,,,,,,,,,,,,,
התביעה לא הגישה ראיות לענין העונש.,,,,,,,,,,,,,,,,,
"ההגנה הגישה, לענין העונש, מסמכים רפואיים של הנאשם (נ/1) – הנאשם סובל מבעיות רפואיות שונות ובין היתר – בעיות נשימתיות; סכרת.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בענינו של הנאשם הוגש תסקיר המפרט את נסיבותיו האישיות, כבן 45, נשוי ואב ל-7 ילדים, עובד בקיוסק שפתח סמוך לביתו, ומקבל קצבת נכות מהמוסד לביטוח לאומי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"לדבריו, סובל מסכרת, אסטמה, מחלת ריאות ועתיד לעבור השתלת ריאות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"עקב מצבו הרפואי, מזריק זריקות על בסיס קבוע ונוטל טיפול תרופתי קבוע.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"כן, שיתף, כי עקב מצבו הבריאותי, מבקר בתדירות גבוהה בבית החולים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
הנאשם שלל שימוש בחומרים משני תודעה ושלל התנסות בסמים ואלכוהול.,,,,,,,,,,,,,,,,,
"בהתייחס לעבירה, הודה הנאשם בביצועה.",,,,,,,,,,,,,,['כן'],,,
"לדבריו, מצא את הנשק והתחמושת בתוך בור בשטח פתוח, ופחד לזרוק אותו או להשאירו שם, וכן, פחד להתקשר למשטרה, שמא יאשימו אותו בהחזקת נשק.",,,,,[],[],,['מצא'],,[],,,,,,,
"לדבריו, לא הבין את חומרת ההשלכות של החזקת הנשק והתחמושת בביתו, אך כיום מבין את החומרה והפיק לקח לעתיד.",,,,['נשק עם מחסנית בהכנס'],,,,,,,,,,,,,
"כן, הביע חרטה ובושה על מעשיו.",,,,,,,,,,,,,,,,,
"כיום, לדבריו, יודע מה האלטרנטיבות להתמודדות.",,,,,,,,,,,,,,,,,
