feature_key,text,extraction
GENERAL_CIRCUM,"הנאשם, יליד 1979, הורשע על בסיס הודאתו ובמסגרת הסכמה דיונית, בעבירות של החזקת סמים שלא לצריכה עצמית, לפי סעיף 7 (א)+7(ג) רישא לפקודת הסמים המסוכנים [נוסח משולב], התשל""ג – 1973 (להלן: ""פקודת הסמים המסוכנים"") ועבירה של החזקת סמים לצריכה עצמית, לפי סעיף 7 (א)+7(ג) סיפא לפקודת הסמים המסוכנים.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"תסקיר שירות מבחן מיום 3.9.24- הנאשם, בן 45, רווק, עובד כ-13 שנים כשכיר בחברת תעופה.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם קיבל אחריות מאלה בפני שירות המבחן ותיאר כי ברקע לביצוע העבירות, רצה להשתלב מבחינה חברתית ולנוכח אירועי שבוע הגאווה החליט לקיים מסיבה בביתו ולשם כך רכש את הסמים.","['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם תיאר כי לאחר האירוע ונוכח הבנה עמוקה של הפסול במעשיו, ניתק קשרים עם החברה השולית.","['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"הנאשם שלל נזקקות טיפולית בתחום ההתמכרויות ומסר שאינו צורך סמים אלא מדובר באירוע חריג ויחיד מסוגו בחייו, כך גם התרשם שירות המבחן.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,שירות המבחן הפנה את הנאשם לטיפול פרטני בקליניקה הגאה והנאשם הביע נכונות לכך וכיום נמצא ברשימת המתנה להשתלב בטיפול זה.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"שירות המבחן התרשם מאדם בעל כוחות ויכולות שמתנהל באופן שקול ונורמטיבי, לצד קשיים בחייו האישיים.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"בנסיבות שאינן קשורות לביצוע העבירה, הפנתה לתסקיר שירות המבחן, ממנו עולה לדידה נזקקות טיפולית שטרם טופלה שכן הנאשם טרם השתלב בטיפול.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"עוד התייחסה להעדר עבר פלילי, חלוף הזמן ולקיחת האחריות ביקשה למקם את הנאשם בתחתית מתחם הענישה אליו עתרה ולהטיל על הנאשם 9 חודשי מאסר בדרך של עבודות שירות (ככל וימצא מתאים) לצד ענישה נלווית.","['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,עוד הפנה לכך שמדובר באירוע יחיד בחייו של הנאשם על רקע רצונו של הנאשם להשתלב בחברה.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הדגיש כי כיום לא נמצא בקשר עם מעגל החברים איתם היה בקשר אז וביקש לבטל את הרשעתו בכדי לאפשר לו לחזור לעבודה, שעבורו היא כל חייו.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"הנאשם רכש את הסמים עבור חבריו לצורך מסיבה בביתו לקראת שבוע הגאווה ולא לצרכי סחר וקבלת תמורה עבור הסמים, זאת תוך רצון להתחבב על סובביו ועל רקע קשיים רגשיים.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"בית המשפט ביטל את הרשעת הנאשם לנוכח העדר עבר פלילי, לקיחת אחריות, נזק קונקרטי לאור עבודתו בחברת חשמל.","['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
