,verdict,text,part
0,SH-23-03-65214,"ב""כ המאשימה: עו""ד תמרה ולדמן מימון ועו""ד רועי מלכא","ת""ז xxxxxxxxx"
1,SH-23-03-65214,"ב""כ הנאשם: עו""ד אייל בסרגליק","ת""ז xxxxxxxxx"
2,SH-23-03-65214,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7 (א), 7(ג)","ת""ז xxxxxxxxx"
3,SH-23-03-65214,"כללי רשות שדות התעופה (כניסה לשטחים מוגבלים), תשמ""ג-1983: סע'  11","ת""ז xxxxxxxxx"
4,SH-23-03-65214,גזר דין (ביטול הרשעה),"ת""ז xxxxxxxxx"
5,SH-23-03-65214,"הנאשם, יליד 1979, הורשע על בסיס הודאתו ובמסגרת הסכמה דיונית, בעבירות של החזקת סמים שלא לצריכה עצמית, לפי סעיף 7 (א)+7(ג) רישא לפקודת הסמים המסוכנים [נוסח משולב], התשל""ג – 1973 (להלן: ""פקודת הסמים המסוכנים"") ועבירה של החזקת סמים לצריכה עצמית, לפי סעיף 7 (א)+7(ג) סיפא לפקודת הסמים המסוכנים.",כללי
6,SH-23-03-65214,"בהתאם לעובדות כתב האישום המתוקן, ביום 14.06.2022 בשעה 12:10 לערך, בכתובת י.ל פרץ 38 בתל אביב, על רקע אירועי שבוע הגאווה, החזיק הנאשם שלא לצריכתו העצמית אלא לחבריו, סם מסוג KETAMINE כמפורט להלן: שקית שקופה במשקל נטו של 0.8914 גרם; שקית אטומה לבנה ובה 8 שקיות קטנות במשקל נטו של 0.1656 +/- 7.7488 גרם; בקבוקון שקוף במשקל נטו של נפח 25 מ""ל.",כללי
7,SH-23-03-65214,"עוד החזיק הנאשם שקית שקופה של סם מסוג MDMA במשקל נטו של 3.8321 וכן שקית המכילה סם מסוג COCAINE במשקל נטו של 3.8328 גרם, הנאשם החזיק גם שקיות חלוקה שקופות וקופסה עם שקיות חלוקה שקופו.",כללי
8,SH-23-03-65214,"באותן נסיבות, החזיק הנאשם סם מסוג GBL בנפח של 37.5 מ""ל לצריכתו העצמית.",כללי
9,SH-23-03-65214,ההסכמה בין הצדדים לא כללה הסכמות עונשיות.,כללי
10,SH-23-03-65214,הוסכם כי הנאשם יופנה לעריכת תסקיר שירות מבחן.,כללי
11,SH-23-03-65214,"תסקיר שירות מבחן מיום 3.9.24- הנאשם, בן 45, רווק, עובד כ-13 שנים כשכיר בחברת תעופה.",תסקיר שירות המבחן:
12,SH-23-03-65214,"הנאשם תיאר בפני שירות המבחן אודות חשיבות העבודה בחייו, שכן עבורו מהווה העבודה נדבך חשוב ומרכזי בחייו ואף הציג מכתב המלצה.",תסקיר שירות המבחן:
13,SH-23-03-65214,"הנאשם קיבל אחריות מאלה בפני שירות המבחן ותיאר כי ברקע לביצוע העבירות, רצה להשתלב מבחינה חברתית ולנוכח אירועי שבוע הגאווה החליט לקיים מסיבה בביתו ולשם כך רכש את הסמים.",תסקיר שירות המבחן:
14,SH-23-03-65214,"הנאשם תיאר כי לאחר האירוע ונוכח הבנה עמוקה של הפסול במעשיו, ניתק קשרים עם החברה השולית.",תסקיר שירות המבחן:
15,SH-23-03-65214,"הנאשם שלל נזקקות טיפולית בתחום ההתמכרויות ומסר שאינו צורך סמים אלא מדובר באירוע חריג ויחיד מסוגו בחייו, כך גם התרשם שירות המבחן.",תסקיר שירות המבחן:
16,SH-23-03-65214,שירות המבחן הפנה את הנאשם לטיפול פרטני בקליניקה הגאה והנאשם הביע נכונות לכך וכיום נמצא ברשימת המתנה להשתלב בטיפול זה.,תסקיר שירות המבחן:
17,SH-23-03-65214,"שירות המבחן התרשם מאדם בעל כוחות ויכולות שמתנהל באופן שקול ונורמטיבי, לצד קשיים בחייו האישיים.",תסקיר שירות המבחן:
18,SH-23-03-65214,"עוד התרשם כי ההליך המשפטי היווה עבורו גורם מרתיע, מטלטל ומשמעותי וכי חלה הפחתה ברמת הסיכון להישנות ביצוע עבירות דומות אשר תשמר ותתבסס בכפוף להשתלבותו בהליך טיפולי.",תסקיר שירות המבחן:
19,SH-23-03-65214,"נוכח האמור לעיל, ובהינתן המסמכים שהוצגו לשירות המבחן אודות הנזק לעבודתו בהינתן הרשעה, המליץ שירות המבחן לבטל את הרשעת הנאשם ולהטיל על הנאשם 100 שעות של""צ ב""מרכז דרור"" והטלת צו מבחן למשך שנה.",תסקיר שירות המבחן:
20,SH-23-03-65214,"ב""כ המאשימה, בתחילת טיעוניה, הפנתה לסוגי הסמים המגוונים, לכמויות המשמעותיות וציינה כי העובדה לפיה הסמים הוחזקו עבור חבריו אין בה כדי להוריד מהנזק ומחומרת מעשיו.",טיעוני הצדדים
21,SH-23-03-65214,הפנתה לערכים המוגנים שנפגעו במידה גבוהה ולצורך שיש במיגור תופעת הסמים.,טיעוני הצדדים
22,SH-23-03-65214,המאשימה עתרה למתחם ענישה שמתחיל מ-9 חודשי מאסר בפועל שניתן לרצות בעבודות שירות ועד 20 חודשי מאסר בפועל.,טיעוני הצדדים
23,SH-23-03-65214,"בנסיבות שאינן קשורות לביצוע העבירה, הפנתה לתסקיר שירות המבחן, ממנו עולה לדידה נזקקות טיפולית שטרם טופלה שכן הנאשם טרם השתלב בטיפול.",טיעוני הצדדים
24,SH-23-03-65214,"עוד התייחסה להעדר עבר פלילי, חלוף הזמן ולקיחת האחריות ביקשה למקם את הנאשם בתחתית מתחם הענישה אליו עתרה ולהטיל על הנאשם 9 חודשי מאסר בדרך של עבודות שירות (ככל וימצא מתאים) לצד ענישה נלווית.",טיעוני הצדדים
25,SH-23-03-65214,"ב""כ המאשימה ביקשה לדחות את בקשת ההגנה לבטל את הרשעת הנאשם שכן בהסתמך על כללי רשות שדות התעופה (כניסה לשטחים מוגבלים), תשמ""ג- 1983 (להלן: ""כללי רשות שדות התעופה"") מדובר בפגיעה לתקופה מוגבלת שבסיומה ניתן יהיה לבחון את המשך העסקתו.",טיעוני הצדדים
26,SH-23-03-65214,"ב""כ הנאשם, בתחילת טיעוניו הפנה להודית הנאשם ולשיתוף הפעולה עם גופי החקירה, לתסקיר שירות המבחן ולהמלצתו.",טיעוני הצדדים
27,SH-23-03-65214,ביקש לקבוע כי הפגיעה בערכים המוגנים הינה ברף הנמוך שכן הסמים נועדו עבור הנאשם וחבריו ולא עבור מעגל רחב.,טיעוני הצדדים
28,SH-23-03-65214,עוד הפנה לכך שמדובר באירוע יחיד בחייו של הנאשם על רקע רצונו של הנאשם להשתלב בחברה.,טיעוני הצדדים
