text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION
"ב""כ המאשימה: עו""ד תמרה ולדמן מימון ועו""ד רועי מלכא",0.00017846587,3.1553744e-05,2.1987331e-05,0.9999876,0.0003596144,0.00084857753,0.00083765486,0.306141,0.014019359,0.00011415514,0.00040079845
"ב""כ הנאשם: עו""ד אייל בסרגליק",0.000227416,3.1757303e-05,2.2371874e-05,0.9999875,0.00038840328,0.00086769986,0.000833967,0.047443748,0.015372947,0.0001564441,0.000530111
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7 (א), 7(ג)",0.00011891728,2.8738617e-05,2.2704724e-05,0.9999876,0.00039822675,0.0008874477,0.0004960066,0.035571646,0.038448986,0.00012302403,0.0014121052
"כללי רשות שדות התעופה (כניסה לשטחים מוגבלים), תשמ""ג-1983: סע'  11",0.00011384034,2.9378032e-05,2.6107376e-05,0.99998784,0.00045055905,0.0011583021,0.0003475609,0.8658826,0.02002681,0.00013211933,0.00030878582
גזר דין (ביטול הרשעה),0.0059619397,3.052097e-05,1.748781e-05,0.9999869,0.00028624074,0.0007041244,0.00039992694,0.002482239,0.035042495,0.0001262507,8.200702e-05
"הנאשם, יליד 1979, הורשע על בסיס הודאתו ובמסגרת הסכמה דיונית, בעבירות של החזקת סמים שלא לצריכה עצמית, לפי סעיף 7 (א)+7(ג) רישא לפקודת הסמים המסוכנים [נוסח משולב], התשל""ג – 1973 (להלן: ""פקודת הסמים המסוכנים"") ועבירה של החזקת סמים לצריכה עצמית, לפי סעיף 7 (א)+7(ג) סיפא לפקודת הסמים המסוכנים.",0.00016426032,0.9999963,0.7169943,8.96054e-06,0.0021666186,0.003974593,0.002105033,0.007993052,0.032156486,0.00018004446,0.99982846
"בהתאם לעובדות כתב האישום המתוקן, ביום 14.06.2022 בשעה 12:10 לערך, בכתובת י.ל פרץ 38 בתל אביב, על רקע אירועי שבוע הגאווה, החזיק הנאשם שלא לצריכתו העצמית אלא לחבריו, סם מסוג KETAMINE כמפורט להלן: שקית שקופה במשקל נטו של 0.8914 גרם; שקית אטומה לבנה ובה 8 שקיות קטנות במשקל נטו של 0.1656 +/- 7.7488 גרם; בקבוקון שקוף במשקל נטו של נפח 25 מ""ל.",0.00018333913,2.9878183e-05,0.9999578,8.927103e-06,0.9996705,0.999848,0.99799675,0.11939323,0.011920637,0.00034961753,0.39218086
"עוד החזיק הנאשם שקית שקופה של סם מסוג MDMA במשקל נטו של 3.8321 וכן שקית המכילה סם מסוג COCAINE במשקל נטו של 3.8328 גרם, הנאשם החזיק גם שקיות חלוקה שקופות וקופסה עם שקיות חלוקה שקופו.",0.00012161494,2.9029738e-05,0.9999596,8.982392e-06,0.9996996,0.9998609,0.9997776,0.4129215,0.0072937226,0.00023279135,0.0012229797
"באותן נסיבות, החזיק הנאשם סם מסוג GBL בנפח של 37.5 מ""ל לצריכתו העצמית.",0.000100592304,2.9936024e-05,0.99995816,8.948977e-06,0.9996507,0.99986434,0.9997757,0.0057674055,0.004745876,0.00012729356,0.00027240562
ההסכמה בין הצדדים לא כללה הסכמות עונשיות.,0.00015837429,3.2823744e-05,2.459789e-05,0.9999869,0.0004966003,0.0012631111,0.0012299513,0.013683466,0.013592298,0.00016309354,0.00029759874
