feature_key,text,extraction
CONFESSION,"באותו המועד הורשע הנאשם על סמך הודאתו באחזקת נשק, עבירה לפי סעיף 144(א) רישא, בחוק העונשין, תשל""ז-1977 (להלן: ""החוק"" או ""חוק העונשין"").",True
CONFESSION,"באותו המועד הורשע הנאשם על סמך הודאתו באחזקת נשק, עבירה לפי סעיף 144(א) רישא, בחוק העונשין, תשל""ז-1977 (להלן: ""החוק"" או ""חוק העונשין"").",True
STATUS_WEP,"המסכת העובדתית שביסוד הרשעת הנאשם, כפי שפורטה בכתב האישום המתוקן הינה כלהלן: ביום 12.10.13, בשעה 22:30 או בסמוך לכך, נסע הנאשם ברכב אשר היה בשימושו באותה העת, מסוג מזדה 3, מס' רישיון 71-098-16, בכביש מספר 1, בסמוך למחלף הראל.",[]
TYPE_WEP,"באותה העת החזיק הנאשם מתחת לשטיח שמתחת למושב אקדח חצי אוטומטי מסוג סטאר, וזאת כאשר הנאשם לא היה בעל רישיון להחזיק את הנשק.","['סטאר', 'אקדח']"
HELD_WAY,"באותה העת החזיק הנאשם מתחת לשטיח שמתחת למושב אקדח חצי אוטומטי מסוג סטאר, וזאת כאשר הנאשם לא היה בעל רישיון להחזיק את הנשק.",[]
STATUS_WEP,"באותה העת החזיק הנאשם מתחת לשטיח שמתחת למושב אקדח חצי אוטומטי מסוג סטאר, וזאת כאשר הנאשם לא היה בעל רישיון להחזיק את הנשק.",[]
OBTAIN_WAY,"באותה העת החזיק הנאשם מתחת לשטיח שמתחת למושב אקדח חצי אוטומטי מסוג סטאר, וזאת כאשר הנאשם לא היה בעל רישיון להחזיק את הנשק.",[]
CONFESSION,"על פי שירות המבחן, עת התייחס הנאשם לעבירה הנוכחית, הוא לקח אחריות על מעשיו והסביר כי נשא ברכבו אקדח, לא טעון וללא רישיון, נוכח תחושת איום ממשית לחייו ולחיי משפחתו, על רקע סכסוך עם אחרים שחשדו כי היה מעורב ברצח של מקורב אליהם.",True
TYPE_WEP,"על פי שירות המבחן, עת התייחס הנאשם לעבירה הנוכחית, הוא לקח אחריות על מעשיו והסביר כי נשא ברכבו אקדח, לא טעון וללא רישיון, נוכח תחושת איום ממשית לחייו ולחיי משפחתו, על רקע סכסוך עם אחרים שחשדו כי היה מעורב ברצח של מקורב אליהם.","['סטאר', 'אקדח']"
STATUS_WEP,"על פי שירות המבחן, עת התייחס הנאשם לעבירה הנוכחית, הוא לקח אחריות על מעשיו והסביר כי נשא ברכבו אקדח, לא טעון וללא רישיון, נוכח תחושת איום ממשית לחייו ולחיי משפחתו, על רקע סכסוך עם אחרים שחשדו כי היה מעורב ברצח של מקורב אליהם.",['נשק עם מחסנית בהכנס']
OBTAIN_WAY,"על פי שירות המבחן, עת התייחס הנאשם לעבירה הנוכחית, הוא לקח אחריות על מעשיו והסביר כי נשא ברכבו אקדח, לא טעון וללא רישיון, נוכח תחושת איום ממשית לחייו ולחיי משפחתו, על רקע סכסוך עם אחרים שחשדו כי היה מעורב ברצח של מקורב אליהם.",[]
CONFESSION,בפני שירות המבחן הביע הנאשם חרטה ואת ההבנה שמעשיו היו פסולים וכי היה עליו לפנות למשטרה לצורך הגנה.,True
CONFESSION,התרשם שירות המבחן מאדם אשר מנהל אורח חיים שולי ומתקשה לקחת אחריות על הדרך הבעייתית בה ניהל את חייו.,True
TYPE_WEP,"עוד טענה, כי החזקה של אקדח שלא כדין, מתקשרת לביצוע מעשי אלימות ולא נעשית למטרות שלום.","['סטאר', 'אקדח']"
TYPE_WEP,"עם זאת, בתוך המתחם, לטעם ב""כ המאשימה, מצוי הנאשם ברף התחתון, משום שהאקדח לא היה טעון כאשר נמצא, לנאשם אין עבר רלוונטי, וחלף זמן מאז בוצעה העבירה.","['סטאר', 'אקדח']"
HELD_WAY,"עם זאת, בתוך המתחם, לטעם ב""כ המאשימה, מצוי הנאשם ברף התחתון, משום שהאקדח לא היה טעון כאשר נמצא, לנאשם אין עבר רלוונטי, וחלף זמן מאז בוצעה העבירה.",[]
USE,"עם זאת, בתוך המתחם, לטעם ב""כ המאשימה, מצוי הנאשם ברף התחתון, משום שהאקדח לא היה טעון כאשר נמצא, לנאשם אין עבר רלוונטי, וחלף זמן מאז בוצעה העבירה.",False
STATUS_WEP,"עם זאת, בתוך המתחם, לטעם ב""כ המאשימה, מצוי הנאשם ברף התחתון, משום שהאקדח לא היה טעון כאשר נמצא, לנאשם אין עבר רלוונטי, וחלף זמן מאז בוצעה העבירה.",['נשק עם מחסנית בהכנס']
USE,"הפרקליטה הטילה ספק בנימוק הנאשם, מדוע החזיק באקדח, משום שלדידה מדובר בגרסה כבושה.",False
CONFESSION,הנאשם הביע חרטה על מעשיו ולקח עליהם אחריות.,True
TYPE_WEP,"כן יש להביא בחשבון שעל אף שהנאשם נעצר כאשר ברשותו האקדח, זה לא היה טעון, כך שהנזק שהוא יכול היה לגרום באמצעותו במועד בו נתפס הנו כמעט ותיאורטי (בכתב האישום אין כל אזכור כי לנאשם היתה תחמושת לכלי הנשק).","['סטאר', 'אקדח']"
STATUS_WEP,"כן יש להביא בחשבון שעל אף שהנאשם נעצר כאשר ברשותו האקדח, זה לא היה טעון, כך שהנזק שהוא יכול היה לגרום באמצעותו במועד בו נתפס הנו כמעט ותיאורטי (בכתב האישום אין כל אזכור כי לנאשם היתה תחמושת לכלי הנשק).",['נשק עם מחסנית בהכנס']
CONFESSION,"שמעתי את הנאשם, את חרטתו על מעשיו, ואת בקשתו הכֵֵּּנה מבית המשפט שלא לשוב לכלא, נוכח חששו שיתדרדר חזרה לדפוסי חייו הקודמים.",True
OFFENCE_NUMBER,"חוק העונשין, תשל""ז-1977: סע'  40ג(א), 40ט, 51ב(ב1)(1), 144, 144(א), 144(ב), 144(ג), 40יא, 40יב, א'1 בפרק ו'","['144 ב', '144 א']"
OFFENCE_NUMBER,"באותו המועד הורשע הנאשם על סמך הודאתו באחזקת נשק, עבירה לפי סעיף 144(א) רישא, בחוק העונשין, תשל""ז-1977 (להלן: ""החוק"" או ""חוק העונשין"").",['144 א']
OFFENCE_TYPE,"באותו המועד הורשע הנאשם על סמך הודאתו באחזקת נשק, עבירה לפי סעיף 144(א) רישא, בחוק העונשין, תשל""ז-1977 (להלן: ""החוק"" או ""חוק העונשין"").",['החזקה נשק']
OFFENCE_NUMBER,והתנאי הוא שבמשך 3 שנים מיום מתן גזר הדין לא יעבור עבירה לפי סעיף 144 בחוק העונשין.,['144 ב']
