,case,text,reject,reject-predicted,PUNISHMENT-predicted,GENERAL_CIRCUM-predicted,CIRCUM_OFFENSE-predicted,CONFESSION-predicted,RESPO-predicted,REGRET-predicted,CIR_USE-predicted,CIR_TYPE_WEP-predicted,CIR_STATUS_WEP-predicted,CIR_PURPOSE-predicted,CIR_PLANNING-predicted,CIR_OBTAIN_WAY_WEP-predicted,CIR_MONEY_PAID_WEP-predicted,CIR_BUYER_ID_WEP-predicted,CIR_AMMU_AMOUNT_WEP-predicted,_HELD_WAY_WEP-predicted
0,,בוחבוט יוסי ת.ז. 036700045,,0.9990039549218365,,,,,,,,,,,,,,,,
1,,בוחבוט יוסי ת.ז. 036700045,,0.9990039549218365,,,,,,,,,,,,,,,,
2,,"חוק העונשין, תשל""ז-1977: סע'  144, 144(ב)",,0.9996952618906709,,,,,,,,,,,,,,,,
3,,* עונשין – עבירות – החזקת נשק שלא כדין,,0.9994576191452176,,,,,,,,,,,,,,,,
4,,* ראיות – כלל הראיה הטובה ביותר – תחולתו,,0.9994288403827882,,,,,,,,,,,,,,,,
5,,"המדינה ייחסה לנאשם זריקת רימון הלם על גג מבנה, במהלך מרדף אחריו.",,0.0001145887514902787,0.009565517988193105,0.11181238142541688,0.9905503307124082,0.2745199429588727,,,0.6980617329593668,0.9815993981919597,0.2448361253656411,0.9224355682686736,0.025314434651031226,0.5396744705953819,0.030876648000871646,0.22637775008195396,0.9234264457324319,0.9704291395143513
6,,כנגד הנאשם הוגש כתב אישום המייחס לו עבירה של נשיאת נשק בהתאם לסעיף 144 לחוק העונשין.,,0.9852677473873271,,,,,,,,,,,,,,,,
7,,"בסיכומיו טען, שהרימון אשר נתפס הושמד ולכן, נמנע ממנו להוכיח כי אין מדובר ברימון הלם, אלא ברימון תרגול שנעדר רכיבים שהופכים אותו לנשק.",,0.0009307582733895682,0.011702354254542052,0.5248481663326148,0.725263349639222,0.40992136233583787,,,0.6345547192907413,0.8985950068572635,0.9242650634047701,0.9470185999769735,0.6509676137027537,0.9134558814159274,0.30291597983874935,0.036573744584034444,0.568565388475404,0.5629574700962973
8,,"ביהמ""ש המחוזי הרשיע את הנאשם במיוחס לו מהטעמים הבאים:",,0.9992073345128731,,,,,,,,,,,,,,,,
9,,"המאשימה הוכיחה מעל לכל ספק סביר כי הנאשם, במהלך מנוסתו מן השוטרים, זרק את כובע הגרב ובתוכו רימון הלם, אשר אחז בידו, אל עבר גג המבנה.",,0.0002867627415936715,0.016356483926667786,0.2379290920512639,0.9692287025195319,0.5192433416498224,0.7934029476939755,0.08240164805126315,0.46129931457473095,0.9650679304737287,0.5697795755652646,0.8970258741231739,0.2316284308261329,0.802715226034944,0.07448529851758212,0.1932115854414729,0.8883146477736369,0.9409117659709683
