text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"מדינת ישראל
פרקליטות מחוז מרכז
באמצעות ב""כ  עוה""ד  מיכל בריק רמר",,,,,,,,,,,,,,,,,
"חביב סילמי
באמצעות ב""כ עוה""ד שוקרי אבו טביק",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  144 (א)",,,,,,,,,,,,,,,,,
"כתב-האישום מייחס לנאשם עבירות של החזקת נשק לפי סעיף 144 (א) רישא לחוק העונשין התשל""ז – 1977 והחזקת אבזר לנשק לפי סעיף 144 (א) לחוק הנ""ל.",,,,,,,,,,,,,,,,,
"בתאריך 5.2.18 בשעה 14:30 החזיק הנאשם בבית בתוך פח אשפה שבחדר השינה שלושה אקדחים, כדלקמן:",,,,,['בבית'],,,,['אקדח'],,,,,,,,
"אקדח חצי אוטומטי מסוג RUGER ובתוכו מחסנית טעונה ב – 14 כדורי 9 מ""מ, אשר נגנב בתאריך 23.1.05.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,[],['אקדח'],,,,,,,,
"אקדח חצי אוטומטי מסוג FN ובתוכו מחסנית ריקה, אשר נגנב בתאריך 12.8.04.",,,,[],,,,,['אקדח'],,,,,,,,
אקדח חצי אוטומטי מסוג טנפוגליו ובתוכו מחסנית ריקה מתחמושת.,,,,[],,,,,"['אקדח סוג הנשק המוזכר הוא ""אקדח חצי אוטומטי מסוג טנפוגליו"" שזהו אקדח']",,,,,,,,
"נוכח עקרון ההלימה, פסיקה הנוהגת בתחום והתכלית העומדת אחר העבירה שהיא מניעת הפגיעה הפוטנציאלית לציבור הקיימת מהחזקתו של אמצעי לחימה בלתי חוקי, המתחם להחזקת אקדח בודד, בנוב, יחד עם מחסנית ובה כדורים נע בין 8 ל –18 חודשי מאסר בפועל.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,['אקדח'],,,,,,,,
"באותו מקרה דובר על צעיר, נעדר עבר פלילי, אשר ביחס אליו התקבל תסקיר חיובי, המעיד על שיקום, אשר החזיק אקדח טעון במחסנית בביתו והורה לאשתו להשליך את האקדח.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,['אקדח'],,,,,,,,
קבעתי מתחם שבין 6 חודשי מאסר לשנת מאסר וגזרתי עליו 6 חודשי מאסר בעבודות שירות.,,,,,,,,,,,,,,,['הנאשם קיבל 6 חודשי מאסר בעבודות שירות'],[],[]
"בית-המשפט המחוזי החמיר את הענישה מ – 6 חודשי מאסר בדרך של ע""ש ל – 8 חודשי מאסר בפועל בניכוי תקופת מאסרו.",,,,,,,,,,,,,,,[],[],[]
החומרה הרבה שיש לעבירות של החזקת נשק שלא כדין נוכח הפוטנציאל הרב החבוי בעבריינות זו לשלומו של הציבור.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"אקדחים המוחזקים שלא כדין עלולים להגיע לידי עבריינים, אשר יעשו בהם שימוש לפתרון סכסוכים.",,,,,,,,,['אקדח'],,,,,,,,
"במקרנו, החזיק הנאשם שלושה אקדחים, אחד מהם טעון במחסנית ובה כדורים.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",['על גופו'],,,,['אקדח'],,,,,,,,
הנאשם הסתיר את האקדחים והמחסניות בתוך פח אשפה בחדר השינה שבביתו.,,,,,"['בבית', 'מוסלק - מוסתר']",,,,['אקדח'],,,,,,,,
"שנים מתוך שלושת האקדחים, הינם גנובים.",,,,,,,,,['אקדח'],,,,,,,,
"למרבה הצער, הפכה התופעה שבמסגרתה מחזיקים אנשים אמצעי לחימה, בעיקר במחוז זה,  להיות נפוצה עד מאוד וביושבי כשופט מוקד אני נתקל תדיר בכתבי-אישום בעבירות שכאלה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בנוסף,  בהחלט ניתן לאתר תופעה חדשה, מטרידה, של החזקת נשקים דווקא בידי נעדרי עבר פלילי.",,,,,,,,,,,,,,,,,
"על כן, הענישה חייבת להיות מחמירה, משמעותית שתרתיע את הרבים.",,,,,,,,,,,,,,,,,
