text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"ע""י ב""כ עוה""ד נביל זינתי בשם עו""ד נאשף דרויש",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  40ד(א), 144(א)",,,,,,,,,,,,,,,,,
"פקודת סדר הדין הפלילי (מעצר וחיפוש) [נוסח חדש], תשכ""ט-1969: סע'  47",,,,,,,,,,,,,,,,,
חוק-יסוד: כבוד האדם וחירותו,,,,,,,,,,,,,,,,,
"תקנות סדר הדין הפלילי, תשל""ד-1974",,,,,,,,,,,,,,,,,
"הנאשם הורשע בתאריך 20.8.23, לאחר ניהול משפט, בעבירה של החזקת נשק ותחמושת לפי סעיף 144(א) רישא וסיפא לחוק העונשין התשל""ז 1977.",,,,,,,,,,,,,,['לא'],,,
"על פי עובדות כתב האישום בהן הנאשם הורשע, החל ממועד לא ידוע ועד תאריך 23.6.20, הנאשם החזיק במכולה שעמדה במרחק קצר מביתו ברובה אוויר דמוי רובה סער 16M שהוסב לירי תחמושת בקליבר 45*5.56 מ""מ ומכיל חלקים של כלי נשק תקניים, והוא יורה ומסוגל להמית.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,['מאחר'],['רובה סער מאולתר'],"['ירי', 'ניסיון לירי']",,,,,,,
הנשק הוחזק כשהוא עטוף בניילון.,,,,,,,,,,,,,,,,,
בנוסף החזיק הנאשם בסמוך לנשק 2 קופסאות תחמושת.,,,,,,,,,"['תת מקלע (תמ""ק)']",,,,,,,,
בקופסא אחת החזיק הנאשם 12 מחסניות המכילות 30 כדורים כל אחת בקליבר תואם ובקופסא השנייה החזיק שקית שבה כ-100 כדורים בקליבר תואם.,,,,,,,,[],"['תת מקלע (תמ""ק)']",,,,,,,,
הראיה המרכזית אשר קשרה את הנאשם למיוחס לו היא טביעת אצבע אשר הוטבעה על כת הרובה וכן ראיות נסיבתיות נוספות ובהן תיעוד מסוגים שונים ממכשיר הטלפון של הנאשם.,,,,,,,,,['רובה סער (Rifle Assault)'],,,,,,,,
גרסת הנאשם נדחתה כמתפתחת ובלתי מהימנה.,,,,,,,,,,,,,,,,,
"נקבע, כי הנאשם לא הצליח להעמיד תשתית ראייתית לתרחיש חלופי סביר.",,,,,,,,,,,,,,,,,
"כמו כן, נדחה גרסתו כי מדובר לכל היותר ב'החזקה רגעית'.",,,,,,,,,,,,,,,,,
