text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION
"הנאשם הודה והורשע בכתב אישום מתוקן בעבירה של גידול סם מסוכן בצוותא לפי סעיף 6 לפקודת הסמים המסוכנים [נוסח חדש] התשל""ג-1973בצירוף סעיף 29 לחוק העונשין התשל""ז-1977.",,,,,,,,,,,['כן']
"על פי עובדות כתב האישום המתוקן, גמלה בליבם של הנאשם ואדם אחר החלטה להקים מעבדה לגידול סמים.",,,,,,,,,,,
"לשם קידום והוצאת הדבר אל הפועל, השניים שכרו דירה שאותה ייעדו לצורך גידול הסמים.",,,,,,,,,,,
"עובר למועד התפיסה ביום 23.6.15, הנאשם והאדם האחר הכניסו לדירה שבע מנורות גדולות עם בית מנורה ושנאי קטן, שלוש מנורות קטנות, שמונה שנאים גדולים, חמישה מפוחים בגדלים שונים, שלושה פילטרים, צינורות אוויר, משאבה, שני שעוני שבת, שני מחשבי טמפרטורה, עציצים, אדמה, כפפות, עשרה בקבוקי חומר דישון ו-110 שתילים, וכן החזיקו בדירה שקים ובהם אדמה ושתילים יבשים.",,,,,"['הסוג הוא [קנביס], [MDMA]']",,,['לא'],,,
"באמצעות הציוד האמור גידלו הנאשם והאחר בדירה סם מסוכן מסוג קנבוס במשקל כולל של 3,161.86 גרם נטו.",,,,,['קנביס (קנבוס)'],"['[3.16 - ק""ג]']","['לא בעל המעבדה, בעל הסמים']",,,,
"ביום התפיסה החזיק הנאשם ברשותו גם משקל ובקבוק חומר דישון, וכן החזיק ברכב שק חול.",,,,,,,['לא בעל המעבדה'],,,,
"היא התייחסה לכמות הסם שנתפסה, 110 שתילים שמשקלם כשלושה ק""ג, אם כי ציינה כי משקל הסם תלוי במועד פשיטת המשטרה ותפיסת הסם.",,,,,,,,,,,
"עוד ציינה ב""כ הנאשם כי הנאשם הודה במיוחס לו, נטל אחריות מלאה והביע חרטה, כי מדובר בתיק יחיד של הנאשם וכי ההליך הפלילי ומעצרו שימשו עבורו גורם מרתיע ומציב גבולות, אשר זיעזעו את שגרת חייו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,['כן'],['כן'],['כן']
"לאחר מעצרו הנאשם הידק את קשריו עם משפחתו הגרעינית וזכה לתמיכה מהם, הוא נפגש באופן קבוע עם עובדת סוציאלית והשתלב בקבוצה טיפולית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,
כל זאת באופן סדיר ולאורך זמן.,,,,,,,,,,,
"העובדה שהנאשם פעל ממניעים כלכליים ולאחר שנקלע לחובות, מדגישה את הצורך להחמיר בענישה על מנת ליצור הרתעה ממשית מול הסיכוי להתעשרות קלה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,
לנאשם שבפני אין הרשעות קודמות או מעורבות פלילית נוספת מלבד תיק זה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,
"הוא הודה, נטל אחריות וחסך זמן שיפוטי.",,,,,,,,,['לא'],['כן'],
"ב""כ הנאשם טענה כי הנאשם עבר תהליך של שיקום, שיקם את קשריו עם משפחתו לאחר תקופה של נתק, נפגש עם עובדת סוציאלית ומשתתף בקבוצה טיפולית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,
"היא התייחסה גם לרקע לביצוע העבירות, הנובע מקשיים כלכליים וחובות בשוק האפור אליהם נקלע הנאשם לאחר שעסק שהקים כשל.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,
"כמו כן לא הובאו ראיות כלשהן לעניין תהליך השיקום שעבר הנאשם, מלבד עדות אחותו של הנאשם בנוגע למצב המשפחה וקשריו עם המשפחה.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,
