text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION
"ב""כ המאשימה עו""ד פאדי אסעד",1.0237257e-05,5.737061e-06,9.6715585e-06,3.1040345e-05,5.705132e-06,4.0373575e-06,5.4288007e-06,2.7103322e-05,2.2684508e-05,1.7010014e-05,0.00026902478,6.3257365e-05,0.00027594736,2.2422382e-06
"הנאשם בעצמו וב""כ עו""ד נעמה שגיא",1.1027201e-05,5.6102485e-06,9.571453e-06,3.2515e-05,5.863966e-06,3.0913307e-06,5.277847e-06,2.2426113e-05,2.0995187e-05,1.5864049e-05,0.0002628769,4.868036e-05,0.00038227206,2.3543134e-06
"חוק העונשין, תשל""ז-1977: סע'  144(א)",1.7412689e-05,5.2192195e-06,9.4410525e-06,5.1694882e-05,6.0992334e-06,5.554589e-06,6.646367e-06,6.1120714e-05,2.0014479e-05,1.9803241e-05,0.00020531146,5.5455654e-05,0.00033923806,2.7058047e-06
"* ביהמ""ש גזר את דינו של נאשם שהורשע בעבירה של החזקת נשק, אביזר ותחמושת.",2.0922473e-05,5.235057e-06,0.99999607,0.9997023,6.359629e-06,3.9623472e-05,0.97585493,0.8827498,0.0051950356,2.3004928e-05,0.00021308006,6.7691195e-05,0.0001415186,0.0005668919
"הוטלו על הנאשם שישה חודשי מאסר בפועל שירוצו בעבודות שירות, שישה חודשי מאסר על תנאי וקנס בסך 5,000 ₪.",0.99999297,5.095984e-06,9.479314e-06,5.792344e-05,4.8672764e-06,6.679785e-06,1.0225986e-05,1.793476e-05,1.827046e-05,1.657041e-05,0.0012735934,6.8884096e-05,0.0002101959,3.880886e-06
* עונשין – ענישה – מדיניות ענישה: עבירות נשק,1.0519948e-05,5.3672834e-06,9.300563e-06,5.45999e-05,4.524492e-06,8.949728e-06,3.6730427e-05,0.0006515172,2.5359477e-05,1.9780064e-05,0.0002037834,6.929951e-05,0.00023963087,2.9570213e-06
* עונשין – ענישה – מדיניות ענישה: שיקום,1.1252029e-05,5.4411257e-06,9.414467e-06,4.8135866e-05,4.5434526e-06,7.0846804e-06,1.3187058e-05,6.108425e-05,2.1346397e-05,1.8192653e-05,0.0002761387,8.1081766e-05,0.00037732776,2.8031302e-06
* עונשין – ענישה – הימנעות מהרשעה,1.209221e-05,5.565145e-06,9.503092e-06,4.770298e-05,4.9766495e-06,5.1646707e-06,7.2608673e-06,3.2640794e-05,2.055033e-05,1.6960237e-05,0.00022028897,5.5784287e-05,0.0005492519,2.6281748e-06
"הנאשם הורשע, על יסוד הודאתו בעובדות כתב האישום במסגרת הסדר טיעון, בביצוע עבירה של החזקת נשק, אביזר ותחמושת, לפי סעיף 144(א) רישא וסיפא לחוק העונשין.",1.2485956e-05,5.1186275e-06,0.99999607,0.99965465,5.767133e-06,1.6749176e-05,0.029389651,0.68076515,4.6307e-05,3.442499e-05,0.00019834074,8.3311446e-05,0.00030702862,0.999998
"בית המשפט גזר את דינו של הנאשם, בקובעו כדלקמן:",9.833921e-06,5.2887704e-06,9.648298e-06,3.501911e-05,4.5905163e-06,6.1624596e-06,5.8424307e-06,1.759336e-05,2.0372372e-05,1.6483222e-05,0.0002455204,4.4896125e-05,0.00016409437,2.4357373e-06
"עבירה של החזקת נשק בכלל, והחזקה של תת מקלע מאולתר עם מחסנית תואמת וכדור בפרט, היא מסוג העבירות בהן במצב הדברים הרגיל אין מקום לשקול ביטול הרשעה של בגיר.",7.863228e-06,5.180249e-06,0.99999607,0.9999951,0.003092825,0.08386032,0.9998416,0.9169201,0.99999654,0.38585857,0.00021818899,0.00013140844,0.00027728072,0.80711156
"חומרתה המופלגת של העבירה, בנסיבותיה, אינה מאפשרת לבטל את הרשעת הנאשם, מה גם שהנאשם לא השכיל להציג כל פגיעה קונקרטית של ההרשעה הפלילית המתבקשת בו ובעתידו.",8.671986e-06,0.99997795,9.3681e-06,4.1767067e-05,4.2671377e-06,2.1795886e-05,8.123106e-06,2.2143864e-05,1.740608e-05,1.7316774e-05,0.0019993826,0.978995,0.9959037,0.9999964
"בהתחשב בנסיבות ביצוע העבירה (הסלקת תת מקלע מאולתר עם מחסנית תואמת וכדור, בשטח פתוח), בעקרון המנחה שלפיו על העונש להתאים למעשה, בענישה הנוהגת בתחום ובגילו הצעיר של הנאשם, יש לקבל את עתירת המאשימה למתחם עונש הולם שנע בין 7 ל-14 חודשי מאסר בפועל, כעונש עיקרי.",0.57124573,0.99997866,0.99999607,0.9999927,0.92127514,0.22025357,0.99968255,0.039305016,0.99999607,0.9998222,0.00042457914,0.0005228965,0.0022246141,3.8656094e-06
"בעניינו של הנאשם, יש לסטות ממתחם העונש ההולם לצרכי שיקום.",6.543919e-06,5.306979e-06,9.681756e-06,3.649684e-05,4.5615834e-06,1.0263739e-05,7.4658174e-06,1.534481e-05,1.8713801e-05,1.3421229e-05,0.00020740042,6.089568e-05,0.00026288495,3.8124313e-06
"הנאשם הוא אדם צעיר, נטול הרשעות קודמות, העובד לפרנסתו ומכלכל את בני משפחתו.",8.9418445e-06,0.9999788,9.504324e-06,4.1208154e-05,4.671949e-06,2.3456501e-05,1.5738464e-05,0.00016090595,1.974431e-05,1.9124083e-05,0.0019000536,0.00010862229,0.8263908,4.691952e-06
הנאשם נרתם לטיפול ונתרם ממנו.,7.5571797e-06,0.99997866,9.706867e-06,4.2938227e-05,4.5240736e-06,1.3625276e-05,2.1756656e-05,5.700954e-05,1.9275303e-05,2.477209e-05,0.0053988877,9.7466465e-05,0.60205215,2.5784525e-06
"כעולה מהתסקיר הנאשם הוא בר שיקום, וברור כי כליאתו מאחורי סורג ובריח תגרום לו ולחברה נזק בל ישוער ותקטע כמובן את מסלול שיקומו.",9.01808e-06,0.99997866,9.364233e-06,3.750481e-05,4.571063e-06,1.9521864e-05,1.08723225e-05,2.2849472e-05,1.766896e-05,1.5794578e-05,0.0014241304,0.00078548514,0.80105656,5.2234673e-06
"בסופו של יום, ביהמ""ש גזר על הנאשם שישה חודשי מאסר בפועל שירוצו בעבודות שירות, שישה חודשי מאסר על תנאי וקנס בסך 5,000 ₪.",0.9999926,5.136055e-06,9.536793e-06,5.0149793e-05,4.5557445e-06,6.488995e-06,8.827192e-06,1.6449803e-05,1.8237835e-05,1.7392409e-05,0.0024607775,6.3801395e-05,0.00019439639,4.4137564e-06
"הנאשם, יליד 1991, הורשע, על יסוד הודאתו בעובדות כתב האישום במסגרת הסדר טיעון, בביצוע עבירה של החזקת נשק, אביזר ותחמושת, לפי סעיף 144(א) רישא וסיפא לחוק העונשין (להלן – ""החוק"").",1.1248102e-05,5.1217817e-06,0.99999607,0.99814117,6.3934635e-06,1.6591599e-05,0.02450682,0.6782657,2.32852e-05,5.874422e-05,0.00019813604,9.5747135e-05,0.00042648037,0.999998
