,verdict,text,reject,reject-predicted,PUNISHMENT-predicted,GENERAL_CIRCUM-predicted,CIRCUM_OFFENSE-predicted,CONFESSION-predicted,CONFESSION_LVL2-predicted,CIR_TYPE_WEP-predicted,CIR_PURPOSE-predicted,CIR_PLANNING-predicted,CIR_MONEY_PAID_WEP-predicted,CIR_HELD_WAY_WEP-predicted,REGRET-predicted,RESPO-predicted,CIR_USE-predicted,CIR_STATUS_WEP-predicted,CIR_OBTAIN_WAY_WEP-predicted,CIR_BUYER_ID_WEP-predicted,CIR_AMMU_AMOUNT_WEP-predicted
0,m08000207-175,בית המשפט המחוזי בירושלים,,0.999424506648642,,,,,,,,,,,,,,,,,
1,m08000207-175,בית המשפט המחוזי בירושלים,,0.999424506648642,,,,,,,,,,,,,,,,,
2,m08000207-175,בית המשפט המחוזי בירושלים,,0.999424506648642,,,,,,,,,,,,,,,,,
3,m08000207-175,בית המשפט המחוזי בירושלים,,0.999424506648642,,,,,,,,,,,,,,,,,
4,m08000207-175,"ע""י ב""כ עו""ד יעל רוזנמן",,0.9993557266648477,,,,,,,,,,,,,,,,,
5,m08000207-175,ליאור בלטי ת.ז. 021695309,,0.9993227059284971,,,,,,,,,,,,,,,,,
6,m08000207-175,ליאור בלטי ת.ז. 021695309,,0.9993227059284971,,,,,,,,,,,,,,,,,
7,m08000207-175,"ע""י ב""כ עו""ד טליה רם",,0.9996094979478698,,,,,,,,,,,,,,,,,
8,m08000207-175,חוק-יסוד: השפיטה: סע'  6,,0.9997878528914474,,,,,,,,,,,,,,,,,
9,m08000207-175,"חוק העונשין, תשל""ז-1977: סע'  7(א), 144(ב)",,0.9996995433535351,,,,,,,,,,,,,,,,,
10,m08000207-175,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  (ג)",,0.9997596768581787,,,,,,,,,,,,,,,,,
11,m08000207-175,"* המקרה של מציאת נשק ואי מסירתו למשטרה, אינו משתבץ באופן מלא לאף אחת מהקטגוריות שנקבעו בעניין אבו מוך.",,0.9987338911171406,,,,,,,,,,,,,,,,,
12,m08000207-175,"בכל מקרה נראה, שיש להציב את המקרה במסגרת קבוצת הקטגוריות הפחות חמורה.",,0.9981435226363016,,,,,,,,,,,,,,,,,
13,m08000207-175,די בכך שהעונש שיוטל על הנאשם יהיה מאסר 6 חודשים בדרך של עבודות שירות.,,0.018353650150869337,0.9990680836969813,4.616895460439123e-08,0.0020173787445750854,1.975822587220427e-05,,,,,,,,,,,,,
14,m08000207-175,* עונשין – עבירות – החזקת נשק שלא כדין,,0.9994576192340908,,,,,,,,,,,,,,,,,
15,m08000207-175,* עונשין – ענישה – מדיניות ענישה: שיקולים,,0.9996129193893797,,,,,,,,,,,,,,,,,
16,m08000207-175,"כדי להכריע בשאלת הענישה ההולמת את מי שעבר עבירה של החזקת נשק, מן הראוי לבדוק, תחילה, מהי מטרת החזקת הנשק, וזאת בהתאם לסיווג של קטגוריות החזקת הנשק שנקבעו לפני כמחצית יובל שנים ע""י כב' השופט גבריאל בך בעניין אבו מוך, שהקלה בהן היא החזקת כלי הנשק שפג תוקף רישיונו, והכבדה היא החזקת הנשק לשם ביצוע מעשים המיועדים לפגוע בביטחון המדינה או בביטחון הציבור.",,0.9993142340375324,,,,,,,,,,,,,,,,,
