text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION
"חוק העונשין, תשל""ז-1977: סע'  40ב, 40ג, 144(א), 144(ב)",0.011917682,5.5549226e-06,1.724109e-05,0.0024068996,0.005782483,0.0023705966,0.0017963989,0.41759464,0.00014974328,0.0031657624,0.07010147,0.0039946754,0.088655956,0.0010049266
"הנאשם הודה בעובדות כתב האישום המתוקן, במסגרת הסדר טיעון שלא כלל הסכמה לעניין העונש, והורשע על-פי הודאתו בביצוע עבירה של נשיאת והובלת נשק לפי סעיף 144(ב) רישא לחוק העונשין, התשל""ז-1977 (להלן: ""חוק העונשין"").",0.003843895,5.4607917e-06,1.2568197e-05,0.0033472052,0.008819187,0.044784278,0.0020001708,0.26124614,0.00013009782,0.004285383,0.104612306,0.0034023458,0.20026389,0.9997985
"על-פי עובדות כתב האישום המתוקן, בתאריך 14.10.2020 בשעה 16:00 או בסמוך לכך, שהה הנאשם בביתם של איברהים ופירוז אגבריה, דודיו של הנאשם המתגוררים בסאלם (להלן: ""הבית""), או בסמוך אליו.",0.0069664232,5.3271397e-06,1.5751317e-05,0.0049508396,0.17577729,0.0034783117,0.0094142025,0.31762797,0.00017765888,0.0029682892,0.14423351,0.0047609736,0.14840402,0.0034433275
"במועד זה, הנאשם החזיק ונשא על גופו אקדח חצי אוטומטי FN, קליבר 9 מ""מ פאראבלום, הנושא מספר סידורי 07132878, שסוגל לירות כדור ובכוחו להמית אדם (להלן: ""הנשק""), כשהוא טעון במחסנית מתאימה המהווה אביזר לנשק ובתכונה 9 כדורים בקוטר 9 מ""מ, כל זאת בלא רשות על-פי דין.",0.0051460373,5.5087407e-06,0.999933,0.9970541,0.99824774,0.085062005,0.9979867,0.93925935,0.9997888,0.97990626,0.108258076,0.0025849827,0.116600305,0.0032434054
"הנאשם נשא את הנשק הטעון סמוך לבית, כשהוא אוחז אותו בידו עד אשר הגיע סמוך לפלטה גדולה המונחת על הקרקע מאחורי הבית והניח את האקדח שם.",0.0031440482,5.725321e-06,0.9999398,0.9977303,0.9981439,0.9090306,0.99794704,0.930718,0.99980444,0.74835813,0.83670497,0.0030662576,0.20460296,0.0013802423
"ב""כ הנאשם הגיש מסמכים רפואיים בעניינה של אשתו של הנאשם, אביו ואמו; מטעם המאשימה לא הוגשו ראיות.",0.0023113866,5.339561e-06,1.5423555e-05,0.003050936,0.007359866,0.003773013,0.0019216137,0.028795505,0.00015143046,0.0016132194,0.107787244,0.0027668143,0.14840797,0.0013063337
"שירות המבחן נמנע מהמלצה טיפולית בעניינו של הנאשם, וזאת לאור התייחסותו המורכבת לנסיבות ביצוע העבירה והקושי להתבונן בקשייו הרגשיים, כאשר להערכת קצינת המבחן ענישה קונקרטית מרתיעה ומציבת גבולות, ייתכן שיש בה כדי לצמצם ולהפחית את הסיכון להישנות מעורבות בפלילים בעתיד.",0.0028472494,0.9999645,1.5357798e-05,0.0042767525,0.0048378184,0.108357966,0.0013324611,0.10671315,0.00015651647,0.0016918257,0.07771882,0.99479693,0.3374627,0.0024504168
"קצינת המבחן התייחסה בהרחבה לנסיבות חיי הנאשם- צעיר בן 25 שגדל והתחנך בבית הוריו בסאלם, בן למשפחה המונה 6 ילדים, ועמד על נסיבות רפואיות של בני משפחה.",0.0042989408,0.9999647,1.6520265e-05,0.0046666176,0.011363306,0.004876952,0.0016748107,0.17955853,0.0001492014,0.0019193662,0.09626251,0.015947316,0.46577471,0.003126248
"הנאשם התחתן לפני כשנתיים, אב לילדה ואשתו בהיריון שני מתקדם.",0.003478117,0.9999641,2.1508484e-05,0.005193703,0.010661672,0.0032878544,0.004838195,0.20183738,0.00017275925,0.0027939568,0.17057359,0.005615271,0.3195965,0.0029597173
"עפ""י שירות המבחן, הנאשם לקח אחריות חלקית ופורמאלית לביצוע העבירה, מזער וצמצם את חומרת מעשיו ואת הסיכון שנשקף מהם.",0.0022965348,5.4089564e-06,1.4107999e-05,0.0038829271,0.0070318505,0.89880586,0.0015235352,0.21124448,0.0001444815,0.0024424547,0.4273006,0.99777126,0.84938246,0.9986419
"הנאשם טען, כי מצא את האקדח מונח מאחורי הבית של דודיו, ומתוך סקרנות הרים אותו ובהמשך החזיר אותו.",0.00393714,5.810796e-06,0.9999368,0.99622774,0.9980902,0.9835328,0.9842291,0.9588486,0.9997881,0.18559994,0.7328575,0.004681823,0.4651855,0.0021105434
הנאשם הכחיש כי נשא את הנשק על גופו.,0.0022889192,5.8312753e-06,0.9999325,0.65769285,0.9974016,0.9605685,0.10072644,0.72867084,0.00021740528,0.002391069,0.5241964,0.005934542,0.4553508,0.008726501
"להתרשמות קצינת המבחן הנאשם מביע צער על מעורבותו בפלילים והוא נרתע מההליך הפלילי המתנהל נגדו, עם זאת ניכר כי הנאשם לא חשף בפני קצינת המבחן את המניעים שעמדו בבסיס העבירה וקשריו השוליים, שכן הציג עמדה הגנתית תוך צמצום רגשי וקושי להתבונן בדפוסי חשיבתו והתנהגותו שבאו לידי ביטוי בעת ביצוע העבירה.",0.0026772653,0.9999641,4.4061988e-05,0.0051514744,0.0056669917,0.9886087,0.0028192166,0.52080226,0.00015651976,0.0014767062,0.15652403,0.99492896,0.89270276,0.030880578
"במסגרת הערכת הסיכון לעבריינות והסיכוי לשיקום, התקשתה קצינת המבחן להעריך סיכון להישנות עבירות מהסוג הנדון בעתיד, והעריכה כי לא ניתן לשלול סיכון מסוג זה בעתיד וזאת בשל דפוסי ההסתרה של הנאשם, הקושי לתת אמון בסביבה ובגורמי סמכות, הבאים לידי ביטוי בצמצום אחריותו, צמצום רגשי והתייחסות מצמצמת ומגמתית באשר לנסיבות ביצוע העבירה.",0.0030574894,0.9999615,1.5761356e-05,0.004735663,0.005243157,0.18004607,0.0015280552,0.2722149,0.00017141883,0.0017040808,0.14826974,0.9939056,0.46039778,0.0025469312
"קצינת המבחן התרשמה כי בשל כל אלה, כמו גם הקושי בהפעלת שיקול דעת, העדר גבולות פנימיים ברורים ומחזקים ואופי העבירה שביצע, יתכן כי הנאשם פעל בהתאם לנורמות התנהגות עברייניות והם אלו שעמדו בבסיס ביצוע העבירה.",0.0034254878,0.99964416,1.5765203e-05,0.0036986908,0.0056854114,0.38661104,0.001686672,0.30225158,0.00015128583,0.0014905006,0.48254955,0.99168795,0.45960563,0.005438702
"קצינת המבחן ציינה כי לנאשם כוחות חיוביים מסוימים אשר סייעו לו לשמור על מסגרת תעסוקתית יציבה מגיל צעיר, תוך דאגה לפרנסת המשפחה, וניכר כי הנאשם נרתע מההליך הפלילי המשמש עבורו כגבול חיצוני ברור ולכן לא היו הפרות מצידו בכל תקופת המעצר.",0.0035613715,0.99996424,1.661326e-05,0.0043741493,0.005315232,0.010198768,0.0014678122,0.18107128,0.00016801745,0.0015249634,0.15599023,0.9819551,0.3570351,0.0027224321
"הנאשם הביע נכונות מילולית להשתלב בטיפול קבוצתי המיועד לעוברי חוק בתחם עבירות הנשק, אולם התייחסותו היתה שטחית תוך שהוא התקשה לקחת אחריות על מעשיו כבסיס להשתלבות בטיפול, להצביע על דפוסים מכשילים כלשהם בהתנהלותו ולהתבונן רגשית בקשיים שהובילו אותו לביצוע העבירה.",0.002647408,0.99996185,1.7081475e-05,0.0045171287,0.006589322,0.9870968,0.0027673692,0.7068015,0.00017409006,0.001846597,0.5168746,0.99591666,0.75950885,0.0029941697
בנסיבות העניין העריכה קצינת המבחן כי הנאשם אינו בשל לטיפול בשלב זה והוא מונע בעיקר על-ידי מוטיבציה חיצונית בשל אימת הדין.,0.0031626702,0.999964,1.658853e-05,0.003936869,0.006063097,0.004998213,0.0018464369,0.108836316,0.00015107506,0.0017314958,0.09549356,0.8322573,0.19908936,0.0011966451
"לאור האמור בתסקיר שירות המבחן לגבי נסיבות ביצוע העבירה וטענת הנאשם כי לא נשא את הנשק על גופו, בדיון שהתקיים בפניי ביום 15.07.2020, לפני שמיעת טיעוני הצדדים לעונש, נדרש הנאשם להבהיר עמדתו באשר לנטילת האחריות מצידו למיוחס לו בכתב האישום.",0.003089736,5.2522387e-06,0.9999292,0.9452287,0.98913807,0.8718716,0.0050548185,0.19151229,0.00020324066,0.0020028967,0.08630144,0.99181306,0.49774814,0.9906386
