feature_key,text,extraction
GENERAL_CIRCUM,"בתסקיר שהוגש ביום 12.2.13, סקר שירות המבחן את נסיבותיו האישיות והמשפחתיות של הנאשם.","['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"המדובר בצעיר כבן 21 שנים, יליד הארץ, סיים 12 שנות לימוד, ברשותו תעודת בגרות חלקית, בהמשך השתלב וסיים לימודיו בקורס ""מתקין מערכות שמע ומערכות מיגון לרכב"" במכללת כפר סבא.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"מהמלצות שונות שהציג הנאשם בפני שירות המבחן ממעסיקיו עולה כי הוא עבד בצורה מקצועית ואחראית, גילה יחסי אנוש טובים, ללא בעיות חריגות.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,אין לחובתו של הנאשם הרשעות קודמות.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']"
GENERAL_CIRCUM,"שירות המבחן התרשם כי ההליכים הפליליים שננקטו נגדו, הגינוי ותגובת בני משפחתו הקשה, מהווים גורם הרתעתי משמעותי מפני חזרה על מעשים דומים בעתיד.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"עוד התרשם שירות המבחן כי מדובר בצעיר בעל יכולת קוגניטיבית וורבאלית טובה, המאופיין באישיות חסרת בשלות רגשית והינו בעל עולם ערכים נורמטיבי בד""כ.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,הנאשם תיאר אורח חיים ודפוסי התנהגות נורמטיביים וכי האירוע דנן מהווה אירוע חריג במערך תפקודיו ואורחות חיו.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"להערכת שירות המבחן, לא מדובר באדם בעל דפוסי התנהגות שוליים, אינו בעל קווים אלימים ועבריינים וללא קווים מניפולטיביים.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"שירות המבחן התלבט בעניינו של הנאשם, מחד ציין כי המדובר בעבירות חמורות ומאידך, ציין  כי המדובר בצעיר שמנהל אורח חיים נורמטיבי, שזו מעורבותו הראשונה בפלילים, שבה הודה והביע צער ובושה.","['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"לאור כל האמור, המליץ שירות המבחן לשקול אפשרות שלא למצות עם הנאשם את הדין, להטיל עליו צו מבחן לשנה, במהלכו ישתלב בהליך טיפולי.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"להערכת שירות המבחן שליחת הנאשם לריצוי מאסר בפועל, עלולה לחבל במאמציו לנהל אורח חיים תקין, ולהביא להפנמת נורמות עברייניות בבואו במגע עם אסירים אחרים.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הסנגור ציין כי הנאשם הודה כבר בשלב החקירה ושב והודה גם בבימ""ש כבר בהזדמנות הראשונה ובזה חסך זמן שיפוטי יקר.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הסנגור הפנה לפסיקה וביקש שלא למצות את הדין עם הנאשם, הדגיש כי המדובר בבחור צעיר, בן למשפחה נורמטיבית, נעדר עבר פלילי וזו מעורבותו הראשונה בפלילים, לכן ביקש לתת לו הזדמנות ולהטיל עליו עונש מאסר שירוצה בדרך של עבודות שירות.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"מדובר בעבירות סחר בנשק מסוג רימון הלם וסחר בסמים לסוכן משטרתי כשלנאשמים עבר פלילי מכביד, חרף הנסיבות המחמירות הוטל על מערער 1 עונש של 24 חודשי מאסר בפועל ועל השני 36 חודשים, להבדיל מהנאשם שבפני שהחזיק אקדח עם מחסנית ללא כדורים, צעיר, עברו נקי וזה כשלנו הראשון.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"מה גם המדובר בנאשם יליד 1991, שזו לו מעורבותו הראשונה בפלילים, הודה בעבירה והביע חרטה.","['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"לאחר שבחנתי את טענות הצדדים ובהתחשב במכלול הנסיבות ובעיקר, סוג וכמות הנשק (אקדח ומחסנית ללא כדורים), הרקע הנורמטיבי של משפחת הנאשם, עברו הפלילי הנקי, גילו הצעיר, מעצרו כחודש ימים בתיק דנן, הודאתו המידית, לקיחת האחריות ותסקיר שירות המבחן החיובי; נראה לי כי הפעם הנאשם הפנים את הפסול שבהתנהגותו ולמד לקח מהסתבכותו הראשונה ולכן החלטתי לחרוג לקולה ממתחם הענישה ההולם וזאת משיקולים שבטובת האינטרס הציבורי והוא שיקום הנאשם, ועל מנת לאפשר לו לעלות על דרך המלך, כאשר שליחתו למאסר מאחורי סורג ובריח עלולה לפגוע באורחות חייו הנורמטיביות והפנמת נורמות עברייניות, במידה ויהיה במגע עם אסירים אחרים.","['1 : כן', '2 : כן', '3 : כן', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : כן']"
CIR_STATUS_WEP,"בעובדות כתב האישום המתוקן נטען, כי החל משנת 2008, נשא הנאשם אקדח תקני בצבע כסף עם מחסנית תואמת (להלן: ""האקדח"").","['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']"
CIR_STATUS_WEP,"המאשימה ציינה כי הנאשם נשא והוביל עמו אקדח תקני, אשר ברור ששימוש בו עלול להוביל לפגיעה בבני אדם.","['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']"
CIR_STATUS_WEP,"לטענת המאשימה, אדם אשר נושא אקדח במשך תקופה ארוכה של ארבע שנים וכשהוא מעביר את האקדח מעיר לעיר הוא מחביא אותו הטיב, עבר את רף ""בדיקת הגבולות"", והינו מודע לחלוטין לעובדה כי מעשיו אסורים.","['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']"
CIR_STATUS_WEP,"הנאשם הורשע בביצוע עבירות בנשק, לאחר שנשא והוביל אקדח עם מחסנית שהיו מוסתרים מתחת לכיסא ברכב בו נסע.","['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']"
CIR_STATUS_WEP,"בענייננו מדובר באקדח אחד עם מחסנית ללא כדורים, דברים אלה מהווים נסיבות הקשורות בביצוע העבירה והם שקובעים את פוטנציאל הנזק הכרוך במעשה העבירה.",['נשק עם מחסנית בהכנס']
CIR_HELD_WAY_WEP,"בעובדות כתב האישום המתוקן נטען, כי החל משנת 2008, נשא הנאשם אקדח תקני בצבע כסף עם מחסנית תואמת (להלן: ""האקדח"").",['על גופו']
CIR_HELD_WAY_WEP,"ביום 6.8.12, הסליק הנאשם  את האקדח בתוך מגבת בצבע צהוב - לבן ושקית ניילון נצמד כחול מתחת לכיסא הנהג ברכב  מסוג ""פולקסווגן, שהיה בחזקתו (להלן: ""הרכב"").","['ברכב', 'מוסלק - מוסתר']"
CIR_HELD_WAY_WEP,"באותו יום, בשעה 20:40, נשא הנאשם את האקדח, כשהוא מוסתר כאמור, באמצעות הרכב, מביתו שבכפר קרע לתחנת הדלק בשכונת עין ג'ראח באום אל פחם.","['ברכב', 'מוסלק - מוסתר']"
