text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם שבפניי נותן את דינו בגין הרשעתו בעבירה של ייבוא סם מסוכן לפי סעיף 13 וסעיף 19א לפקודת הסמים המסוכנים התשל""ג-1973.",,,,,,,,,,,,,,
"כמפורט בכתב האישום המתוקן, הנאשם קשר קשר עם אחר ליבוא סם מסוג MDMA לארץ, בהתאם לתכנית הקשר הנאשם שימש עבור האחר בלדר שמטרתו להעביר את הסם מצרפת לארץ.",,,,,['MDMA'],,"['לא בעל המעבדה, בעל הסמים']",,,,,,,
"ביום 13.1.22 טס לצרפת, וביום 16.1.22 חזר, כשברשותו 23,900 טבליות סם מסוג MDMA  מוסלקים בתוך המזוודה.",,,,,['MDMA'],['[23900 - טבליות]'],,,,,,,,
"הנאשם בן 23, עובד כטבח ושליח.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם ניהל אורח חיים נורמטיבי, שירת בצבא בתפקיד נהג ועבד במספר עבודות מזדמנות, תיאר שימוש מזדמן בסמים שהפסיק לאחר מעצרו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"שירות המבחן התרשם כי ביצע את מעשיו על רקע מצוקה רגשית וכלכלית, הנאשם עבר לראשונה להתגורר עם בת זוגו, לא היה ערוך להתמודד עם המחויבויות שנטל על עצמו, ופעל במסגרת העבירה במטרה להשיג רווח כספי מהיר ומידי, ללא הכרה בהשלכות מעשיו ותוך נקיטה בעיוותי חשיבה שאפשרו לו להמשיך ולהצדיק לעצמו את מעשיו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"שירות המבחן התרשם מצעיר שהתפתח בתא משפחתי מורכב, ללא גורמי תמיכה וכי הסתבכותו אינה משקפת דפוסים שוליים קבועים, כי אם ניסיון בלתי מותאם להתמודד עם המצוקה הכלכלית אליה נקלע, ברקע התנהלותו קושי להסתייע באחרים ושימוש בדפוסי הסתרה מול משפחתו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"עוד ביקשו ליתן משקל לנסיבות הנאשם, שיתוף הפעולה עם שירות המבחן והפסקת השימוש בסם מאז מעצרו, ולחרוג ממתחם הענישה לקולא.",,,,,,,,,,,,,,
"הנאשם נטל אחריות על מעשיו, טען כי מדובר במעשה מטופש והקבוצות הטיפוליות בהן שולב סייעו לו להבין את משמעות מעשיו והטעויות שעשה וביקש להתחשב בו.",,,,,,,,,['כן'],['כן'],,,,
הנאשם הודה כי קשר קשר עם אחר ושימש בלדר לייבוא הסם בעבור תמורה כספית.,,,,,,,"['לא בעל המעבדה, בעל הסמים']",,,,,,,
הנאשם אמנם לא עמד בראש שרשרת הפצת הסם אך אין בכך כדי להפחית מחומרת מעשיו ומחלקו בייבוא הסם.,,,,,,,,,,,,,,
"כמות הסם שייבא הנאשם עצומה, הנאשם ידע כי תפקידו הוא לייבא את הסם מצרפת לארץ, וגילה אדישות לחומרת מעשיו ומשמעותם.",,,,,,,,,,,,,,
"מאחורי מעשיו עמד מניע כלכלי, הנאשם שלראשונה בחייו החל לנהל חיים עצמאיים, לא היה ערוך להתמודד עם הקשיים הכלכליים וחיפש ומצא, פתרון קל ומהיר לרווח כספי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם אמנם צעיר, נטול עבר פלילי, שניהל טרם הסתבכותו בתיק זה חיים נורמטיביים.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"עובד כיום כטבח בבית קפה, ממכתב המלצה של מעבידו (נ/1), עולה כי מרוצה מתפקודו וער לשינוי החיובי שחל בו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"עם זאת, פרופיל הנאשם אינו שונה מפרופיל הבלדר הקלאסי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בניגוד למקרים אחרים, שבהם ביצעו נאשמים עבירות דומות על רקע התמכרות קשה לסם, במקרה שבפנינו, אין מדובר ביותר מקיצור דרך, דרך לא חוקית לגרוף כסף קל.",,,,,,,,,,,,,,
"הנאשם שיתף פעולה עם גורמי הטיפול, הביע נכונות טיפולית ונראה שנתרם מהתכנים הטיפוליים שספג וחלה הפחתה במסוכנותו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
