text,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIR_PUNISHMENT
"* בית משפט השלום בקריית גת גזר לנאשם, אשר הורשע בעבירות של ייצור סמים ועבירה של תגרה, צו של""צ בהיקף של 250 שעות וצו מבחן למשך שנה.",[],[],[],,,,,,,,,,,
הנאשם הודה והורשע בשני תיקים שצירף.,,,,,,,,,,,,,,
"על פי עובדות התיק העיקרי, הוא גידל באדניות בדירתו 10 שתילי קנאביס במשקל 66 גרם, שלא לצריכתו העצמית.",,,,,,,['קנביס (קנאביס)'],['[66 - גרם]'],['לא בעל המעבדה'],,,,,
צמח הקנאבוס אותו גידל הנאשם נמנה עם הסמים 'הקלים'.,,,,,,,,,,,,,,
"ברשות הנאשם נתפסו עשרה שתילי קנבוס במשקל של 66 גרם, תוך פוטנציאל גידול נוסף.",,,,,,,"['[קנביס], [קנאביס]']",['[66 - גרם]'],,,,,,
לא ניתן להתעלם מכך שהנאשם הפך את הכניסה ליחידת הדיור כמקום ייעודי לגידול הסם דבר המוסיף חומרה למעשיו.,,,,,,,,,,,,,,
"מנגד ולקולה, לצורך גידול הסמים הנאשם לא הצטייד בציוד ייעודי כלשהו.",,,,,,,,,,,,,,
"בנוסף, נראה שהצמחים שגידל נועדו לצריכתו העצמית בלבד.",,,,,,,,,,,,,,
"בית המשפט הגיע למסקנה זו על יסוד השיקולים הבאים: הנאשם שיתף פעולה עם שירות המבחן, הביע צער וחרטה, שלוש מתוך ארבע בדיקות שתן שמסר נמצאו נקיות מסמים, שירות המבחן התרשם כי בעניינו של הנאשם קיים סיכוי לשיקום וכי להליך הפלילי השפעה מרתיעה לגביו, הוא נעדר עבר פלילי ומשקיע מאמץ לנהל אורח חיים פרודוקטיבי.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : כן', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,['כן'],,
"הנאשם עובד בחברת קצא""א מזה שבע שנים.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
