text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION
"באמצעות פרקליטות מחוז ירושלים (פלילי),",0.00027556324,3.0678668e-05,1.9199151e-05,0.9999881,0.0003231831,0.0007450648,0.00041159062,0.02671693,0.012050004,0.00013594996,0.0003697223
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7(א)(ג), 13",0.00011040854,2.8994602e-05,2.2454724e-05,0.9999875,0.00037225563,0.0008578148,0.0004941506,0.027980858,0.03186683,0.00012402213,0.0011440307
"חוק העונשין, תשל""ז-1977: סע'  40ד'",0.00012905375,3.027185e-05,2.3636638e-05,0.9999876,0.00038665716,0.0009847414,0.00045142227,0.012507897,0.092963316,0.000102009464,0.00023349
"הנאשם הורשע על פי הודאתו, שניתנה במסגרת הסדר טיעון, ב-4 עבירות של סחר בסם מסוכן מסוג AB-CHMINACA לפי סעיף 13 לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973 (להלן: ""הפקודה"").",0.00016027142,3.0749252e-05,0.99853766,8.958797e-06,0.9721673,0.34196424,0.2961711,0.00426159,0.027206387,0.00013611106,0.9998399
"העבירות בוצעו ב-4 מועדים שונים, 12.08.15, 17.09.15, 6.10.15 וב-3.11.15.",0.00021655603,3.0101286e-05,0.7301064,0.9999871,0.0013473314,0.0045564272,0.017816009,0.041129827,0.008512985,0.0006063707,0.0010204663
"בכל אחד מהמקרים מכר הנאשם יחידה אחת של הסם לאותו שוטר סמוי, ובכל פעם קיבל תמורת הסם סך של 100 ₪.",0.00017631256,3.0665007e-05,0.99994826,0.9999858,0.99930704,0.99976987,0.9998078,0.006152739,0.0067261294,0.00022814205,0.0004338262
"בפעם האחרונה, ביום 3.11.15 החזיק הנאשם את הסם ברכבו מסוג סיאט קורדובה מ.ר.",0.0001717601,3.112251e-05,0.9999305,0.9994777,0.9993337,0.9997677,0.99788934,0.0086876815,0.008221854,0.00017027407,0.0008120663
41-405-10.,0.00027858018,3.3746623e-05,3.105822e-05,0.9999875,0.0005821876,0.0018211363,0.0012246036,0.19216096,0.008768394,0.0002112624,0.00032668392
מתסקיר שירות המבחן שהוגש ביום 6.04.17 נלמד אודות הנאשם ונסיבות חייו.,0.00013168954,3.0210484e-05,1.5818996e-05,0.9999876,0.00047463665,0.0008261868,0.0004451872,0.002727914,0.018154351,0.00015053453,0.00025226103
בין היתר עלה כי הנאשם נחשף לסמים לראשונה לאחר שעזב פנימייה בה גדל שעה שהתחבר לנוער עברייני.,9.2182076e-05,0.9999962,0.0032149192,8.976047e-06,0.00053505,0.0007888561,0.010600923,0.044587523,0.008700685,0.00013805556,0.0003121069
הוא התנסה בכל סוגי הסם ופיתח תלות גדולה בשימוש בו.,9.8794466e-05,0.99999535,6.906063e-05,9.052616e-06,0.0013523683,0.0012312058,0.27222455,0.010099921,0.009813755,0.000156522,0.0003823555
במשך רוב חייו הבוגרים ריצה לסירוגין עונשי מאסר בגין עבירות רכוש וסחר בסמים.,0.00011102817,0.9999958,1.9006286e-05,9.191104e-06,0.0004632485,0.0008660632,0.0010352805,0.0032825896,0.016761584,0.00010829009,0.00020219307
"בשנת 2006, שעה ששהה בכלא ""צלמון"" עבר טיפול גמילה ולאחר שחרורו הצליח לשמור את עצמו נקי מסמים למשך מספר שנים.",0.0001139271,0.9999963,2.1251095e-05,8.921402e-06,0.0004735802,0.0007563875,0.00046279567,0.017647207,0.0074078483,0.00017405291,0.0004098676
"בשנתיים האחרונות בשל קשיים נפשיים וכלכליים, חלה התדרדרות במצבו והוא חזר לשימוש קבוע בסמים, בעיקר סמי פיצוציות.",0.00013951497,0.99999595,0.9616591,8.937377e-06,0.010973396,0.0016912861,0.0010620872,0.038716562,0.013605417,0.00017796899,0.0004931276
"קצין המבחן ציין את התרשמותו כי הנאשם גדל בנסיבות חיים קשות ומורכבות הכוללת אלימות והזנחה אשר גררו אותו להתחבר לנוער שולי ועברייני, להתמכר לשימוש בסם ולאמץ תגובות הישרדותיות ואלימות.",9.8243014e-05,0.9999964,9.575828e-05,8.946741e-06,0.0016087536,0.0012949994,0.0017524776,0.009968015,0.033163834,0.00024427986,0.0014832146
מגיל 15 השתמש הנאשם בסמים מסוג חשיש וגראס ומגיל 18 הוא משתמש בסמים מסוג הרואין ואקסטזי.,9.053955e-05,0.9999962,0.99994695,8.971844e-06,0.99936205,0.99955016,0.9946557,0.0042958073,0.0072208717,0.0001343899,0.00073413475
כיום הנאשם הוא בעל דפוסים התמכרותיים קשים לשימוש בסמים.,9.468962e-05,0.9999958,2.4412382e-05,9.062049e-06,0.0005039558,0.0010272944,0.00089213223,0.0034236556,0.006824756,0.00014714708,0.00020414338
הנאשם לא הגיע לבדיקות לגילוי שרידי סם שנקבעו לו.,0.000101295554,0.9999956,0.8667111,9.053816e-06,0.0027805388,0.0031118046,0.017517278,0.030889856,0.0075275125,0.00019169708,0.00023839324
"עוד ציין קצין המבחן כי  באשר לסמים שנמצאו בביתו, טען הנאשם כי הם אינם שייכים לו.",0.00010059076,3.3705644e-05,0.99924695,9.417897e-06,0.0005861209,0.00088193,0.018454516,0.006314227,0.009555165,0.00015677414,0.00036765332
