text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  1, 7(א), 36א, 36א(א), 36א(א)(1), 36ג",,,,,,,,,,,,,,
"במהלך הנסיעה השליך הנאשם 12 פלטות חשיש שמשקלן הכולל 1,161.4 גרם.",,,,,"['הסוג הוא [קנביס], כפי שמצוין בטקסט: ""12 פלטות חשיש שמשקלן הכולל 1,161.4 גרם.""']",['[1.1614 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,,,
לדבריו עברו הפלילי של הנאשם ישן שכן הנאשם יצא ממעגל הפשע לפני כחמש שנים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,,,
"כמו כן הנאשם נשוי ואב לארבעה ילדים ואשתו הרה, והוא המפרנס של בני משפחתו.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם מסר כי הוא אב לארבעה ילדים, החמישי בדרך וכי הוא מתפרנס מחקלאות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"עוד יש להתחשב בכך שמדובר בכמויות סם לא מבוטלות ששווים הכלכלי רב, המחולקות לשנים עשר יחידות.",,,,,,,,,,,,,,
"24777-12-09 של בית המשפט השלום בראשון לציון שם נקבע, במקרה של החזקת סמים מסוג חשיש בכמות של כ-45 גרם ללא עבירות נלוות, מתחם של מאסר מותנה ועד 3 חודשי מאסר, ובענייננו מדובר בכמות גדולה בעשרות מונים ובעבירות נלוות.",,,,,"['הסוג הוא [קנביס], כי הטקסט מזכיר ""חשיש"" שהוא סוג של קנביס']",,,,,,,,,
8696-08-12 של בית משפט השלום עכו שם נסקרה בהרחבה עבירת החזקת הסם שלא לצריכה עצמית כאשר דובר בהחזקת סם מסוג הרואין במשקלים שלא עלו על כ- 50 גרם.,,,,,['הרואין'],['[0.5 - גרם]'],,,,,,,,
19965-0512 של בית השלום ירושלים שם קבעתי מתחם של שנתיים ועד שבע שנות מאסר כאשר דובר בכמות סם משולשת ובנאשם הנמצא במקום גבוה בשרשרת הפצת הסם והיה אף אחראי לקשירת קשר בעניין הפצת הסם.,,,,,,,,,,,,,,
"כמו כן ניתן ללמוד על הצורך להגן על הציבור מפניו של הנאשם מכך שהמשיך בביצוע עבירות לאחר שהבחין בשוטרים ואף ביצע עבירה כלפיהם, וכן מעברו הפלילי של הנאשם אשר צבר לחובתו 4 הרשעות קודמות בעבירות רכוש ונשק ואף נדון בשנת 2007 לעונש מאסר.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"לקולא אשקול את נסיבותיו האישיות של הנאשם, הוא יליד 1979  נשוי ואב לארבעה ילדים המפרנס את בני משפחתו כחקלאי.",,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
עוד אתחשב בכך שהרשעתו האחרונה של הנאשם היא משנת 2009 וכי אין לו הרשעות קודמות בתחום הסמים וכי חלפו שנתיים מיום ביצוע העבירות.,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,,,
"יודגש כי לא החמרתי עם הנאשם בשל כך שניהל את משפטו כמצוות סעיף 40יא(6) לחוק, אולם הנאשם אינו זכאי להקלה לה זכאים נאשמים אשר לוקחים אחריות למעשיהם, מביעים חרטה וחוסכים מזמנו של בית המשפט והעדים.",,,,,,,,,,,,,,
14 חודשי מאסר בניכוי ימי מעצרו 5.10.11 ועד 8.11.11.,,,,,,,,,,,,"['הנאשם קיבל 14 חודשי מאסר בפועל, בניכוי ימי מעצרו מ-5.10.11 עד 8.11.11']",[],[]
"קנס בסך 7,000 ₪ או חודשיים מאסר תמורתו.",,,,,,,,,,,,[],[],"['7,000 ₪']"
הקנס ישולם ב-10 תשלומים שווים ורצופים החל מהראשון לחודש שלאחר שחרורו של הנאשם ממאסר.,,,,,,,,,,,,,,
הנאשם לא ירצה עונש זה אלא אם יעבור בתוך שנתיים מיום שחרורו על כל עבירת סמים מסוג פשע.,,,,,,,,,,,,[],['הנאשם קיבל 12 חודשי מאסר על תנאי'],[]
"הנאשם לא ירצה עונש זה אלא אם יעבור בתוך שנתיים מיום שחרורו על עבירה לפי סעיף 244 או 273 לחוק העונשין התשל""ז -1977.",,,,,,,,,,,,[],['הנאשם קיבל 6 חודשי מאסר על תנאי'],[]
אני פוסלת את הנאשם מלנהוג למשך 6 חודשים מיום 1.12.13.,,,,,,,,,,,,[],[],[]
הנאשם לא ירצה עונש זה אלא אם יעבור בתוך שנתיים מיום שחרורו על כל עבירת סמים.,,,,,,,,,,,,[],['הנאשם קיבל 12 חודשי מאסר על תנאי'],[]
"ב""כ המאשימה ביקשה להורות על חילוט הרכב מסוג פיאט דובלו מ.ר.",,,,,,,,,,,,,,
"86-809-63 (להלן: ""הרכב"") התביעה לא ביקשה להכריז על הנאשם כעל סוחר סמים, אך עתרה לחילוט הרכב לפי סעיף 36א(א)(1) לפקודת הסמים.",,,,,,,,,,,,,,
המאשימה עומדת על דרישתה לחילוט הרכב  תוך שהיא מציינת כי הרכב רשום על שם אחות הנאשם באופן פורמלי בלבד וכי הנאשם הוא זה אשר השתמש בפועל ברכב ואף ביצע באמצעותו את העבירות בהן הורשע.,,,,,,,,,,,,,,
"עוד טוען ב""כ הנאשם כי הרכב שייך לאחותו של הנאשם ורשום על שמה.",,,,,,,,,,,,,,
"מעדות של אחות הנאשם, עולה כי הוריה עזרו לה לקנות את הרכב כך שהיא שילמה 36,000 ₪ והוריה 30,000 ₪.",,,,,,,,,,,,,,
אחות הנאשם ציינה כי זו היתה הפעם הראשונה בה היא קנתה רכב ולכן נעזרה בנאשם בכל הקשור לרכב.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
מהודעתה עולה כי הנאשם היה אחראי על קניית הרכב ועל הטיפול בו והעדה אף ציינה כי הסיבה שקנתה רכב גדול היתה לצרכי הנאשם בעבודתו בשיפוצים.,,,,,,,,,,,,,,
"מן הכלל אל הפרט – על אף הסתירות שנפלו בדברי אחות הנאשם, לא ניתן לחלוק על כך שהיא הבעלים הרשום של הרכב והיא זו אשר שילמה בפועל סכום נכבד משווי הרכב.",,,,,,,,,,,,,,
"העדה סיפרה כי היא אינה מרבה להשתמש ברכב שכן בתקופת ביצוע העבירות עבדה בסמוך למקום מגוריה, אולם הרכב שימש אותה בשעות אחר הצהריים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
השתכנעתי כי הרכב משמש את בני משפחתו של הנאשם ונרכש על ידם.,,,,,,,,,,,,,,
על אף שהמשתמש העיקרי ברכב היה הנאשם הדבר לא מלמד על כך שהוא רכש את הרכב והוא בעליו.,,,,,,,,,,,,,,
אני מורה על השמדת הסם שנתפס.,,,,,,,,,,,,[],[],[]
