text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"ב""כ המאשימה: עו""ד שלומי ויזל",,,,,,,,,,,,,,,,,
"ב""כ הנאשם: עו""ד מאיה גלעדי ז'ולסון",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  40 ט, 144 (ב), 340 א, 40 יא, 40 יג",,,,,,,,,,,,,,,,,
הנאשם הורשע בהתאם להודאתו בעובדות כתב האישום המתוקן בעבירות כדלקמן:,,,,,,,,,,,,,,['כן'],,,
"נשיאת נשק ותחמושת, עבירה לפי סעיף 144 (ב) רישא וסיפא בחוק העונשין, תשל""ז – 1977 (להלן: ""החוק"").",,,,,,,,,,,,,,,,,
"ירי באזור מגורים, עבירה לפי סעיף 340 א' בחוק.",,,,,,,,,,['ירי'],,,,,,,
"על-פי המתואר בעובדות כתב האישום המתוקן, עובר לתאריך 23.11.16 טמן הנאשם באדמה, סמוך לביתו בטייבה תיק בד ובו נשק תת-מקלע מסוג ""קרלו"" (קרל גוסטב) (להלן: ""הנשק""), יחד עם מחסנית ותחמושת מסוג 9 מ""מ (להלן: ""התחמושת"").",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']","['מוסלק - מוסתר', 'סמוך לבית']",,,['מאחר'],"['תת-מקלע מסוג ""קרלו"" (קרל גוסטב)']",,,,,,,,
"בתאריך 23.11.16 הוציא הנאשם את התיק, הכניסו לרכבו ובשעה 21:00 לערך הגיע ברכבו לאירוע משפחתי ברחבת בית משפחת ג'בארה בטייבה, שם הנאשם הוציא את הנשק והתחמושת מהרכב, ניגש לחצר הבית, כיוון את הנשק כלפי מעלה, וירה צרור כדורים.",,,,,"['ברכב', 'סמוך לבית']",,,"['מאחר', 'מצא']","['תת מקלע (תמ""ק)']","['ירי', 'ניסיון לירי']",,,,,,,
"לאחר שסיים לירות, ניגש הנאשם לרכבו, החביא בו את הנשק מתחת למושב הנהג, ואת התחמושות החביא בתוך שקית מתחת למושב הסמוך למושב הנהג ברכב.",,,,,['ברכב'],,,['מאחר'],,"['ירי', 'ניסיון לירי']",,,,,,,
"הצדדים הגיעו להסדר דיוני במסגרתו הורשע הנאשם כמפורט לעיל, ללא הסכמה לעונש.",,,,,,,,,,,,,,,,,
