verdict,text,part_single,part_concatenated
SH-22-10-3122-964,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7(א), 7(ג)",נגד,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, נגד, נגד, נגד, נגד"
SH-22-10-3122-964,"הנאשם הורשע על פי הודאתו, בעובדות כתב האישום, בביצוע עבירה של החזקת סם שלא לצריכה עצמית - עבירה לפי סעיפים 7(א) ו- 7(ג) רישא לפקודת הסמים המסוכנים (נוסח חדש) תשל""ג-1973 (להלן: ""פקודת הסמים המסוכנים"").",כתב האישום,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, נגד, נגד, נגד, נגד, גזר דין, כתב האישום"
SH-22-10-3122-964,"על פי עובדות כתב האישום, במועד הרלוונטי, החזיק הנאשם ברישיון להחזקה ושימוש של סם מסוכן מסוג קנבוס במשקל של 30 גרם.",כתב האישום,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, נגד, נגד, נגד, נגד, גזר דין, כתב האישום"
SH-22-10-3122-964,"ביום 21.11.21 בשעה 23:58 או בסמוך לכך, נהג הנאשם ברכב ובתא המטען החזיק סם מסוכן מסוג קנבוס במשקל כולל של 3.33 ק""ג.",כתב האישום,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, נגד, נגד, נגד, נגד, גזר דין, כתב האישום"
SH-22-10-3122-964,אין לחובת הנאשם הרשעות קודמות בפלילים.,רישום בפלילים,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, נגד, נגד, נגד, נגד, גזר דין, כתב האישום, רישום בפלילים"
SH-22-10-3122-964,"בעניינו של הנאשם הוגש תסקיר, ביום 6.3.24, בו פורטו תולדות חייו של הנאשם.",שירות המבחן  ,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, נגד, נגד, נגד, נגד, גזר דין, כתב האישום, רישום בפלילים, שירות המבחן  "
SH-22-10-3122-964,"מהתסקיר עולה כי הנאשם כבן 23, רווק, כאשר בהיותו כבן 13 התגרשו הוריו, הוא עבר להתגורר בבית אביו אך שמר על קשר רציף עם אמו.",שירות המבחן  ,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, נגד, נגד, נגד, נגד, גזר דין, כתב האישום, רישום בפלילים, שירות המבחן  "
SH-22-10-3122-964,בהיותו כבן 20 שב להתגורר עמה.,שירות המבחן  ,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, נגד, נגד, נגד, נגד, גזר דין, כתב האישום, רישום בפלילים, שירות המבחן  "
SH-22-10-3122-964,"הנאשם התגייס לצבא, שוחרר כעבור חודשיים, השתלב בעבודה במחלקת התברואה בעירייה ובשליחויות.",שירות המבחן  ,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, נגד, נגד, נגד, נגד, גזר דין, כתב האישום, רישום בפלילים, שירות המבחן  "
SH-22-10-3122-964,"הנאשם מסר כי בהיותו כבן 18 החל לצרוך אלכוהול בנסיבות חברתיות באופן מזדמן וסם מסוג קנבוס, בתדירות כמעט יומיומית.",שירות המבחן  ,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, כבוד השופטת הבכירה, טל אוסטפלד נאוי, נגד, נגד, נגד, נגד, גזר דין, כתב האישום, רישום בפלילים, שירות המבחן  "
