text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
ישראל נהוראי בן יצחק חזן ת.ז.,,,,,,,,,,,,,,
xxxxxxxxx,,,,,,,,,,,,,,
"נאשם 1 (להלן – ""הנאשם""), הורשע על יסוד הודאתו בעובדות כתב אישום מתוקן, בעבירות שלהלן: יבוא סמים מסוכנים – עבירה לפי סעיפים 13 ו-19א לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973; אספקת סם – עבירה לפי סעיפים 13 ו-19א לפקודת הסמים המסוכנים; וניסיון לאספקת סם – עבירה לפי סעיפים 13 ו-19א לפקודת הסמים המסוכנים בצירוף עם סעיף 25 לחוק העונשין, התשל""ז-1977.",,,,,,,,,,,['כן'],,,
"אותו אדם העביר לנאשם מזוודה עם דופן כפולה שבתוכה סמים מסוכנים מסוג מתיל כלורו מתקתינון (להלן: ""קתינון"" או ""הסמים""), במשקל של 6,305.175 גרם, המחולקים ל- 3 חבילות, על מנת שהנאשם יעביר את המזוודה לישראל.",,,,,['סוג הסמים הוא קתינון'],"['[1 - ק""ג]']",['לא בעל הסמים'],,,,,,,
"לאחר שהמזוודה הגיעה לארץ אותרו בה הסמים, הוצאו ממנה, והוחלפו בחומר דמוי סם שאליו צורפו גם 50 גרם מתוך הסמים המקוריים שהיו במזוודה.",,,,,"['הטקסט מזכיר ""סמים"" וגם ""50 גרם מתוך הסמים המקוריים שהיו במזוודה."" אז, אנחנו יכולים להסיק שהסמים הם קוקאין, כי זה סוג הסם שה']",['[50 - גרם]'],,,,,,,,
"הנאשם יליד 6.10.92, בן 32 כיום ובן מעט פחות מ-30 בעת ביצוע העבירה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
הנאשם נולד בירושלים למשפחה המנהלת אורח חיים חרדי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
בגיל 11 חלה התדרדרות בהתנהגותו שהובילה לסילוקו מבית הספר.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לאחר מכן הנאשם הושם במספר מסגרות חוץ ביתיות, בהן הוא התקשה להשתלב ולבסוף הורחק מהן.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
בגיל 16 לערך שולב הנאשם בהוסטל ובלימודים בבית ספר מקצועי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
בתקופה זו חל שיפור בהתנהגותו והוא סיים בהצלחה את לימודיו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
הנאשם לא גויס בשל מעורבותו בפלילים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
כבר בגיל 15 החל הנאשם להשתמש בחומרים ממכרים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בשלב מסוים הפסיק הנאשם להשתמש בחומרים ממכרים, אך לאחר מכן שב להשתמש בחומרים אלו עד למעצרו.",,,,,,,,,,,,,,
"לאחר שהנאשם לא גויס הוא עבד כמלצר, ובהיותו בן 26 הוא פתח עסק שהצליח, ואף ניהל קשר זוגי חיובי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"כ-4 שנים לאחר מכן החלו היחסים בין הנאשם לבין זוגתו להתדרדר, הנאשם נקלע לחובות, והחל שוב להשתמש בסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"בעקבות כך הסתיים הקשר הזוגי, דבר שהעמיק את דפוסי השימוש של הנאשם בסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
לנאשם עבר פלילי שעל פרטיו נעמוד בהמשך.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"לאחר הגשת כתב האישום נעצר הנאשם, ולאחר ששהה במעצר במשך מספר חודשים הוא שוחרר לקהילה טיפולית לגמילה מסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
