text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,CONFESSION_LVL2,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הודה בתיק זה בעובדות כתב האישום שתוקן, במסגרת הסדר טיעון בין הצדדים, אשר לא כלל הסדר לעניין העונש והורשע בביצוע העבירות כדלקמן:  נשיאת נשק,  עבירה לפי סעיף 144(ב) רישא  לחוק העונשין, התשל""ז – 1977 (להלן: חוק העונשין), איומים, עבירה לפי סעיף 192  לחוק העונשין, יריות באזור מגורים, עבירה לפי סעיף 340א לחוק העונשין, מעשה פזיזות ורשלנות, עבירה לפי סעיף 338(א)(5) לחוק העונשין, נהיגה בזמן פסילה, עבירה לפי סעיף 67 לפקודת התעבורה תשכ""א – 1961 ונהיגה ללא רישיון נהיגה, עבירה לפי סעיף 10א וסעיף 62(1) לפקודת התעבורה [נוסח חדש],תשכ""א-1961 (להלן: פקודת התעבורה).",,,,,['כן'],,,,,,,,,,,,,,,,
בין הנאשם לבין נאסר בסל (להלן: נאסר) ישנה היכרות מוקדמת.,,,,,,,,,,,,,,,,,,,,,
"בתאריך 3.2.15 פסל בית משפט השלום בעכו את הנאשם מלנהוג לתקופה של 24 חודשים, ובמועד הרלוונטי לכתב האישום היה הנאשם פסול מלנהוג.",,,,,,,,,,,,,,,,,,,,,
"ביום 12.6.16, עובר לשעה 18:25, נסע הנאשם לביתו של אחיו משהור בכפר ג'דידה- מכר (להלן: הבית), כשהוא נוהג ברכב מסוג  סקודה ונושא עמו ברכב נשק מסוג קרל גוסטב, שהוא נשק שסוגל לירות כדור שבכוחו להמית אדם (להלן: הנשק), בלא רשות על פי דין.",,,,,,['תת מקלע (תת-מקלע)'],,,,,,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",['מאחר'],,,,,,
"הנאשם החנה את הרכב ליד הבית, השאיר את הנשק ברכב, ונכנס לתוך הבית.",,,,,,,,,,[],,,[],[],[],,,,,,
"מכתב האישום עולה, כי כעבור זמן קצר הגיע נאסר לבית והחל לשוחח עם הנאשם.",,,,,,,,,,,,,,,,,,,,,
במהלך השיחה התלהטו הרוחות.,,,,,,,,,,,,,,,,,,,,,
"לאחר כמה דקות, יצאו הנאשם ונאסר מהבית, והנאשם נכנס לרכב.",,,,,,,,,,,,,,,,,,,,,
"הנאשם נסע מספר מטרים, עצר את הרכב, הוציא את פלג גופו העליון מחלון הנהג, כשהוא מחזיק בנשק וניסה לירות לאזור בו עמדו נאסר וקבוצת האנשים.",,,,,,,,,,['על גופו'],,,"['ירי', 'ניסיון לירי']","['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",[],,,,,,
"בהמשך לכך, פתח הנאשם את דלת הנהג, יצא מהרכב, וירה לא פחות משלושה כדורים לאזור בו עמדו נאסר וקבוצת האנשים, בדרך נמהרת שיש בה לסכן חיי אדם או לגרום לו חבלה, ובמטרה להפחיד את הנוכחים.",,,,,,,,,,,,,"['ירי', 'ניסיון לירי']","['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
