,verdict,text,part
0,SH-09-4051-89,מ.י.,כב' השופט  אביחי דורון
1,SH-09-4051-89,"מדור תביעות פלילי ת""א",כב' השופט  אביחי דורון
2,SH-09-4051-89,"הנאשם הורשע לאחר ניהול הוכחות בשני כתבי אישום, פלילי ותעבורתי, המשותפים לאותו אירוע אשר אוחדו לצורך שמיעתם יחד, בעבירות של תקיפה הגורמת חבלה של ממש לפי סעיף 380 לחוק העונשין, וכן בעבירה של אי מתן אפשרות להולך רגל לחצות בבטחה  וכן נהיגה בקלות ראש,עבירה על פי סעיף 67 (א)+ 62(2) לתקנות התעבורה.",גזר דין
3,SH-09-4051-89,"הנאשם זוכה מעבירות של אי מסירת פרטים , תקנה לפי סעיף 144(א)(3) ואי הודעה למשטרה על תאונה על פי תקנה 144 (א)(4).",גזר דין
4,SH-09-4051-89,"בהכרעת הדין נקבע כי ביום ה-19.09.07, עבר הנאשם באמצעות רכבו את מעבר החציה תוך שהוא אינו מאפשר להולכי הרגל במקום לעבור בבטחה, באותו הזמן עבר במעבר החציה המתלונן, אשר חבט ברכבו של הנאשם בעקבות מעשיו.",גזר דין
5,SH-09-4051-89,"הנאשם יצא מרכבו, הלך לעבר המתלונן, ונגח בראשו.",גזר דין
6,SH-09-4051-89,"כתוצאה מכך, הובהל המתלונן לבית החולים, שם נתפר הפצע שנגרם בעקבות נגיחתו של הנאשם.",גזר דין
7,SH-09-4051-89,"המאשימה עתרה להשית על הנאשם מאסר בעבודות שירות, מאסר על תנאי, קנס ופיצוי, בעוד ההגנה טענה לביטול הרשעת הנאשם, וחיובו בשירות לתועלת הציבור.",גזר דין
8,SH-09-4051-89,"תסקיר שירות המבחן סקר את קורות חייו של הנאשם, ותיארו כאדם בעל יכולות תפקודיות טובות במישורי החיים השונים,  מדובר באדם אשר לא גובשו אצלו מאפייני התנהגות פסולים כמו אימפולסיביות, קשיים בויסות עצמי, הנותנות לגיטימציה לאלימות.",תסקיר שירות המבחן
9,SH-09-4051-89,"בהתייחסו לביצוע העבירה, סיפר שירות המבחן כי לאחר שחש מאוים, נקט באלימות.",תסקיר שירות המבחן
10,SH-09-4051-89,"שירות המבחן התרשם כי מדובר באדם אשר מבין כי התנהגותו באירוע הייתה בעייתית וחסרת שליטה, אולם המקרה נשוא כתב האישום היה מקרה חד פעמי עבורו.",תסקיר שירות המבחן
11,SH-09-4051-89,"הנאשם הביע בפני שירות המבחן את חששו הכבד מהרשעה, ומהפגיעה שהרשעה תגרום לדימויו העצמי ולתפיסתו את עצמו כאדם מתפקד ועובד שאינו מעורב בעולם העברייני.",תסקיר שירות המבחן
12,SH-09-4051-89,"שירות המבחן לא הצליח לאתר פגיעה באינטרס קונקרטי, אך נוכח ההערכה כי מדובר באירוע חריג אשר אינו מאפיין את התנהגות הנאשם, המליץ שירות המבחן כי ניתן לשקול בחיוב סיומם של ההליכים ללא הרשעת הנאשם בדין.",תסקיר שירות המבחן
13,SH-09-4051-89,"לטענת המאשימה, המלצת שירות המבחן שלא להרשיע את הנאשם אינה עולה בקנה אחד עם התנהלותו של הנאשם  במהלך משפטו.",טיעוני הצדדים:
