text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,CONFESSION_LVL2,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"בדיון בפניי ביום 9/6/16 הודה הנאשם בעובדות כתב האישום בתיק זה ובד בבד הורשע בעבירה של החזקת ונשיאת נשק, עבירה לפי סעיף 144(א) ו(ב) לחוק העונשין, התשל""ז-1977 (להלן: חוק העונשין).",,,,,['כן'],,,,,,,,,,,,,,,,
"כאן יצוין, כי הנאשם, במסגרת תשובתו לכתב האישום,  הוסיף וטען, באמצעות בא כוחו, בדיון הנ""ל,  כי נשא את הנשק לפרק זמן קצר, וכן כי מטרת ביצוע העבירה הייתה לצורך ירי מספר ימים לאחר מכן בחתונת חברו הטוב.",,,,,,,,,,['על גופו'],,,,,['מאחר'],,,,,,
"עוד נטען ע""י ההגנה, כי הנאשם הסגיר את הנשק, כעולה מכתב האישום, וכן כי הנאשם לא פתח את התיק ובו הנשק ולא נגע בנשק, מה גם שאין ראיות המוכיחות מגע של הנאשם בנשק.",,,,,,,,,,[],,,[],"['נשק מופרד מתחמושת', 'נשק עם מחסנית בהכנס']",[],,,,,,
"ב""כ המאשימה, בתגובה לטענות הנ""ל,  אישרה כי הנאשם אכן טען בחקירתו במשטרה כי הנשק הוחזק לצורך ירי בחתונה, אולם הבהירה כי אינה מקבלת את הטענה הנ""ל.",,,,,,,,,,[],,,,,,,,,,,
"עוד ציינה ב""כ המאשימה כי אין לה אינדיקציה בדבר המרחק בין הבית ממנו נשא הנאשם את הנשק לבית אליו הגיע עם הנשק, אף כי מדובר בבתים המצויים באותו כפר.",,,,,,,,,,,,,,,,,,,,,
"בעובדות כתב האישום נטען כי מהדי בסל (להלן: מהדי), תושב ג'דיידה, הוא קרוב משפחתם של הנאשם ושל סמיר בסל (להלן: סמיר), המתגוררים אף הם בג'דיידה.",,,,,,,,,,,,,,,,,,,,,
"במועד מדויק שאינו ידוע למאשימה, במחצית הראשונה של חודש אפריל 2016, רכש מהדי, בלא רשות על פי דין, בברטעה, תת מקלע מאולתר עליו מוטבע המספר 41814  ומחסנית לתת המקלע, בסכום של 7,300 ₪.",,,,,,['תת מקלע מאולתר'],,,,,,,,,,,,,,,
"תת המקלע הוא כלי שסוגל לירות כדור שבכוחו להמית אדם, והמחסנית היא אביזר של כלי זה.",,,,,,['תת-מקלע (סוג הנשק)'],,,,,,,,,,,,,,,
"לאחר רכישת תת המקלע, הגיע מהדי לשכונת מגוריו בג'דיידה כשברשותו  תת המקלע והמחסנית.",,,,,,['תת מקלע (סוג הנשק)'],,,,['על גופו'],,,,,['מאחר'],,,,,,
"בשלב זה, יצר מהדי קשר עם סמיר, וביקש ממנו כי יקח את תת המקלע לחזקתו ויחביא אותו.",,,,,,,,,,,,,,,,,,,,,
