text,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIR_PUNISHMENT
"בהתחשב במכלול השיקולים הצריכים לעניין, נידון הנאשם ל-40 חודשים לריצוי בפועל, ומאסר על-תנאי למשך 3 שנים, פסילת רישיון נהיגה למשך שנתיים, קנס כספי בסך 15,000 ₪ או 150 ימי מאסר תמורתו וחילוט הרכב ששימש לביצוע העבירה.",[],['הנאשם קיבל 3 שנות מאסר על תנאי'],"['הקנס שקיבל הנאשם הוא 15,000 ₪ או 150 ימי מאסר תמורתו']",,,,,,,,,,,
"הנאשם הורשע, על פי הודאתו במסגרת הסדר טיעון, בעבירות של עסקה בסם מסוכן, עבירה לפי סעיפים 13 ו-19א לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג- 1973 (להלן: ""פקודת הסמים""), החזקת סם מסוכן שלא לצריכה עצמית בלבד, עבירה לפי 7(א) ו-(ג) רישא לפקודת הסמים, הסתייעות ברכב לשם ביצוע פשע, עבירה לפי סעיף 43 לפקודת התעבורה [נוסח חדש], התשכ""א- 1961, ומעשה פזיזות ורשלנות, עבירה לפי סעיף 338(א)(1) לחוק העונשין, התשל""ז- 1977.",,,,,,,,,,,,,['כן'],
"על-פי הסדר הטיעון בין הצדדים, הנאשם חזר בו מכפירתו, הודה בעובדות המפורטות בכתב האישום המתוקן שהוגש נגדו, והורשע בעבירות כמפורט לעיל.",,,,,,,,,,,,,['כן'],
"עובר לתאריך 18.10.12 סיכם הנאשם עם ג'לאל עוידה (להלן: ""ג'לאל"") לעשות עסקה בסם מסוכן מסוג הירואין במשקל של כחצי ק""ג (להלן: ""הסם"") מלבנון לישראל.",,,,,,,"['הרואין, [הרואין]']","['[0.5 - ק""ג]']",,,,,,
"הנאשם, בן 47, נשוי בשנית ואב לשבעה ילדים, בגילאי 4.5 - 24 שנים, משתי מערכות נישואים.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"לדבריו, טרם מעצרו התגורר בירכא ופרש לגמלאות מוקדמות מעבודתו כסגן קב""ט במועצה המקומית כפר ראמי.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"למד 8 שנים בבית-ספר, ולאחר מכן השלים במכינה ל-12 שנות לימוד.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"בגיל 18 התגייס לשירות חובה בצה""ל, כאשר לדבריו במסגרת הצבא חווה אירוע טראומטי, שהצריך טיפול גם לאחר השחרור מהצבא וכיום.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"לנאשם הרשעות קודמות בעבירות של החזקת נכס חשוד כגנוב ועבירות אלימות, אשר בגינם ריצה עונש מאסר בעבודות שירות.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,
עוד מסר הנאשם כי אחד מאחיו וכן דודו נרצחו לפני כשבע שנים בשל סכסוך משפחתי.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
שלושה מאחיו הנם עבר פלילי.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"בנוסף, אשתו הראשונה נרצחה, לדבריו ככל הנראה על רקע אותו סכסוך, כאשר נורתה מכדור תועה כשנהגה ברכב, אך הנאשם חש כי המטרה הייתה להרוג אותו ולא אותה.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"בפני שירות המבחן, הודה הנאשם בביצוע העבירות, ונטל אחריות על ביצוען, אך התקשה לפרט את האירוע באופן רציף.",,,,,,,,,,,,['כן'],['כן'],
"הוא התקשה לבחון את המניעים שהובילו אותו לביצוע העבירה, אך מסר כי התפתה להשיג סכום כסף גדול שהובטח לו.",,,,,,,,,,,,,,
"שירות המבחן התרשם כי לנאשם יכולות ורבליות ואינטליגנציה, אך גדל בסביבה בה היה חשוף לנורמות עברייניות.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הנאשם נוטה לצמצום וטשטוש המידע הנוגע לו, והביע עמדות מקלות באשר לעברו ולהתנהלותו.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הוא התקשה לבחון את החלקים הבעייתיים בהתנהגותו, ואינו מודע באופן מעמיק לחומרת העבירות אותן ביצע, עקב הפיתוי לרווח כספי קל ומהיר.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
יש לו יכולת מוגבלת להציב לעצמו גבולות והוא נוטה להשליך האחריות על גורמים חיצוניים.,,,,,,,,,,,,,,
"בתקופת מעצרו, משולב הנאשם באגף עצורים, ללא בעיות משמעת, והוא משמש כתומך, תפקיד אותו הוא מבצע באופן מקצועי ומסור.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הוא נמצא בקשר עם גורמי הטיפול, ומשתתף בקבוצה ""כישורי חיים"" המתקיימת בין כותלי הכלא.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
הוא מצוי בקשר עם פסיכיאטר הכלא ומטופל תרופתית.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הפסיכיאטר מסר לשירות המבחן כי הנאשם מוכר למשרד הביטחון כלוקה בהפרעת חרדה ומקבל טיפול תרופתי, והוא העביר את חוות דעתו בדבר מצבו של הנאשם.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הנאשם מסר לשירות המבחן כי טרם מעצרו נהג לצרוך אלכוהול באופן יום יומי, אולם שירות המבחן התרשם כי הנאשם מסר מידע זה באופן מגמתי שישרת את צרכיו.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"עוד מסרה המאשימה כי על שותפו של הנאשם, ג'לאל, נגזר עונש מאסר בפועל בן 30 חודשים, וזאת כאשר ג'לאל לא תכנן ויזם את העסקה, לא עמד בקשר עם סוחר הסמים, ואף לא היה מודע למלוא פרטי העסקה.",,,,,,,,,,,,,,
"כמו-כן, אין לו עבר פלילי, והוא שיתף פעולה עם המשטרה והביע מייד חרטה על המעשים.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : כן', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,['כן'],['כן'],,
"עולה מדבריו כי הוא משתכר יפה למחייתו, מדובר באדם בוגר ובעל שיקול דעת, ולא ניתן לזקוף לזכותו שיתוף פעולה עם הרשויות שכן במשטרה הכחיש את מעורבותו במעשים לאורך כל הדרך, אך יש לציין כי הנאשם הודה במסגרת הסדר טיעון טרם ניהול הוכחות.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,['לא'],['כן'],
"בפועל, הנאשם אינו מביע חרטה ממשית על המעשים.",,,,,,,,,,,['לא'],,,
"עוד נטען, כי הנאשם אמנם לא הורשע בעבר בעבירות בתחום הסמים, ואולם אין זו הסתבכותו הראשונה בפלילים, כאשר לחובתו הרשעות קודמות בעבירות אלימות, נשק ומס.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"כן ביקשה מבית-המשפט להורות על חילוט רכב המאזדה בו עשה שימוש הנאשם במהלך ביצוע העבירות (הכרת השטח), והנאשם מודה כי הוא שייך לו.",,,,,,,,,,,,,,
"ב""כ הנאשם עמד על הודאתו של הנאשם במסגרת הסדר טיעון, כשיקול לקולה בעניינו, משום שתרמה לחיסכון ניכר בזמן שיפוטי.",,,,,,,,,,,,,['כן'],
הנאשם נטל אחריות למעשים.,,,,,,,,,,,['לא'],['כן'],,
"באשר לנסיבותיו של הנאשם, נטען, כי מדובר באדם בוגר, ששירת שירות צבאי בצה""ל וסובל מבעיות נפשיות בעקבות שירותו.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"לאורך חייו ניהל אורח חיים נורמטיבי, ועבד כקב""ט ברשות מקומית, כאשר היו לו מספר מעידות שאינן משמעותיות.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
לנאשם אין עבר פלילי בתחום הסמים.,,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,
"עוד צוין מצבו המשפחתי המורכב של הנאשם, כשהמשפחה סבלה מאלימות, התנכלויות וממקרי רצח, שהשפיע קשות על הנאשם.",,,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"כמו-כן, שבעה ילדים נתמכים בנאשם, ולכן הטלת עונש מאסר עלולה לפגוע פגיעה קשה בנאשם ובמשפחתו.",,,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הנאשם בדבריו בבית המשפט, הביע חרטה וצער על המעשה, וביקש להתחשב במצבו ולהקל בעונשו.",,,,,,,,,,,['כן'],,,
"בעניין שלפניי, הנאשם תכנן יזם וביצע, עסקה בכמות גדולה, בת חצי קילוגרם, של סם מסוכן מסוג הרואין.",,,,,,,['הסוג הוא [הרואין]'],"['[0.5 - ק""ג]']","['לא בעל המעבדה, בעל הסמים']",,,,,
"בענייננו, על-פי כתב האישום המתוקן שהוגש נגד ג'לאל, והוצג לעיוני, הוא הודה והורשע בעבירות של סיוע להחזקת סם שלא לצריכה עצמית בלבד, והסתייעות ברכב לביצוע פשע.",,,,,,,,,,,,,['כן'],
"הנאשם הנו אדם בוגר, שעובד ומשתכר לפרנסתו, נשוי ואב לילדים.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"הובא לתשומת לבי כי הנאשם סובל מבעיות נפשיות של פוסט טראומה והפרעת חרדה (אף שחומר רפואי לא הוצג בפניי אלא הובא באמצעות תסקיר שירות המבחן בלבד), ואולם על-פי חוות הדעת בעניינו אין המדובר במצב נפשי הפוגם ביכולתו להפעיל שיקול דעת ולהבחין בין טוב ורע.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"לנאשם עבר פלילי מסוים, ואולם אין לו עבר בתחום הסמים וזוהי מעידתו הראשונה בתחום זה, כאשר הרשעתו האחרונה של הנאשם משנת 2005, בעבירה של תקיפה הגורמת חבלה של ממש, ובגינה הוטל עליו עונש מאסר מותנה בן 5 חודשים.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
"עוד הורשע בעבר בשלושה תיקים נוספים בעבירות של סחיטה באיומים, בעבירות מס, ובעבירות של החזקת נשק שלא כדין, ציד חיית בר ללא רישיון, והחזקת נכס חשוד כגנוב.",,,,,,,,,,,,,,
"ניכר כי הנאשם מתחרט על המעשים, ומביע צער על ההשלכות שלהם כלפיו.",,,,,,,,,,,['כן'],,,
"באשר לחילוט הרכב ששימש לביצוע העבירה, הואיל והנאשם הודה בטענת המאשימה לפיה השתמש ברכב המזדה מ""ר 39-522-28, לשם עריכת הסיור המקדים להכרת השטח, והואיל והנאשם לא כפר בטענת המאשימה לפיה מדובר ברכב הרשום על-שמו, ולא נכללה כל התייחסות כלשהי מטעמו לנושא בטיעונו לעונש, ראיתי להורות על חילוט הרכב.",,,,,,,,,,,,,,
"אני דן את הנאשם ל-60 חודשי מאסר, מתוכם 40 חודשים לריצוי בפועל, בניכוי ימי מעצרו, ואילו היתרה על-תנאי למשך 3 שנים מיום שחרורו ממאסר, והתנאי הוא כי הנאשם לא יעבור בפרק זמן זה כל עבירה על פקודת הסמים מסוג פשע;",[],['40 חודשי מאסר בפועל ו-20 חודשי מאסר על תנאי'],[],,,,,,,,,,,
אני פוסל את הנאשם מלקבל או להחזיק ברישיון נהיגה למשך שנתיים מיום שחרורו ממאסר;,[],[],[],,,,,,,,,,,
"אני מטיל על הנאשם קנס כספי בסך 15,000 ₪, או 150 ימי מאסר תמורתו.",[],[],"['15,000 ₪']",,,,,,,,,,,
"אני מורה על חילוט הרכב מסוג מזדה, מ""ר 39-522-28, הרשום על-שם הנאשם.",[],[],[],,,,,,,,,,,
