feature_key,text,extraction
GENERAL_CIRCUM,"שירות המבחן ביסס את המלצתו על החשש לפגיעה בעבודתו של הנאשם, אדם כבן 65 העובד כעיתונאי, ועל החשש לפגיעה במצבו הנפשי הקשה (וראו פירוט בתסקיר).","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם יליד 1952, כבן 65 כיום, נשוי ואב לשתי בנות בגירות.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"הנאשם מתגורר עם אשתו ובתו הצעירה, ועוסק במקצועו כעיתונאי.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם שירת שירות סדיר ובמילואים, ומאז שחרורו הוא עובד.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,הנאשם נטול עבר פלילי.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']"
GENERAL_CIRCUM,"על כתפיו של הנאשם מוטל נטל כבד מאוד, ואין תמה שהוא חש כאחראי כמעט-יחיד לגורל משפחתו, וחרד מאוד להתמוטטות האיזון העדין המאפשר למשפחה להתקיים ולתפקד:","['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"בעקבות פיטורים ממקום עבודה קודם בשנת 2002 נקלע הנאשם למצוקה נפשית קשה, ועד-כדי ניסיון אובדני [סיכום טיפול מיום 13.3.02, בנע/2], ומאז הוא נעזר בטיפול פסיכולוגי ופסיכיאטרי, כדי להתמודד מדיכאון וחרדה;","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"אשת הנאשם סובלת ממחלה נפשית קשה,  כמתואר בתסקיר, והנאשם תומך בה [תעודת נכה ומסמכים רפואיים, בנע/2];","['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"בתו הצעירה של הנאשם סובלת מהפרעה נפשית קשה, כמתואר בתסקיר, והנאשם תומך בה [תעודת נכה ומסמכים רפואיים, בנע/2];","['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם החל לצרוך בקביעות קנאביס בעקבות משבר משפחתי בשנת 2011, כאמצעי להרגעה עצמית, ואת הסם גידל לצריכתו שלו.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"ההליך הפלילי הרתיע את הנאשם, שחדל מלהשתמש בסם (בדיקת שתן תומכת בקביעה זו).","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם נעזר גם עתה בטיפול פסיכולוגי ובתרופות פסיכיאטריות, בהצלחה.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"אמנם, שירות המבחן אינו ממליץ על שילובו של הנאשם בטיפול מטעמו, אך ודאי שבפנינו הליך שיקומי מבטיח: הנאשם נעזר וימשיך להיעזר בגורמים טיפוליים, חדל מלהשתמש בסם, ונראה שההליך הפלילי היווה תמרור אזהרה עוצמתי שימנע הסתבכויות נוספות.","['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
CIR_TYPE,"הנאשם גידל בדירתו בשישה עציצים קנביס במשקל כולל של 552.45 גרם נטו, וביום 5.10.16 נתפסו בדירתו עוד 210.35 גרם נטו של קנביס.","['קנביס, קנביס']"
CIR_AMOUNT,"הנאשם גידל בדירתו בשישה עציצים קנביס במשקל כולל של 552.45 גרם נטו, וביום 5.10.16 נתפסו בדירתו עוד 210.35 גרם נטו של קנביס.","['[552.45 - גרם], [210.35 - גרם]']"
CIR_ROLE,"הנאשם גידל בדירתו בשישה עציצים קנביס במשקל כולל של 552.45 גרם נטו, וביום 5.10.16 נתפסו בדירתו עוד 210.35 גרם נטו של קנביס.",['לא בעל המעבדה']
REGRET,"הנאשם מבין את הפסול במעשיו, חדל מלהשתמש בסם, וחווה חרטה ובושה כנות.",['כן']
RESPO,"הנאשם מבין את הפסול במעשיו, חדל מלהשתמש בסם, וחווה חרטה ובושה כנות.",['כן']
PUNISHMENT_SUSPENDED,"שלושה חודשי מאסר על-תנאי, למשך שנתיים מהיום, שלא יעבור עבירת סם מכל סוג;",['הנאשם קיבל שלושה חודשי מאסר על תנאי']
OFFENCE_NUMBER,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  6, 7(א), 7(ג)","['סעיף 7א', 'סעיף 7ג']"
OFFENCE_NUMBER,"גידול סם מסוכן, לפי סעיף 6 לפקודת הסמים המסוכנים;",['סעיף 6']
OFFENCE_NUMBER,"החזקת סם מסוכן לצריכה עצמית, לפי סעיף 7(א) בצירוף 7(ג) סיפא לפקודה הנ""ל;","['סעיף 7א', 'סעיף 7ג']"
