text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7(א), (ג), 13, 19א, 37א(א)",,,,,,,,,,,,,,
"אחזקת סם מסוכן שלא לצריכה עצמית, בניגוד לסעיף 7(א) ו-(ג) רישא לפקודה (עבירה אחת).",,,,,,,,,,,,,,
"בתאריך 28.12.23 בסמוך לשעה 17:11 יצרה השוטרת יפעת בראל (להלן: ""השוטרת יפעת"") קשר באמצעות הטלפון המבצעי באמצעות ישומון הטלגראם דרך קבוצה בשם ""SKOPY"" וביקשה לרכוש ממנו סם מסוכן מסוג קנבוס במשקל של 30 גרם (להלן: ""הסם"") בתמורה ל- 1,000 ₪ (להלן: ""העסקה"").",,,,,['סוג הסמים הוא קנבוס'],,,,,,,,,
"באותן הנסיבות, החזיק הנאשם בדלת הנהג ברכב בשקית שקופה ובה סם מסוכן מסוג קנבוס במשקל כולל של 20.03 גרם, כסף מזומן בסך 600 ₪ וכן ב- 17 כרטיסי סים אשר היו פזורים ברכב.",,,,,['סוג הסמים הוא קנבוס'],['[20 - גרם]'],['לא בעל המעבדה'],,,,,,,
"במעשים המתוארים לעיל, סחר הנאשם בסם מסוכן מסוג קנבוס מבלי שקיבל היתר לכך בפקודה או מאת המנהל.",,,,,,,,,,,,,,
"עוד במעשיו, החזיק הנאשם סם מסוכן מסוג קנבוס שלא לצריכתו העצמית מבלי שקיבל היתר לכך בפקודה או מאת המנהל.",,,,,,,,,,,,,,
"בהמשך למתואר לעיל ולאחר שמור שלח לנאשם צילום רשיון הנהיגה שלו ומיקום למשלוח, בסמוך לשעה 19:40 הגיע הנאשם לרחוב האירוסים 52 בערד והעביר למור 10 גרם של סם מסוכן מסוג קנבוס ובתמורה העביר מור לנאשם כסף מזומן בסך 500 ₪.",,,,,['סוג הסמים הוא קנבוס'],['[10 - גרם]'],['[בעל הסמים]'],,,,,,,
הנאשם העביר לחאלד 3 גרם קנבוס ובתמורה העביר חאלד לנאשם כסף מזומן בסך 200 ₪.,,,,,['סוג הסמים הוא קנבוס'],,['לא בעל המעבדה'],,,,,,,
"בהמשך ובסמוך לשעה 16:24, פגש הנאשם את חאלד בים המלח והעביר לידיו גרם של סם מסוכן מסוג קנבוס ובתמורה העביר חאלד לנאשם כסף מזומן בסך 200 ₪.",,,,,['סוג הסמים הוא קנבוס'],['[1 - גרם]'],"['הנאשם לא מוזכר כבעל מעבדה, אלא רק כמי שפגש את חאלד בים המלח והעביר לו גרם של סם מסוכן מסוג קנבוס. לכן, הוא לא בעל המעבדה, אלא בעל הסמים']",,,,,,,
"בתגובה השיב הנאשם כי אמור לקבל הלילה ומסר כי ישלח לה דוגמא ששלח לרדה תמונה של פרח קנבוס והוסיף כי לא קיבל עליו מידע אולם זה סוג ""אינדיקה"" ומסר כי בסמוך לשעה 22:00 יגיע אליו.",,,,,,,,,,,,,,
"בהמשך למתואר לעיל, בסמוך לשעה 22:59 הגיע הנאשם לחניה ברחוב שמעון 7 בערד ומסר לרדה 40 גרם קנבוס ובתמורה העבירה רדה לנאשם כסף מזומן בסך 400 ₪.",,,,,"['סוג הסמים הוא קנבוס, או בשמו המוכר יותר - מריחואנה']",,"['הנאשם לא מוזכר כבעל המעבדה, אלא רק כמי שקיבל 40 גרם קנבוס מרדה. לכן, הוא לא בעל המעבדה. לעומת זאת, הוא כן מוזכר כבעל הסמים, כי הוא קיבל את הקנ']",,,,,,,
"בהמשך, בסמוך לשעה 23:05 שלחה רדה הודעה לנאשם וכתבה לו ""קיבלתי תודה"" ואז הנאשם ורדה שוחחו על איכות הסמים שרכשה.",,,,,,,,,,,,,,
"בהמשך למתואר לעיל, בסמוך לשעה 19:30, הגיע הנאשם לחניה ברחוב שמעון 7 בערד ומסר לרדה 40 גרם קנבוס ובתמורה העבירה רדה לנאשם כסף מזומן בסך 400 ש""ח.",,,,,"['סוג הסמים הוא קנבוס, או בשמו המוכר יותר - מריחואנה']",,"['הנאשם לא מוזכר כבעל המעבדה, אלא רק כמי שקיבל 40 גרם קנבוס מרדה. לכן, הוא לא בעל המעבדה. לעומת זאת, הוא כן מוזכר כבעל הסמים, כי הוא קיבל את הקנ']",,,,,,,
"בין הצדדים נקשר הסדר טיעון, במסגרתו תוקן כתב האישום, והנאשם הודה והורשע בעובדות ובעבירות שבכתב האישום המתוקן.",,,,,,,,,,,['כן'],,,
"התביעה הגישה, לענין העונש, גיליון הרשעות פלילי של הנאשם (ת/1) – לחובת הנאשם, הרשעה בגין שלושה תיקי חקירה שצורפו לכתב אישום אחד, בעבירות של פריצה לרכב בכוונה לגנוב; גניבה מרכב; פריצה לרכב; קבלת דבר במרמה; הונאה בכרטיסי חיוב.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"התביעה טענה, כי הנאשם סיפק את הסם בתוך דקות מאז שהגיע אליו ההזמנה, ומכאן, שהנאשם מעורה בעולם הסמים.",,,,,,,,,,,,,,
"כך למשל, חלק מהפונים הם לקוחות ""חוזרים"", ואף מדברי הנאשם ניתן ללמוד, כי ברשותו סמים מסוגים שונים ובכמויות שונות.",,,,,,,,,,,,,,
