text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"ע""י ב""כ עו""ד עינת יריב (פמ""י)",,,,,,,,,,,,,,,,,
נאדר אבו רג'ב (עציר),,,,,,,,,,,,,,,,,
עמאר אללהאליה (עציר),,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  140, 144(א), 144(ב), 144(ב2), 144(ג)(1), 144(ז), 40יא",,,,,,,,,,,,,,,,,
"שני הנאשמים הועמדו לדין יחדיו, והורשעו לפי הודאתם במסגרת הסדר טיעון בעבירות שיוחסו להם בכתב אישום מתוקן.",,,,,,,,,,,,,,['כן'],,,
"לפי המתואר בחלק הכללי של כתב האישום המתוקן בו הודו הנאשמים, כל אחד מהם קיים במועדים הרלוונטיים קשרי שכנוּת עם אחר בשם עודיי תמימי (להלן: תמימי).",,,,,,,,,,,,,,['לא'],,,
"בתחילת שנת 2021, תמימי רכש מנאשם 1 אקדח ושתי מחסניות (להלן: האקדח ושתי המחסניות).",,,,['נשק עם מחסנית בהכנס'],,,,[],['אקדח'],,,,,,,,
"במהלך אוקטובר 2022, תמימי העביר את האקדח ושתי המחסניות לנאשם 2 לפי בקשתו.",,,,['נשק עם מחסנית בהכנס'],,,,['מאחר'],['אקדח'],,,,,,,,
"למחרת, ביום 8.10.2022, הנאשם 2 השיב לתמימי את האקדח ושתי המחסניות.",,,,['נשק עם מחסנית בהכנס'],[],,,,['אקדח'],,,,,,,,
"בהמשך אותו היום (8.10.2022) בסמוך לשעה 21:00, ביצע תמימי פיגוע ירי במחסום שועפאט מתוך מניע דתי, לאומני ואידיאולוגי, במהלכו נהרגה החיילת נועה לזר ז""ל ונפצעו נוספים.",,,,,,,,,,"['ירי', 'ניסיון לירי']",,,,,,,
ישנה אפשרות שפיגוע הירי נעשה באמצעות האקדח ואחת משתי המחסניות שתמימי רכש מנאשם 1 וקיבל זה מקרוב מנאשם 2.,,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,[],['אקדח'],[],,,,,,,
"בהמשך לכך, ביום 20.10.2022 תמימי ניסה לבצע פיגוע ירי נוסף במחסום מעלה אדומים ולגרום למותם של נוספים מתוך מניע דתי, לאומני ואידיאולוגי.",,,,,,,,,,"['ירי', 'ניסיון לירי']",,,,,,,
ישנה אפשרות שהדבר נעשה באמצעות האקדח ואחת משתי המחסניות הנדונות.,,,,['נשק עם מחסנית בהכנס'],,,,,['אקדח'],,,,,,,,
"אין חולק בין הצדדים כי שני הנאשמים לא ידעו בשעת אמת על פיגועי הירי, לא רצו בהם ולא היו שותפים להם.",,,,,,[],,,,[],,,,,,,
"בגין חלקו של כל אחד מהנאשמים בפרשה בכללותה, כל אחד מהם הורשע בעבירות כדלקמן:",,,,,,,,,,,,,,,,,
"נאשם 1 הורשע לפי הודאתו בשתי עבירות של עסקה אחרת בנשק ובאביזר נשק לפי סעיף 144(ב2) לחוק העונשין, התשל""ז-1977 (להלן: חוק העונשין או: החוק); בשתי עבירות של נשיאה והובלת נשק ואביזר נשק לפי סעיף 144(ב) לחוק; וכן בשתי עבירות של החזקת נשק ואביזר נשק לפי סעיף 144(א) בנסיבות סעיף 144(ג)(1) לחוק.",,,,,,,,,,,,,,['כן'],,,
"ודוק, מוסכם בין הצדדים כי העבירות בהן הורשע הנאשם 1 מתייחסות לאותו נשק ואביזר נשק (האקדח ושתי המחסניות), כך שאין מדובר בריבוי נשקים.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,['אקדח'],,,,,,,,
נאשם 2 הורשע לפי הודאתו בשתי עבירות של נשיאה והובלת נשק ואביזר נשק לפי סעיף 144(ב) לחוק העונשין; וכן בשתי עבירות של החזקת נשק ואביזר נשק לפי סעיף 144(א) בנסיבות סעיף 144(ג)(1) לחוק.,,,,,,,,,,,,,,['כן'],,,
"מוסכם בין הצדדים כי גם העבירות בהן הורשע הנאשם 2 מתייחסות לאותו נשק ואביזר נשק (האקדח ושתי המחסניות), כך שאין מדובר בריבוי נשקים.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,['אקדח'],,,,,,,,
"הצדדים לא באו להסכמה עונשית במסגרת הסדר הטיעון ביניהם, וכל צד נותר חופשי בטיעוניו.",,,,,,,,,,,,,,,,,
"לבקשת הנאשמים, הוגשו תסקירי שירות מבחן בעניינם טרם שמיעת הטיעונים לעונש.",,,,,,,,,,,,,,,,,
"נוכח העובדה שכל נאשם הודה והורשע באישום עצמאי ולכל נאשם נתונים פרטניים המאפיינים אותו, אדון להלן בעניינו של כל נאשם בנפרד.",,,,,,,,,,,,,,,,,
