text,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIR_PUNISHMENT
א)	מאסר בפועל למשך שישה חודשים.,['המאסר בפועל הוא 6 חודשים'],[],[],,,,,,,,,,,
"הנאשם ירצה את עבודות השירות במקום העבודה מרכז יום לקשיש ברח' דוד רזיאל 30 רמלה, 5 ימים בשבוע, 8.5 שעות יומיות.",[],[],[],,,,,,,,,,,
"הנאשם הביע את הסכמתו למקום העבודה הנ""ל להמרת המאסר בפועל בעבודות שירות.",,,,,,,,,,,,,,
"הריני קובעת, שהנאשם ישא את עונש המאסר שהוטל עליו בתיק זה ולמשך תקופה של 6 חודשים בעבודות שירות.",['הנאשם קיבל 6 חודשי מאסר בפועל'],[],[],,,,,,,,,,,
"ב)	מאסר על תנאי למשך 8  חודשים, והנאשם לא ישא בעונש זה אלא אם כן יעבור בתוך שלוש שנים מהיום עבירה על פקודת הסמים מסוג פשע.",[],['הנאשם קיבל 8 חודשי מאסר על תנאי'],[],,,,,,,,,,,
"ב)	מאסר על תנאי למשך 4 חודשים, והנאשם לא ישא בעונש זה אלא אם כן יעבור בתוך שלוש שנים מהיום עבירה על פקודת הסמים מסוג עוון.",[],['4 חודשים'],[],,,,,,,,,,,
ג)	קנס כספי בסך   2500  ₪ או  25  ימי מאסר תמורתו.,[],[],"['2500 ש""ח']",,,,,,,,,,,
"הקנס ישולם ב - 5 תשלומים חודשיים, שווים ורצופים החל מיום 1.11.13 וב- 1  לכל חודש שלאחריו.",,,,,,,,,,,,,,
ד)	פוסלת את הנאשם מקבל ומהחזיק רשיון נהיגה למשך 10 חודשים מהיום.,[],[],[],,,,,,,,,,,
ה)	פוסלת את הנאשם מקבל ומהחזיק רשיון נהיגה למשך 12 חודשים והנאשם לא ישא בעונש זה אלא אם יעבור בתוך 3 שנים מהיום עבירה על פקודת הסמים ונהיגה בזמן פסילה.,[],[],[],,,,,,,,,,,
ו)	הנאשם יעמוד בפיקוח שרות המבחן למשך 12 חודשים.,,,,,,,,,,,,,,
