text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,CONFESSION_LVL2,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הורשע על פי הודייתו בעובדות כתב האישום, במסגרת הסדר טיעון אשר לא כלל הסכמה לעניין העונש, בעבירות בנשק לפי סעיפים 144(א) רישא ו- 144(ב) רישא לחוק העונשין, התשל""ז – 1977.",,,,,['כן'],,,,,,,,,,,,,,,,
"בעובדות כתב האישום נאמר כי בלילה שבין 22.11.13 ל- 23.11.13, בשעה 00:25 לערך, בעת שנסע ברכב מסוג מאזדה 3 מ.ר.",,,,,,,,,,,,,,,,,,,,,
"7545457, השייך לחמאד זידאן, נשא הנאשם והוביל רימון יד הלם / סינוור 7290M, אשר בכוחו לגרום לפציעה בעת פעילותו, בכפוף לקרבה למוקד הפעולה (להלן: ""הרימון"").",,,,,,['רימון הלם/גז'],,,,,,,,,,,,,,,
"נטען כי במעשיו אלה, הנאשם החזיק, נשא והוביל נשק בלא רשות על פי דין להחזקתו, לנשיאתו ולהובלתו.",,,,,,,,,,,,,,,,,,,,,
"מהתסקיר שהוגש ביום 1.9.14 עולה תמונה של צעיר נורמטיבי, בן למשפחה המקיימת אורח חיים תקין ללא מעורבות בפלילים.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"משפחת מוצאו מונה שישה ילדים, כאשר הנאשם הינו השלישי ברצף הילודה.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
אביו של הנאשם עוסק כעצמאי בהתקנת וילונות ואימו עקרת בית.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"הנאשם סיים 12 שנות לימוד, במגמה מקצועית ללא תעודת בגרות, לדבריו ללא בעיות תפקוד עם הסובבים אותו.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"מזה כשנתיים הוא עובד לפרנסתו במשחטת עופות שבבעלות דודו, במקביל לעזרה שהוא מושיט לאביו בעבודתו בהתקנת וילונות.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"בעקבות מעורבותו בעבירה נשוא כתב האישום נעצר הנאשם למשך כ-18 ימים, לאחריהם שוחרר בתנאי מעצר בית מלא, כאשר לאחר כחודש ימים הותר לו לצאת לעבוד.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,,,,
