text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,CONFESSION_LVL2,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם לפניי הורשע, על-פי הודאתו בעובדות כתב-אישום מתוקן מיום 13.01.15 (להלן: ""כתב-האישום""), בעבירות של נשיאת נשק ותחמושת, לפי סעיף 144(ב)+(ג)(1) לחוק העונשין, התשל""ז-1977 (להלן: ""החוק""); ירי באזור מגורים, לפי סעיף 340א לחוק; שיבוש מהלכי משפט, לפי סעיף 244 לחוק; הפרת הוראה חוקית, לפי סעיף 287(א) לחוק; גניבה, לפי סעיף 384 לחוק; ואיומים, לפי סעיף 192 לחוק.",,,,,['כן'],,,,,,,,,,,,,,,,
"על-פי המתואר בכתב האישום, עודאי חבשי (להלן: ""המתלונן"") והנאשם הינם בני דודים.",,,,,,,,,,,,,,,,,,,,,
"עוד באותו המועד הורה בית-המשפט שם על שחרורו של הנאשם לחלופת מעצר בתנאים של 'מעצר בית' מלא, בביתו שבכפר יפיע תחת פיקוחם, יחד ולחוד, של אמו וסבו (להלן: ""מעצר הבית"").",,,,,,,,,,,,,,,,,,,,,
"כחודשיים עובר ליום 22.06.14 היה המתלונן אמור לשלם לנאשם סך של 2,000 ₪ (להלן: ""החוב""), סכום אותו לא הצליח לגייס.",,,,,,,,,,,,,,,,,,,,,
על רקע החוב התפתח עימות בין הנאשם למתלונן ביום 22.06.14 במהלכו גנב הנאשם את מכשיר הטלפון של המתלונן.,,,,,,,,,,,,,,,[],,,,,,
"בעקבות העימות יצר אביו של המתלונן, טארק חבשי (להלן: ""טארק""), הוא דודו של הנאשם, קשר עם הנאשם והשניים סיכמו להיפגש.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"ביום 23.06.14, בסמוך לשעה 22:30, הגיע הנאשם לבית המתלונן באכסאל, תוך שהוא מפר את תנאי מעצר הבית בו היה נתון, יחד עם בן-דודו נידאל בשארה (להלן: ""נידאל""), ופגש בטארק.",,,,,,,,,,,,,,,,,,,,,
אותה העת שהה המתלונן מחוץ לביתו.,,,,,,,,,,,,,,,,,,,,,
"טארק, נידאל והנאשם שוחחו אודות חובו של המתלונן לנאשם וניסו ליישב את הסכסוך ביניהם.",,,,,,,,,,,,,,,,,,,,,
כעבור זמן מה הגיע המתלונן לביתו ואז התפתח בינו לבין הנאשם דין ודברים.,,,,,,,,,,,,,,,,,,,,,
"הנאשם דרש מהמתלונן כי ישלם לו את חובו בסך 2,000 ₪, אך המתלונן הודיע לנאשם כי אין ברשותו את הסכום האמור.",,,,,,,,,,,,,,,[],,,,,,
בתגובה החל הנאשם לצעוק ולקלל את המתלונן.,,,,,,,,,,,,,,,,,,,,,
במהלך חילופי הדברים הקשים הזכיר המתלונן את שמו של שוטר המתגורר בכפר וסיפר כי עירב אותו בסיפור.,,,,,,,,,,,,,,,,,,,,,
"או אז, שלף הנאשם אקדח ממכנסיו, דרך אותו וירה 3 יריות באוויר במטרה להפחיד או להקניט את המתלונן.",,,,,,['אקדח'],,,,,,,"['ירי', 'ניסיון לירי']","['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
"בתום הירי אסף הנאשם את תרמילי האקדח, בכוונה למנוע או להכשיל הליך שיפוטי, וברח מן המקום יחד עם נידאל.",,,,,,['אקדח'],,,,,,,"['ירי', 'ניסיון לירי']",,[],,,,,,
"באשר לכתב האישום המצורף, זה מתייחס לאירועים שהתרחשו בשנת 2013, עת עבד הנאשם כשומר במגרש לפירוק כלי רכב (להלן: ""המגרש"").",,,,,,,,,,,,,,,[],,,,,,
"על-פי המתואר שם, עובר ליום 13.02.13, במועד מדויק שאינו ידוע, החזיק הנאשם בעת שהיה במגרש באקדח  מסוג ""גלוק"" (להלן: ""האקדח""), המסוגל לירות קלע שבכוחו להמית אדם, יחד עם שלוש מחסניות ובהן תחמושת.",,,,,,['אקדח'],,,,,,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
