text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION
"הנאשם הורשע עפ""י הודאתו בביצוע עבירה של החזקת סמים לצריכה עצמית, לפי סעיפים 7(א) ו7(ג) סיפא לפקודת הסמים המסוכנים (נוסח חדש), תשל""ג 1973, וזאת במסגרת הסדר טיעון ועפ""י כתב אישום מתוקן.",,,,,,,,,,,['כן']
"לפי כתב האישום, ביום -3.08.17 הנאשם החזיק בביתו כ – 120 גר' סם מסוכן מסוג קנביס וכ – 50 גר' חשיש.",,,,,['קנביס'],"['[120 - גרם], [50 - גרם]']",['[בעל הסמים]'],,,,
"הנאשם נטל אחריות על ביצוע העבירה וביטא חרטה על מעשיו, וכן הצליח להתבונן על בחירותיו במועד ביצוע העבירה, יחסיו החברתיים ועמדותיו המקלות ביחס לשימוש בסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,['כן'],['כן'],
"בנוסף, התייחס הנאשם לחקירת המשטרה אשר התנהלה בעניינו, כגורם מציב גבול ומארגן ומאז הפסיק את השימוש בסמים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : כן', '10 : לא', '11 : לא']",,,,,,,,,
"מהתסקיר עולה, כי הנאשם בן 31, רווק, מתגורר בבית הוריו, סיים 12 שנות לימוד וגויס כלוחם, אך שוחרר בהמשך משירות על רקע נפשי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,
מזה כ – 4 שנים עובד כנציג שירות בחברה העוסקת ביבוא כלי רכב.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,
"לפני כ – 3 שנים, נפגע בתאונת דרכים ומאז סובל מפריצת דיסק.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,
"הוא אינו זכאי לקצבת נכות, אך פועל לקבלת הכרה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,
"בנוסף, בסוף שנת 2020, קיבל אישור לשימוש בקנאביס רפואי והוא מטופל בפיזיותרפיה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,
"לנאשם, יחסיי משפחה קרובים, תומכים ויציבים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,
