text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"כב' סגן הנשיאה, השופט נתן זלוצ'ובר – אב""ד",,,,,,,,,,,,,,,,,
נ ג ד,,,,,,,,,,,,,,,,,
"מדחת אבו סנימה (עצור)
על ידי ב""כ – עו""ד מוחמד ג'ברין",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  111, 114 (א), 143(ב), 144(א), 144(ב), 305(1), 40יג(ב), 499(א)(1)",,,,,,,,,,,,,,,,,
"תקנות ההגנה (שעת-חירום), 1945: סע'  85(1)(א)",,,,,,,,,,,,,,,,,
"חוק המאבק בטרור, תשע""ו-2016: סע'  22(ב)",,,,,,,,,,,,,,,,,
פקודת מניעת טרור: סע'  3,,,,,,,,,,,,,,,,,
"חוק הנוער (שפיטה, ענישה ודרכי טיפול), תשל""א-1971",,,,,,,,,,,,,,,,,
כתב האישום והמסגרת הדיונית,,,,,,,,,,,,,,,,,
"הנאשם, יליד אוגוסט 1992 כבן 26 כיום, הורשע, על יסוד הודאתו בעובדות כתב אישום שתוקן בשנית במסגרת הסדר טיעון, בביצוע שורה של עבירות כנגד חיילי צה""ל וביטחון המדינה, שבוצעו במסגרת הצטרפותו לגדודי עד א-דין אלקסאם, שהינם הזרוע הצבאית של ארגון החמא""ס, שהוכרז כארגון טרור וכהתאחדות בלתי מותרת.",,,,,,,,,,,,,,['כן'],,,
"יצוין כי הנאשם ביצע את העבירות מושא האישומים 1 עד 5, בהיותו קטין.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
