text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"ב""כ המאשימה: עו""ד איריס פיקר",,,,,,,,,,,,,,,,,
"ב""כ הנאשם: עו""ד אהרון רוזה",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  40ד(א), 144(ב), 40 יג'",,,,,,,,,,,,,,,,,
פקודת התעבורה [נוסח חדש],,,,,,,,,,,,,,,,,
"הנאשם הורשע בהתאם להודאתו בעובדות כתב האישום המתוקן בעבירה של נשיאת נשק ותחמושת בלא רשות על פי דין, לפי סעיף 144(ב) רישא וסיפא בחוק העונשין, תשל""ז-1977.",,,,,,,,,,,,,,['כן'],,,
"על פי המתואר בעובדות כתב האישום המתוקן, ביום 30.5.20 סמוך לשעה 01:50 נסע הנאשם ברכבו בקלנסווה ונשא והוביל ברכב אקדח מסוג ברטה 7.65 מ""מ, טעון במחסנית מלאה בכדורים, דרוך עם כדור בקנה ומוכן לשימוש (להלן: ""הנשק"").",,,,"['נשק מופרד מתחמושת', 'נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']","['ברכב', 'על גופו']",,,['מאחר'],"['אקדח סוג הנשק הוא אקדח, כפי שמתואר בעובדות כתב האישום המתוקן: ""נשא והוביל ברכב אקדח מסוג ברטה 765 מ""']",[],,,,,,,
"כאשר הגיע הנאשם לכיוון כיכר, הבחין בניידת משטרה שנמצאה במקום במסגרת פעילות בילוש שגרתית, פנה שמאלה במטרה להתחמק מהשוטרים.",,,,,,,,,,,,,,,,,
"בתגובה לכך הניידת חסמה את הכביש בכיוון הגעת הרכב וכאשר הנאשם הבחין בכך, עצר את רכבו ונסע לאחור במהירות גבוהה כשהניידת דולקת אחריו.",,,,,,,,,,,,,,,,,
"הנאשם פגע עם רכבו במשאית שחנתה במקום, המשיך בנסיעה לאחור, עד שהתנגש עם חלקו האחורי של הרכב בחומת בית ונעצר.",,,,,,,,,,,,,,,,,
בשלב זה השוטרים יצאו מהניידת ועצרו את הנאשם.,,,,,,,,,,,,,,,,,
לאחר מכן השוטרים תפסו את הנשק במושב הנהג ברכב.,,,,,['ברכב'],,,,,,,,,,,,
"הצדדים הגיעו להסדר דיוני, לפיו הנאשם הודה והורשע בכתב האישום המתוקן והופנה לקבלת תסקיר שירות המבחן, ללא הסכמה לעונש.",,,,,,,,,,,,,,['כן'],,,
"על פי תסקיר שירות המבחן, הנאשם בן 19.5, רווק.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"סיים לדבריו 12 שנות לימוד עם תעודת בגרות חלקית, תיאר התנהגות נורמטיבית בבית הספר וכי בכוונתו ללמוד לימודי סיעוד בעתיד.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בתום לימודיו, הנאשם עבד בתחום הנגרות ובמטבח בבית אבות במשך 3 חודשים עד למעצרו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
לאחרונה החל לעבוד בקיוסק בפיקוח קרוב משפחתו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
משפחתו מתוארת כנורמטיבית המנהלת אורח חיים תקין ללא מעורבות בפלילים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"הנאשם נעדר עבר פלילי, הודה בביצוע העבירה והביע צער וחרטה על מעשיו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,['כן'],,,
הנאשם התמקד בחריגות העבירה ביחס לאורח חייו וחיי משפחתו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"לדבריו מצא את הנשק באופן מקרי, ונוכח תחושת פחד החזיק בנשק כדי להגיע לביתו ולהתייעץ עם אביו בעניין, אך בדרכו לביתו נעצר על ידי המשטרה.",,,,,[],['הגנה עצמית'],,['מצא'],,[],,,,,,,
הנאשם התמקד בהסברים קונקרטיים באופן לקוני ומגמתי באשר לביצוע העבירה תוך הדגשת חריגות המעשה.,,,,,,,,,,,,,,,,,
"הנאשם תיאר את תקופת מעצרו במשך חודשיים ובהמשך לכך מעצר בפיקוח אלקטרוני בבית קרובי משפחה, כתקופה משברית עבורו, תיאר תחושות אשם כלפי משפחתו נוכח פגיעתו בתדמיתה החיובית ושיתף בתחושת הפחד שחווה מפני עצורים אחרים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"לדבריו, המעצר וההליך המשפטי הגבירו אצלו את אחריותו למצבו ולהתנהגותו.",,"['1 : כן', '2 : לא', '3 : לא', '4 : כן', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בשיחה שקיים שירות המבחן עם אביו של הנאשם, האב תאר אותו כבחור טוב ואהוב שפעל באופן שאינו תואם את אופיו, הביע תמיכה בו ובתכניותיו לעתיד ללמוד סיעוד.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בנוסף מסר שברקע למעצרו של הנאשם, תחילתם של קשרים שוליים, שאותם ניתק כיום.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
"בהליך המעצר, שירות המבחן התרשם שהנאשם גדל במסגרת משפחתית משכילה ונורמטיבית, בעלת ערכים תקינים ושאיפה לתפקוד נורמטיבי.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"לאורך השנים הצליח בתמיכת הוריו לבסס את עצמו מבחינה לימודית, והצליח להימנע מקשרים שוליים וממעורבות בפלילים בסביבת מגוריו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בתקופה שקדמה למעצרו, לאחר סיום לימודיו בבית הספר, חלה התרופפות במצבו הרגשי וההתנהגותי ומוקדי הסיכון במצבו היו קשורים בחיפוש עצמי, היעדר בשלות רגשית וקשרים שוליים שפיתח בסביבת מגוריו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בתקופת פיקוח המעצר שירות המבחן התרשם כי הנאשם חווה את ההליך המשפטי והמעצר כגורמי הרתעה, כאשר הגבול החיצוני שהוצב לו ומעורבות בני משפחתו סייעו בצמצום הסיכון במצבו.",,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בסיכום התרשם שירות המבחן מאדם שגדל במשפחה בעלת ערכים חיוביים, מודה בביצוע העבירה ומבטא חרטה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
התנהגותו בעבירה מובנת על רקע אישיות בלתי בשלה ומגובשת וקיום קשרים שוליים כמענה לצורך בשייכות חברתית.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
הערכת הסיכון להישנות התנהגות אלימה נמצאה כנמוכה.,,,,,,,,,,,,,,,,,
"כגורמי סיכון להישנות עבריינות מנה שירות המבחן את חומרת העבירה, קושי בוויסות דחפיו, קושי בזיהוי הסיכון בהתנהלותו ותוצאות האפשריות של מעשיו, קיומם של קשרים שוליים וקושי במתן ביטחון בקשר עם דמויות משמעותיות.",,,,,,,,,,,,,,,,,
"כגורמי סיכוי לשיקום מנה שירות המבחן את גילו הצעיר, היעדר עבר פלילי, גדילתו במסגרת משפחתית נורמטיבית, קיומן של דמויות משפחתיות תומכות, והרתעתו מההליכים המשפטיים.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
שירות המבחן מצא חשיבות בשילובו של הנאשם בטיפול במסגרתו יסייעו לו לעבד את קשייו הרגשיים שעמדו בבסיס העבירה ויחזקו את יכולתו להתבונן באופן ביקורתי על בחירותיו המכשילות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
לפיכך הומלץ להטיל על הנאשם צו מבחן למשך שנה לצד עונש מאסר בעבודות שירות ברף נמוך.,,,,,,,,,,,,,,,,,
"אסופת מסמכים (נ/1) – הכוללת מכתב מבית הספר בו הנאשם למד, ממנו עולה שהנאשם למד בבית הספר וסיים לימודיו בכיתה י""ב בשנת 2019, התנהל באופן נורמטיבי, היה ממושמע, הפגין אחריות ואכפתיות והצליח בלימודיו; מכתב מבית אבות, ממנו עולה שהנאשם עבד במקום כעובד כללי במטבח, בין החודשים ינואר ועד מרץ 20', ביצע את המטלות הנדרשות על הצד הטוב ביותר; מכתבי המלצה מבית אבות ומבית חולים בנוגע לאמו של הנאשם, העובדת בבית האבות כמנהלת מחלקה סיעודית, ולאביו של הנאשם שעובד בבית החולים ככוח עזר; תמונת מפה בה מסומן מסלול הנסיעה של הנאשם מנקודת המפגש בין הנאשם לניידת המשטרה ועד למיקום תאונת הרכב בחומת הבטון ומעצרו של הנאשם.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
"רישום פרטי רכב (נ/2) ממנו עולה שהנאשם הוא בעל הרכב בו נהג הנאשם בעת ביצוע העבירה, החל מיום 12.3.20.",,,,,,,,,,,,,,,,,
"לטענת ב""כ המאשימה, עו""ד איריס פיקר, הערך החברתי שנפגע הוא שלומו של הציבור כאשר נשיאת אקדח בשעת לילה ברכב יוצרת סיכון לתושבי קלנסווה.",,,,,,,,,['אקדח'],,,,,,,,
"מדובר במכת מדינה ובית המשפט העליון קבע שראוי ונכון להחמיר את מדיניות הענישה הנוהגת בעבירות אלה, בין היתר כדי להיאבק בתופעה של שימוש גובר בנשק חם.",,,,,,,,,,,,,,,,,
מידת הפגיעה בערכים המוגנים היא בינונית.,,,,,,,,,,,,,,,,,
"העונש הקבוע בצד העבירה עומד על 10 שנות מאסר, עונש חמור מהעונש בצד עבירת החזקת נשק.",,,,,,,,,,,,,,,,,
"נשיאת אקדח היא פחות חמורה מהחזקת תת מקלע, אך במקרה זה מדובר בנשיאת אקדח עם כדור בקנה, המוכן לירי, תוך ניסיון להימלט.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,[],['אקדח'],['ניסיון לירי'],,,,,,,
"הנאשם לא הורשע בעבירה הנוגעת להימלטות משוטר, אך עובדות כתב האישום מתארות את המעשה בכך שהוא נמלט ופגע במשאית ובגדר בית.",,,,,,,,,,,,,,,,,
המאשימה מבקשת לקבוע מתחם עונש בהתאם להנחיית פרקליט המדינה – הנע בין 18 ל-40 חודשי מאסר.,,,,,,,,,,,,,,,,,
"בנוגע לנסיבות שאינן קשורות בביצוע העבירה – התקבל תסקיר ממנו עולה שהנאשם בן 19.5, ללא עבר פלילי, בן למשפחה נורמטיבית לחלוטין.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"הנאשם לא משתף בנסיבות נשיאת הנשק ובקשריו השוליים ושירות המבחן התרשם שהמקור לעבירה הוא בקשריו השוליים, סקרנות והיעדר בשלות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"לאור גילו הצעיר והסיכון הנמוך להישנות עבירות, שירות המבחן המליץ על צו מבחן ועבודות שירות ברף נמוך.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
"לשיטת המאשימה, חרף העובדה שמדובר באדם צעיר בן למשפחה תומכת העוסקת בתחום הרפואה, אין מקום לקבל את המלצת שירות המבחן.",,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"המאשימה רואה חשיבות ברמת ענישה משמעותית בעבירות נשק ועתרה לקבוע את עונשו של הנאשם בתחתית מתחם העונש, בנוסף למאסר על תנאי, קנס, פסילה בפועל ופסילה על תנאי וכן חילוט הרכב שבאמצעותו בוצעה העבירה.",,,,,,,,,,,,,,,,,
"לטענת ב""כ הנאשם, עו""ד אהרון רוזה, נסיבות נשיאת הנשק נותרו עלומות, אך ניתן לראות מכתב האישום את החרטה ונטילת האחריות מצד הנאשם.",,,,,,,,,,,,,,,,,
עוד בטרם החיפוש הנאשם אמר לשוטר שהוא מצטער ושיש לו אקדח ברכב.,,,,,,,,,['אקדח'],,,,,,,,
"המעשה שלו כה חריג שהפוטנציאל שישוב על מעשיו הוא אפסי, ומכאן עותרת ההגנה לחרוג ממתחם העונש.",,,,,,,,,,,,,,,,,
תסקיר שירות המבחן והראיות לעונש שהוגשו מצביעים על כך שמשפחתו היא נורמטיבית שתורמת לחברה במקצועות הרפואה.,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"שירות המבחן בא בהמלצה לאחר שקבע שהסיכון להישנות עבירות הוא נמוך, כך שניתן להגיד שסיכויי השיקום גבוהים, וכמעט וודאי שהנאשם לא יסטה שוב מדרך הישר.",,,,,,,,,,,,,,,,,
"עולה מהתסקיר שלנאשם רצף לימודי ותעסוקתי, הוא היה בן פחות מ-19, מספר חודשים לאחר סיום לימודיו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
הנאשם מעוניין להיות אח סיעודי והוא בן למשפחה מוערכת.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"מהתסקיר עולים אכזבה, בושה, חרטה כנה, צער והבנת ההשלכות החמורות של העבירה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
המעצר וההליך המשפטי היוו אירוע טראומטי עבורו באופן שהפחית את הסיכון במצבו.,,,,,,,,,,,,,,,,,
"הרף התחתון במתחם העונש צריך לעמוד על 12 חודשים, ויש לחרוג ממתחם העונש משיקולי שיקום, ולהטיל על הנאשם עונש מאסר לריצוי בעבודות שירות.",,,,,,,,,,,,,,,,,
אין מקום להטיל על הנאשם קנס כספי וכך גם אין מקום להטיל פסילת רישיון נהיגה ולחלט את רכבו שאותו קנה הנאשם 3 חודשים טרם העבירה.,,,,,,,,,,,,,,,,,
פסילת רישיון נהיגה בפועל לבחור צעיר היא הרסנית.,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"הנאשם טען כי עשה טעות והוא מתבייש על כך, ומתבייש להסתכל בעיניה של אמו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
דיון – קביעת מתחם העונש ההולם,,,,,,,,,,,,,,,,,
"כתב האישום מתאר אירוע אחד, ומכאן שיש לקבוע בגינו מתחם עונש הולם אחד.",,,,,,,,,,,,,,,,,
הערך החברתי אשר נפגע בעבירת נשיאת נשק הוא הגנה על בטחון הציבור ושלומו.,,,,,,,,,,,,,,,,,
"נשיאת נשק חם, מסוג אקדח, יוצרת סיכון שהנשק יגיע בסופו של דבר לגורמים אשר יעשו בו שימוש למטרות פסולות, פליליות או ביטחוניות, לרבות פגיעה בגוף או בנפש.",,,,,,,,[],['אקדח'],[],,,,,,,
בחינת מידת הפגיעה בערך המוגן מובילה למסקנה כי הפגיעה היא ברף בינוני.,,,,,,,,,,,,,,,,,
"זאת לאור העובדה שהנאשם ביצע עבירה של נשיאת נשק, אשר העונש המרבי הקבוע בצידה הוא של 10 שנות מאסר, שהיא חמורה יותר מעבירה של החזקת נשק אשר העונש הקבוע בצידה הוא של 7 שנות מאסר.",,,,,,,,,,,,,,,,,
"עוד יש לתת את הדעת לכך שעסקינן בנשיאה של כלי נשק מסוג אקדח, שהיא פחות חמורה מאשר עבירה בנשק מסוג תת מקלע או רובה, בשל פוטנציאל הנזק הרב יותר של תת מקלע.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,['אקדח'],,,,,,,,
"מכאן, שמדובר בדרגת ביניים של חומרה שהיא גבוהה יותר מהחזקת אקדח, ונמוכה יותר מנשיאת תת מקלע.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,['תת-מקלע (סוג של נשק חם)'],,,,,,,,
"נשיאת האקדח עם מחסנית מלאה בכדורים, כאשר האקדח דרוך עם כדור בקנה מעצימה את הפגיעה בערך המוגן.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,['אקדח'],[],,,,,,,
"במסגרת הנסיבות הקשורות בביצוע העבירה, יש לתת את הדעת לכך שהנאשם נהג ברכבו בשעת לילה בקלנסווה, תוך הוא נושא אקדח מסוג ברטה, טעון במחסנית מלאה בכדורים, דרוך עם כדור בקנה.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']","['ברכב', 'על גופו']",,,['מאחר'],['אקדח'],"['ירי', 'ניסיון לירי']",,,,,,,
"כאשר הנאשם הבחין בניידת משטרה הוא ניסה להימלט ובעת שזיהה שהניידת חוסמת את דרכו, הוא נסע לאחור במהירות גבוהה, פגע עם רכבו במשאית חונה והמשיך בנסיעה לאחור עד שפגע בחומת בית ונעצר.",,,,,,,,,,,,,,,,,
"עם מעצרו, הביע צער ודיווח לשוטרים על כך שברכבו יש אקדח.",,,,,,,,,['אקדח'],,,,,,,,
הנזק הפוטנציאלי בעבירות נשק הוא רב וכולל פגיעה בגוף ובנפש.,,,,,,,,,,,,,,,,,
פוטנציאל הנזק נובע מהחשש מפני הגעת הנשק לידי אחרים שעלולים לעשות בו שימוש במכוון או בשגגה.,,,,,,[],,[],,[],,,,,,,
נשיאת אקדח דרוך עם כדור בקנה מגבירה את הסיכון לפגיעה אף בשגגה.,,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,['אקדח'],[],,,,,,,
בפועל לא נעשה שימוש בנשק ולא נגרם נזק.,,,,,,,,,,[],,,,,,,
הסיבות שהביאו את הנאשם לבצע את העבירה קשורות לקשריו השוליים והיעדר בשלות.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
בחינת מדיניות הענישה הנוהגת מעלה כי במקרים דומים הוטלו על נאשמים עונשי מאסר במנעד רחב כמפורט להלן:,,,,,,,,,,,,,,,,,
"בהתאם לתיקון 113 לחוק העונשין (סעיף 40 יג'), אני קובע כי מתחם העונש ההולם הוא החל מ-15 ועד ל-40 חודשי מאסר בפועל.",,,,,,,,,,,,,,,,,
"במקרה דנן, לא קיימים שיקולים אשר מצדיקים חריגה מהמתחם, לחומרה או לקולה.",,,,,,,,,,,,,,,,,
"נתתי דעתי להמלצת שירות המבחן אשר מצא חשיבות בשילובו של הנאשם בטיפול, לשם צמצום נוסף של הסיכון במצבו באופן שיסייע לו לעבד את קשייו הרגשיים שעמדו בבסיס העבירה ולחיזוק יכולתו להתבונן באופן ביקורתי על בחירותיו המכשילות.",,,,,,,,,,,,,,,,,
"בעניין זה יש לתת את הדעת לכך שהנאשם אף שהודה בביצוע העבירה והביע חרטה, הוא התקשה לשתף בנסיבות העבירה והתמקד בהסברים קונקרטיים באופן לקוני ומגמתי בכל הקשור בביצוע העבירה והדגיש את חריגות העבירה לאורחות חייו.",,,,,,,,,,,,,,['כן'],,,
