feature_key,text,extraction
GENERAL_CIRCUM,"על פי עובדות האישום הראשון, בסוף שנת 2006 חבר הנאשם לגדודי עז א- דין אלקסאם שהינם פלג של אירגון החמאס - שהוכרז כארגון טרוריסטי והתאחדות בלתי מותרת -  המהווים את הזרוע הצבאית של הארגון.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,הנאשם הופנה לקבלת תסקיר שירות המבחן נוכח טענת ההגנה כי בעת ביצוע העבירות היה עדיין קטין.,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"יצויין כי התביעה חולקת על קטינותו של הנאשם, בעת ביצוע המעשים, ואכן, נוכח עובדות כתב האישום בהן הודה, ומשהנאשם הינו יליד חודש מרס, 1988, עולה, כי הנאשם היה בן למעלה מ- 18 שנים, בעת ביצוע העבירות באישומים השונים.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"מתסקיר שירות מבחן (מיום 10.3.2013) עולה כי הנאשם, כיום כבן 25, נשוי ואב לילד קטן, גדל במשפחה בת 12 נפשות (על פי דברי ב""כ הנאשם, נולד בנו של הנאשם כשבועיים לאחר מעצרו, והנאשם אף מגדל את בן אחיו המנוח).","['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם לא סיים מסגרת לימודים, והחל לעבוד עם אביו בחנות ירקות, על רקע מצוקה כלכלית; לדבריו, חבר לחברה שולית וביצע עבירות רכוש שונות.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"אביו משתייך, פוליטית, לארגון החמאס; שניים מאחיו של הנאשם, המכונים על ידו ""שהידים"", שהשתייכו לחמאס, נהרגו בשנת 2006, בעקבות פעילות של חיילי צה""ל בעזה.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם טען כי החמאס מתנכל כיום לבני משפחתו המורחבת, אשר משתייכים לארגונים אחרים.","['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"באשר לאירועי כתב האישום, אישר הנאשם כי בשנת 2006 הצטרף לארגון החמאס, מתוך שיקולים של קבלת הטבות למיניהן, יוקרה ותדמית חברתית.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"נטען, כי אין לזקוף לזכות את הנאשם את חלוף הזמן, משבחר לנהל הוכחות במשך למעלה מארבע שנים; את ההודאה שבאה רק לאחר שנשמעו כל עדי התביעה, ומשבית המשפט נדרש להכריע, בשאלת ביצוען של עבירות הניסיון לרצח בשני אישומים.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,"ב""כ הנאשם, עו""ד ל' צמל, טענה בסיכומים בעל פה ובכתב (השלמת סיכומים בכתב הועברה על ידי ב""כ הנאשם ביום 8.5.2013), כי הנאשם חדל מפעילותו עם נישואיו, שנה וחצי קודם למעצרו.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']"
