text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
אנור דבאבסה (עציר) – בעצמו,,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  40ב, 40ג(א), 40ט, 144(א), 144(ב), 40יא",,,,,,,,,,,,,,,,,
"הנאשם הורשע על פי הודאתו בכתב אישום מתוקן בעבירות החזקת נשק והחזקת תחמושת, בניגוד לסעיפים 144(א) רישא ו-144(א) סיפא בחוק העונשין, התשל""ז-1977 (להלן: ""חוק העונשין"").",,,,,,,,,,,,,,['כן'],,,
"על פי עובדות כתב האישום, החזיק הנאשם בחדר אירוח הסמוך לביתו בישוב יאטה , בתוך מגירת שולחן האוכל באקדח חצי אוטומטי קליבר 9 מ""מ מתוצרת ""גלוק"" (להלן: ""האקדח"") טעון במחסנית תואמת עם תחמושת, ולצידו מחסנית תואמת נוספת עם תחמושת.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']","['בבית', 'סמוך לבית']",,,['מאחר'],['אקדח'],,,,,,,,
"הנאשם החזיק באמל""ח  שלעיל במשך מספר חודשים עובר ליום 19.11.23.",,,,,,,,,,,,,,,,,
"בדיון שנערך ביום 17.4.24, הגישה ב""כ המאשימה טיעונים לעונש בכתב (ת/1).",,,,,,,,,,,,,,,,,
"ב""כ הנאשם העיד מטעם ההגנה את אבי הנאשם, מר כמאל דבאבסה (להלן: ""האב"").",,,,,,,,,,,,,,,,,
"בעדותו, הציג האב תעודה, לפיה הוא עובד עם משרד הביטחון.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"האב מסר כי משפחתו מאוימת, כי אמו ואחיו נרצחו בתחומי ""האזור"", וכי בנו – הנאשם, החזיק בנשק לצורכי הגנה עצמית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,['הגנה עצמית'],,,,,,,,,,,
"לדברי האב – הוא והנאשם מתגוררים ברמלה אך אשת הנאשם גרה ביאטה, שכן איננה תושבת ישראל.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"ב""כ המאשימה הפנה לערכים המוגנים אשר נפגעו כתוצאה ממעשי הנאשם: חשש ממשי לפגיעה בחפים מפשע; חשש להסלמת אלימות עבריינית; ערעור הביטחון האישי; והפרת הסדר הציבורי.",,,,,,,,,,,,,,,,,
"לשיטת ב""כ המאשימה, הפגיעה בערכים היא אלו הינה במידה משמעותית ביותר.",,,,,,,,,,,,,,,,,
"ב""כ המאשימה טען לחומרה כי האקדח היה טעון במחסנית עם תחמושת, היה מוכן לביצוע ירי, וכי לצידו הוחזקה אף מחסנית טעונה נוספת, והכל במשך מספר חודשים.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,['אקדח'],,,,,,,,
"ב""כ המאשימה עתר לקביעת מתחם ענישה שנע בין 27 לבין 46 חודשי מאסר.",,,,,,,,,,,,,,,,,
