text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION
נגד,5.939828e-05,5.5916175e-06,1.0659483e-05,0.00014432178,5.9560252e-06,6.101665e-06,3.607895e-05,0.0039934632,0.9999925,0.00014006547,0.0022616833,6.814729e-05,0.0016068922,2.3120292e-06
"חוק העונשין, תשל""ז-1977: סע'  4, 5, 5(א), 6, 29, 144, 144(א), 144(ז)",2.6017256e-05,5.004158e-06,9.495382e-06,6.3071835e-05,7.1927893e-06,6.0690504e-06,6.258728e-06,6.64764e-05,1.9863426e-05,1.906281e-05,0.00017981388,9.9130615e-05,0.000396008,2.4016847e-06
"הנאשם הורשע במסגרת הסדר טיעון שלא כלל הסכמה עונשית, בעבירת החזקת נשק שלא כדין, לפי סעיף 144(א) רישא + 29 לחוק העונשין, תשל""ז- 1977 (להלן – חוק העונשין).",1.0192688e-05,5.155395e-06,9.33944e-06,5.594283e-05,4.580013e-06,2.1478085e-05,2.3657272e-05,0.011565179,1.7825203e-05,3.3792578e-05,0.00020668126,7.9558835e-05,0.0002742985,0.99999714
"על פי עובדות כתב האישום המתוקן, ביום 22.1.24 נמצא הנאשם מחזיק בביתו, בצוותא עם אחר שזהותו אינה ידועה, אקדח מסוג ""תופי"" וזאת בארגז המצעים שמתחת למיטה.",8.948558e-06,5.0984386e-06,0.9999962,0.99999404,0.99998796,0.0034365943,0.9999411,0.9999602,0.9999964,0.9999807,0.0005137356,0.0001233767,0.000353123,0.99995494
בעניינו של הנאשם הוגש תסקיר ובו פורטו בהרחבה נסיבות חייו.,7.677345e-06,0.99997866,9.454694e-06,3.649952e-05,4.175806e-06,6.901024e-06,9.942687e-06,1.8979625e-05,1.958687e-05,1.4927943e-05,0.00028891148,6.485607e-05,0.00037837902,3.141213e-06
"מטעמים של צנעת הפרט לא ארחיב ובתמצית ייאמר כי הנאשם רווק כבן 35, טרם מעצרו התגורר בדירה שכורה ועבד בתחום ההובלות.",7.627507e-06,0.9999788,9.474833e-06,4.0054907e-05,4.975596e-06,1.12747575e-05,1.5145418e-05,0.00021117381,1.78615e-05,1.7274286e-05,0.0010377588,0.00011427016,0.0035270262,3.5162464e-06
"הנאשם שרת בצבא, עברו נקי ולאורך השנים עבד לפרנסתו.",8.0209775e-06,0.9999788,9.749877e-06,3.5138302e-05,4.5640113e-06,1.2351842e-05,1.9718665e-05,0.0001937903,1.8906261e-05,1.5546848e-05,0.0065371403,7.00795e-05,0.012524027,3.3421645e-06
במסגרת צו פיקוח מעצרים ביטא הנאשם מוטיבציה להשתלב בהליכים טיפוליים ובחודש 4/24 החל להשתתף בקבוצה טיפולית.,6.5069653e-06,0.99997866,9.438307e-06,4.7642465e-05,4.353337e-06,9.454289e-06,1.3557345e-05,3.258649e-05,1.801653e-05,1.5660162e-05,0.0004894087,7.264067e-05,0.0015036837,3.282332e-06
"עם התקדמות המפגשים התרשמו גורמי הטיפול מכך שהוא נתרם מההליך הקבוצתי, משתף פעולה ואינו מחזיק בעמדות אנטי-סוציאליות או בערכים עברייניים.",9.820884e-06,0.99997866,9.339245e-06,6.0739145e-05,6.9354774e-06,0.0014719253,4.5646266e-05,0.6638889,2.0424994e-05,2.3460105e-05,0.023649108,0.87501484,0.9564134,4.0165655e-06
כן צוין שהוא בעל פוטנציאל שיקומי גבוה.,9.329096e-06,0.99997866,9.6728045e-06,4.1246054e-05,4.369134e-06,9.978012e-06,2.0398402e-05,3.9453647e-05,1.9674879e-05,1.8999364e-05,0.0003034709,0.00010833183,0.00060349534,2.8046975e-06
