text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
אדם ד.,,,,,,,,,,,,,,,,,
דנאל   מדינה יהודית ודמוקרטית : מבט רב-תרבותי,,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  71א(ה), 71ד, 144ב(א), 144ד2(א)",,,,,,,,,,,,,,,,,
"חוק המאבק בטרור, תשע""ו-2016: סע'  24(ב)(2)",,,,,,,,,,,,,,,,,
"* בית המשפט גזר עונשו של הנאשם שהורשע בהסתה לגזענות בגין נאומו בכנס לזכרו של כהנא וגזר עליו עונש של של""צ ומאסר על תנאי; נקבע שחרף חומרת העבירה, בנסיבות המקרה יש למקם את הנאשם בחלקו התחתון של מתחם העונש ההולם.",,,,,,,,,,,,,,,,,
* עונשין – עבירות – הסתה לגזענות,,,,,,,,,,,,,,,,,
* עונשין – עבירות – הסתה לאלימות,,,,,,,,,,,,,,,,,
* עונשין – ענישה – מדיניות ענישה: שיקולים,,,,,,,,,,,,,,,,,
* עונשין – ענישה – מדיניות ענישה: עבירות המרדה וגזענות,,,,,,,,,,,,,,,,,
* עונשין – ענישה – מדיניות ענישה: הסתה לגזענות,,,,,,,,,,,,,,,,,
"נגד הנאשם הוגש כתב אישום בן חמישה אישומים, המייחסים לו עבירות של הסתה לאלימות, הסתה לגזענות והסתה לטרור.",,,,,,,,,,,,,,,,,
"לאחר ניהול הוכחות, והורשע הנאשם בהסתה לגזענות, בגין דברים שנשא בכנס לזכרו של מאיר כהנא בשנת 2014, וזוכה מיתר האישומים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בטיעונים לעונש טען ב""כ המאשימה, כי מתחם העונש ההולם נע בין שלושה חודשי מאסר ל-9 חודשי מאסר, שיכול וירוצו בעבודות שירות, כאשר העונש המירבי בעבירה של הסתה לגזענות עומד על 5 שנות מאסר.",,,,,,,,,,,,,,,,,
