,case,text,reject,reject-predicted,PUNISHMENT-predicted,GENERAL_CIRCUM-predicted,CIRCUM_OFFENSE-predicted,CONFESSION-predicted,RESPO-predicted,REGRET-predicted,CIR_USE-predicted,CIR_TYPE_WEP-predicted,CIR_STATUS_WEP-predicted,CIR_PURPOSE-predicted,CIR_PLANNING-predicted,CIR_OBTAIN_WAY_WEP-predicted,CIR_MONEY_PAID_WEP-predicted,CIR_BUYER_ID_WEP-predicted,CIR_AMMU_AMOUNT_WEP-predicted,_HELD_WAY_WEP-predicted
0,,"ע""י ב""כ עו""ד מיכאל כהן",,0.9996726474489498,,,,,,,,,,,,,,,,
1,,נגד,,0.9991104025106682,,,,,,,,,,,,,,,,
2,,נגד,,0.9991104025106682,,,,,,,,,,,,,,,,
3,,"ע""י ב""כ עו""ד מחמוד נעאמנה",,0.9996977337321968,,,,,,,,,,,,,,,,
4,,"חוק העונשין, תשל""ז-1977: סע'  144(א)",,0.9997101242090046,,,,,,,,,,,,,,,,
5,,"הנאשם הורשע על יסוד הודאתו בעבירה של החזקת נשק שלא כדין,  לפי סעיף 144(א) רישא לחוק העונשין תשל""ז-1977.",,0.0013176770447937511,0.5959459249920543,0.002888611358290748,0.02237933530075168,0.9575955143552781,0.10040307479157835,0.01752354643261747,,,,,,,,,,
6,,"במסגרת הסדר הטיעון שגובש בין הצדדים תוקן כתב האישום, אולם לא גובשה הסכמה לעניין העונש, ובהקשר זה, טען כל צד על-פי מיטב שיקול דעתו.",,0.9996432071582199,,,,,,,,,,,,,,,,
7,,"על-פי האמור בכתב האישום, ביום 14.10.07 נגנב אקדח מסוג ""יריחו"" מבעליו, וביום 18.11.16 החזיק הנאשם באקדח הגנוב, בכיס מעילו, כשהוא דרוך, טעון ומוכן לירי.",,0.0002970539672510408,0.05544187370523514,0.05522134635924912,0.8959903347855211,0.47322123870156574,,,0.6145778265050219,0.9256174659696113,0.969524226102367,0.8633014920559865,0.7305791492912758,0.7666136992465479,0.14745896031529626,0.1535359999889884,0.9517237516522534,0.9781637210651662
8,,"לשיטת התביעה, יש לראות בנסיבות ההחזקה, כפי שתוארו בכתב האישום, כבעלות פוטנציאל משמעותי לפגוע בביטחון הציבור, וככאלה המצדיקות השתת עונש מאסר משמעותי.",,0.9992132605646492,,,,,,,,,,,,,,,,
9,,"נטען, כי בנסיבות קלות יותר קבעו בתי המשפט מתחם עונש הולם הנע בין שנת מאסר לשלוש שנות מאסר, כאשר במקרה שלפנינו, יש לקבוע מתחם גבוה במעט מאותו מתחם שנקבע.",,0.9940018459506091,,,,,,,,,,,,,,,,
10,,"התובע, עו""ד מיכאל כהן, הפנה למספר רב של פסקי דין, וסבר כי גם אם משקללים את הודאת הנאשם ונסיבותיו האישיות, הרי לאור עברו הפלילי, יש מקום להטלת עונש מאסר המצוי בשליש העליון של מתחם הענישה, בצירוף לקנס ומאסר מותנה.",,0.00540264845907489,0.011489172205965553,0.26411668198396154,0.009982831096445363,0.4045763318604647,,,,,,,,,,,,
