text,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIR_PUNISHMENT
"* בית משפט השלום בקריית גת גזר לנאשם, אשר הורשע על פי הודאתו בהחזקת סם לצריכה עצמית, קנס בסך 1,200 ₪ או 10 ימי מאסר חלף הקנס, וכן חידש מאסר מותנה של חמישה חודשים למשך שנתיים נוספות.",[],['5 חודשי מאסר על תנאי'],"['1200 ש""ח']",,,,,,,,,,,
"הנאשם החזיק בביתו סם מסוג קנאבוס במשקל 0.7018 גרם, לצריכה עצמית.",,,,,,,['קנביס (קנאבוס)'],['[0.7018 - גרם]'],"['לא בעל המעבדה, בעל הסמים']",,,,,
"שאלת הסטייה לקולא מהמתחם: בעברו של הנאשם 9 הרשעות קודמות במגוון עבירות, בהן עבירות אלימות, סמים, רכוש ומרמה.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,
"בנוסף, בזמן שחלף מאז ביצוע העבירה הנוכחית (כארבע שנים) הנאשם נמנע להיטיב דרכיו ושב לבצע עבירות נוספות.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,
"שאלת הארכת המאסר המותנה בר ההפעלה: נגד הנאשם קיים מאסר על תנאי בר הפעלה, כתוצאה מהרשעה קודמת בעבירה של החזקת סמים.",,,,,,,,,,,,,,
החוק נכנס לתוקף ביום 01.04.2019 ושינה את מדיניות הענישה בעבירה של צריכת סם מסוג קנבוס לשימוש עצמי.,,,,,,,,,,,,,,
"ביום 31.07.2019 סמוך לשעה 11:00, בשולחן הצמוד למיטתו, החזיק הנאשם בסם מסוכן מסוג קנבוס במשקל של 1.3161 גר' נטו; כמו כן, החזיק הנאשם בסם מסוכן מסוג קנבוס במשקל של 0.7018 גר' נטו בתוך נייר מקופל – והכול לצריכתו העצמית.",,,,,,,"['קנביס, קנביס']","['[1.3161 - גרם], [0.7018 - גרם]']",['[בעל הסמים]'],,,,,
"הנאשם הודה במיוחס לו לעיל, ועל יסוד הודאתו זו הורשע בעבירה של החזקת סם לצריכה עצמית לפי סעיפים 7(א)+7(ג) סיפא לפקודת הסמים המסוכנים (נוסח חדש) התשל""ג – 1973 (להלן: ""הפקודה""; ""פקודת הסמים המסוכנים"").",,,,,,,,,,,,,['כן'],
"הנאשם, אשר קיבל את ""זכות המילה האחרונה"", הביע חרטה על מעשיו וביקש כי בית המשפט יתחשב בו לעניין העונש.",,,,,,,,,,,['כן'],,,
"עם זאת, בשים לב לכמות הסם אותה החזיק הנאשם לצריכתו העצמית ולשינוי מדיניות הענישה בעבירה זו ולאור יתר הנסיבות הקשורות בביצוע העבירה, נדמה כי מידת הפגיעה בערכים המוגנים במקרה הנדון אינה מצויה ברף גבוה.",,,,,,,,,,,,,,
"אשר לסיבות שהביאו את הנאשם לבצע את העבירה, כפי העולה מתסקירי שירות המבחן, הנאשם מסר כי החזקת הסמים נועדה לשימושו האישי כדי לספק את התמכרותו.",,,,,,,,,,,,,,
"כמובן שאין בכך כדי להצדיק במאומה את ביצוע העבירה, אך ברי כי אין דינו של אדם אשר מחזיק סמים כדי לסחור ולהפיץ אותם לציבור, כדין אדם אשר מחזיק סמים מסוג קנבוס אך כדי לספק את התמכרותו.",,,,,,,,,,,,,,
"בהקשר זה  – לא התעלמתי מעברו הפלילי של הנאשם (ראו גיליון הרישום הפלילי של הנאשם, סומן ת/2), המעלה כי בעברו של הנאשם 9 רישומים קודמים בין השנים 2002-2023 במגוון עבירות ובהן, עבירות אלימות, עבירות סמים, עבירות רכוש ומרמה, שבגינם הושתו על הנאשם מגוון עונשים ובהם כמה עונשי מאסר ממושכים וענישה נלווית.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : כן']",,,,,,,,,,
בעניין זה אף שקלתי את הפגיעה שעלולה להיגרם לנאשם ככל שיושת עליו עונש מאסר בשים לב לפגיעה הכלכלית הכרוכה בכך ומבלי להתעלם מהעובדה כי הלה מרצה כעת עונש מאסר ואף הספיק לרצות כמה עונשי מאסר בפועל בעברו.,,,,"['1 : כן', '2 : לא', '3 : כן', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,
"מנגד, ולקולה, יש ליתן את הדעת לכך שהנאשם הודה בביצוע העבירה, מה שייתר את העדתם של העדים ואף הביא לחיסכון בזמן שיפוטי יקר.",,,,,,,,,,,,,['כן'],
