text,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIR_PUNISHMENT
"* בית המשפט גזר על הנאשם שהורשע בביצוע עבירות סמים הנוגעות לסם מסוג MDMA עונש של מאסר בפועל למשך 8 חודשים, מאסר  על תנאי וקנס.",['הנאשם קיבל 8 חודשי מאסר בפועל'],['הנאשם קיבל מאסר על תנאי למשך חודש אחד'],[],,,,,,,,,,,
"בית המשפט נדרש לגזור את דינו של הנאשם שהורשע, על פי הודאתו שניתנה במסגרת הסדר טיעון, בעבירה של ניסיון סחר בסם מסוכן, לפי סעיף 13 לפקודת הסמים המסוכנים, בצירוף סעיף 25 לחוק העונשין.",,,,,,,,,,,,,['כן'],
"על פי כתב האישום שבעובדותיו הודה הנאשם, הוא ניסה לסחור ב-400 טבלית של סם מסוכן מסוג MDMA.",,,,,,,['MDMA'],['[400 - טבליות]'],"['לא בעל המעבדה, בעל הסמים']",,,,,
"הנאשם הורשע, על פי הודאתו שניתנה במסגרת הסדר טיעון, בעבירה של ניסיון סחר בסם מסוכן, לפי סעיף 13 לפקודת הסמים המסוכנים [נוסח חדש] תשל""ג – 1973, בצירוף סעיף 25 לחוק העונשין תשל""ז – 1977.",,,,,,,,,,,,,['כן'],
במהלך הנסיעה החזיקו השניים שקית ובה 400 טבליות של סם מסוכן מסוג MDMA .,,,,,,,['MDMA'],['[400 - טבליות]'],"['לא בעל המעבדה, בעל הסמים']",,,,,
"אחמד אמר לנאשם שמדובר בסם מסוג אקסטזי, שבכוונתו להעביר את השקית לאדם שלישי, שזהותו אינה ידועה (להלן: ""האחר""), ושהוא נטל שתי טבליות לדוגמא על מנת להראותן לאחר.",,,,,,,"['הסוג הוא [MDMA]. הטקסט מזכיר ""אקסטזי"" ו""טבליות"" שמצביעים על MDMA']",,"['לא בעל המעבדה, בעל הסמים']",,,,,
"המאשימה הפנתה לכך שמדובר בכמות גדולה של סם מסוג MDMA, שהינו סם חמור בהרבה מסמים אחרים.",,,,,,,['MDMA'],['[1 - גרם]'],,,,,,
"לזכותו של הנאשם זקפה המאשימה את הודאתו, אשר חסכה מזמנו של בית המשפט, ואת ההליך הטיפולי שהוא מצוי בראשיתו.",,,,,,,,,,,,,['כן'],
"לחובתו של הנאשם זקפה המאשימה את עברו הפלילי, ואת האמור בעניינו בתסקיר כי הוא מתקשה לבחון את מעשיו לעומק, לחשב את צעדיו ולגלות תובנה ביחס למשמעות הליך טיפולי מעמיק, ובעל רקע של שימוש בסמים.",,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,
"בטיעוניו לעונש הדגיש הסנגור כי הנאשם צעיר, כי עברו הפלילי אינו מכביד וכי הוא הודה במיוחס לו באופן מיידי.",,,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,['כן'],['כן'],
