text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"ב""כ המאשימה: עו""ד נתנאל בוג'ו",,,,,,,,,,,,,,,,,
"ב""כ הנאשם: עו""ד אילן חכם",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  5, 40ד(א), 144(ב), 186(א), 40 יג'",,,,,,,,,,,,,,,,,
"הנאשם הורשע בהתאם להודאתו בעובדות כתב האישום המתוקן בעבירה של הובלה ונשיאת נשק ותחמושת, לפי סעיף 144(ב) רישא וסיפא בחוק העונשין, תשל""ז-1977 (להלן: ""החוק"").",,,,,,,,,,,,,,['כן'],,,
"על פי המתואר בעובדות כתב האישום המתוקן, ביום 15.5.20 בשעת לילה, עצר הנאשם את רכבו בטייבה, כאשר לצידו ישב אדם אחר.",,,,,,,,,,,,,,,,,
"באותה עת נשא הנאשם ברכבו בתוך תיק שהיה בתוך רמקול, תת מקלע מסוג קרלו, אקדח מסוג ברטה ו-3 מחסניות תואמות בנפרד.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",['ברכב'],,,['מאחר'],['תת מקלע (קרלו)'],,,,,,,,
"על פי המתואר בעובדות כתב האישום בתיק המצורף, ביום 14.2.20 בשעת צהרים הגיע הנאשם ברכבו למעבר תאנים כשפניו לישראל, ונשא אגרופן בתא הכפפות ברכבו.",,,,,,,,,,,,,,,,,
"הצדדים הגיעו להסדר דיוני, לפיו הנאשם הודה והורשע בכתב האישום המתוקן והופנה לקבלת תסקיר שירות המבחן.",,,,,,,,,,,,,,['כן'],,,
"בין הצדדים לא הייתה הסכמה לעניין העונש, ואולם הוסכם לעניין התיק המצורף, שהמאשימה תסתפק בענישה לה תעתור בתיק העיקרי, וכי במאסר על תנאי שיושת על הנאשם יהיה רכיב הנוגע להחזקת אגרופן או סכין.",,,,,,,,,['הנשק המוזכר הוא אגרופן או סכין'],,,,,,,,
"על פי תסקיר שירות המבחן, הנאשם בן 20 מתגורר בבית הוריו ועובד מזה ארבע שנים עם אביו בעסק בתחום דודי השמש.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
נשר ממערכת החינוך לאחר 8 שנות לימוד בשל צורך לסייע כלכלית למשפחתו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
אביו ריצה לאורך השנים עונשי מאסר ממושכים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
"הנאשם היה חשוף מגיל צעיר לאלימות במשפחה, נטל על עצמו תפקיד הורי ותמך באמו ובאחיו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"במסגרת הליך המעצר התרשם שירות המבחן שהנאשם גדל במסגרת בה התמודד מגיל צעיר עם תפקידים שלא תאמו את יכולותיו, עיסוק בגבריות וצורך בריגושים ללא יכולת לבחון את הסיכון העולה מבחירותיו וכן קושי בבחינת דפוסי חשיבה ועמדות ברקע למעורבותו הפלילית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
בנוסף העריכו כי המעצר בלם את הידרדרותו והעמקת מעורבותו השולית.,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
במהלך צו פיקוח המעצר התרשמו מהשפעה שלילית של קשרים חברתיים בעייתיים וכי להליך הפלילי אפקט מרתיע עבורו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"הנאשם נעדר עבר פלילי, נוטל אחריות לביצוע העבירה ומגלה הבנה לחומרת העבירה והשלכותיה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"לדבריו, נענה לבקשת חבר להעביר את כלי הנשק והתקשה לסרב מתוך ביישנות, רצייה חברתית, מחויבות רגשית לקשר החברי וחשש לפגיעה בו ככל שיסרב.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,['מאחר'],,,,,,,,,
"לדבריו, מעצרו וההליך הפלילי המתנהל כנגדו מהווים עבורו גורם הרתעה וממחישים לו את חומרת מעשיו.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
לדבריו כיום צמצם את קשריו החברתיים ומשקיע כוחותיו בשמירה על ניהול אורח חיים תקין הכולל עבודה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בסיכום התרשם שירות המבחן שהנאשם גדל במסגרת משפחתית מורכבת, מגלה יכולות לתפקוד תקין במישורי חייו השונים ומבטא שאיפות להתקדם בחייו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
הנאשם נוטל אחריות למעשיו ונכון לשאת בעונש.,,,,,,,,,,,,,,,,,
"שירות המבחן מתרשם כי ברקע לעבירה קיום קשרים חברתיים בעייתיים, צורך בשייכות חברתית ונטייה לרצות, לצד דימוי עצמי נמוך וחוסר בשלות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"כגורמי סיכון מנה שירות המבחן את חומרת העבירה, קשייו בהצבת גבולות, דימוי עצמי נמוך, מיקוד שליטה חיצוני, קושי בוויסות דחפים, נטייה לנגררות חברתית ומסגרת משפחתית מורכבת.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
