text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,CONFESSION_LVL2,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"ביום 7 בספט' 2016, הורשע הנאשם שלפניי, ג'יהאד סביחי, על-סמך הודאתו בעובדות אשר נכללו בכתב-אישום מתוקן אשר הוגש נגדו באותו היום.",,,,,['כן'],,,,,,,,,,,,,,,,
"לא למותר לציין, שהדבר נעשה לאחר שהנאשם כפר בכתב-האישום המקורי אשר הוגש נגדו; החלו להישמע ראיות-התביעה; התנהלו מגעים בין הצדדים; לבסוף מגעים אלה (בין השאר על רקע הידרדרות חמורה במצבו הרפואי של הנאשם) הבשילו לכלל הסדר-דיוני, שבמסגרתו תוקן כתב-האישום (לאחר קבלת רשותי) ואילו הנאשם ביקש והורשה לחזור מכפירתו ולהודות בעובדות כתב-האישום המתוקן.",,,,,['כן'],,,,,,,,,,,,,,,,
"במהלך חודש יוני 2015, הציע הנאשם למכור לסוכן משטרתי (מר נעים סביחי) שני תתי-מקלע מסוג קרל גוסטב תמורת 4,000 ₪ כל אחד.",,,,,,"['תת-מקלע (תמ""ק), תת-מקלע מאולתר']",,,,,,,,,,,,,,,
"ואכן, כשעה אחרי התנהלות אותה שיחה הודיע הסוכן לנאשם שהוא ממתין לו בתחנת אוטובוס הסמוכה לאוניברסיטת חיפה; הנאשם הגיע למקום תוך זמן קצר ברכב כשברשותו שני תתי-המקלע, שתי מחסניות מאולתרות (המותאמות לקרל גוסטב) ומחסנית צולבת (לעוזי).",,,,,,['תת מקלע (תת-מקלע)'],,,,"['ברכב', 'על גופו']",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
"במעמד זה, ברכבו, מסר הנאשם לסוכן תיק ובתוכו תת-מקלע ושלוש המחסניות.",,,,,,"['תת-מקלע (תמ""ק)']",,,,['ברכב'],,,,,,,,,,,
"הסוכן בדק את תת-המקלע בעוד הנאשם ניגש לתא-המטען והוציא תמ""ק נוסף עטוף בבד, שב לרכב והכניסו לתיק.",,,,,,"['תת-מקלע (תמ""ק)']",,,,"['ברכב', 'מוסלק - מוסתר']",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
"הסוכן בדק גם את הנשק הזה, הכניסו לתיק ומסר תמורת השניים לנאשם סך כולל של 8,000 ₪.",,,,,,,,,,,,,,,,,,,,,
"בתום מפגש זה, עזב הסוכן את המקום כששני כלי-הנשק ברשותו.",,,,,,,,,,,,,,,,,,,,,
"בגין מעשיו דלעיל, הורשע הנאשם בעבירה שעניינה סחר בנשק שלא כדין, לפי סעיפים 144(ב2) ו-(ג) לחוק העונשין, התשל""ז-1977 (להלן: ""חוק העונשין"") ובעבירה שעניינה נשיאת נשק בניגוד לסעיף 144(ב) רישא וסיפא לחוק העונשין.",,,,,['לא'],,,,,,,,,,,,,,,,
"התביעה הצהירה, שהנאשם נעדר הרשעות פליליות ולא הגישה ראיות אחרות לעניין העונש.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
