text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
באמצעות פרקליטות מחוז ירושלים (פלילי),,,,,,,,,,,,,,,,,
"ע""י ב""כ עו""ד דקלה לוי",,,,,,,,,,,,,,,,,
"ע""י ב""כ עו""ד מחמוד רבאח",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  40ב, 40ד, 40ט(א), 40ט(א)(1), 40ט(א)(2), 40ט(א)(3), 40ט(א)(4), 40ט(א)(5), 144(ב), 340א, 40יא, 40יא(1), 40יא(11), (2), 40יא(3), 40יא(4)",,,,,,,,,,,,,,,,,
"הנאשם הורשע, לאחר שמיעת ראיות, בביצוע עבירה בנשק (נשיאת נשק שלא כדין), לפי סעיף 144(ב) רישא לחוק העונשין, התשל""ז-1977 (להלן – החוק) ועבירה של ירי מנשק חם באזור מגורים, לפי סעיף 340א לחוק.",,,,,,,,,,['ירי'],,,,['לא'],,,
"כפי שתואר בכתב האישום, ביום 13.8.15, בסמוך לשעה 14:00, הגיעו טכנאים מטעם חברת הטלפונים ""בזק"" לביתו של המתלונן בשכונת ואדי אל-ג'וז, כדי להתקין עמוד טלפון בסמוך לביתו.",,,,,,,,,,,,,,,,,
"לאחר שהחלו עבודות החפירה, יצאה אמו של הנאשם מביתה הנמצא בסמוך, ושאלה לפשר החפירות.",,,,,,,,,,,,,,,,,
"במקום התפתח ויכוח בין האם לבין המתלונן על חוקיות מעשי החפירה, כאשר האם טענה, כי חופרים בחלקת אדמה השייכת לה.",,,,,,,,,,,,,,,,,
הוויכוח בין השניים התלהט והגיע לכדי אלימות פיזית בין השניים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"תושבים מהשכונה שנכחו במקום הפרידו ביניהם, והמתלונן נכנס חזרה לביתו.",,,,,,,,,,,,,,,,,
"בסמוך לכך, הגיע הנאשם ברכבו למקום, ירד מהרכב וירה מספר יריות אקדח באוויר, בכוונה להפחיד ולהטיל אימה על הנוכחים במקום, לרבות על המתלונן ומשפחתו.",,,,,[],[],,,['אקדח'],"['ירי', 'ניסיון לירי']",,,,,,,
"בטיעוניה לעונש, עמדה ב""כ המאשימה על הערך המוגן שנפגע בביצוע העבירה, והוא שלום הציבור וביטחונו.",,,,,,,,,,,,,,,,,
"מבחינת נסיבות המקרה, הדגישה, כי הנאשם הגיע למקום באופן מתוכנן, לאחר ששמע מאחיו על הסכסוך ו""כשהוא יודע בדיוק מה הוא מתכוון לעשות"" (בע' 159 ש' 23).",,,,,,,,,,,,,,,,,
"כן עמדה על הסיכון הרב שהיה טמון במעשה שביצע הנאשם, אשר היה עלול להסתיים בפגיעות בגוף ואף בנפש.",,,,,,,,,,['ניסיון לירי'],,,,,,,
"בהציגה פסקי דין התומכים בעמדתה, ביקשה ב""כ המאשימה לקבוע מתחם ענישה שנע בין 24 ל-54 חודש מאסר בפועל.",,,,,,,,,,,,,,,,,
"בהקשר זה, הגישה גם את הנחיית פרקליט המדינה מס' 9.16 בדבר מדיניות הענישה בעבירות נשק ומטעני חבלה, והצורך להחמיר בעבירות מסוג זה (במוצג ת/2).",,,,,,,,,,,,,,,,,
"מעבר לכך, הגישה ב""כ המאשימה את גיליון הרשעותיו הקודמות של הנאשם (במוצג ת/1), ממנו עולה, כי ביום 12.3.06 הורשע הנאשם בהסעת שוהה שלא כדין והוטלו עליו עבודות שירות למשך 30 יום.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : כן', '11 : כן']",,,,,,,,,,,,,,,
"ביום 26.6.94 הורשע הנאשם בבית משפט לנוער, בניסיון לתקיפת שוטר, והוטל עליו מאסר על תנאי.",,,,,,,,,,,,,,,,,
"בהינתן האמור, ביקשה ב""כ המאשימה למקם את הנאשם בשליש התחתון של המתחם ""אבל לא בקצה"", ולהטיל עליו 30 חודשי מאסר בפועל, מאסר על תנאי וקנס (בע' 160 ש' 30-31 לפרוטוקול).",,,,,,,,,,,,,,,,,
"ב""כ הנאשם ביקש ליתן משקל לכך שהאירוע התרחש על רקע סכסוך בין המשפחות, ובמהלך האירוע הותקפה אמו של הנאשם.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בפרט, הפנה לכך, שבזמן שהשוטרים שהו בביתו של הנאשם, משפחתו של המתלונן יידתה לעברם אבנים וחפצים, והשוטרים אף נאלצו לירות בתגובה רימוני הלם.",,,,,,,,,['רימון הלם/גז'],[],,,,,,,
