feature_key,text,extraction
GENERAL_CIRCUM,"נסיבות חייו של הנאשם, רקע כללי ומשפחתי – הנאשם כבן 22, רווק ללא ילדים, מתגורר בבית הוריו ברהט.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,הנאשם מנהל מערכת יחסים ארוכה עם בת זוגו ומעוניין למסד עמה את הקשר.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הנאשם עבד במשך חודשיים במפעל ""נשר"" שבלוד, ועובד כיום בעבודות מזדמנות בתחום החשמל.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']"
GENERAL_CIRCUM,משפחת הנאשם מונה הורים ושישה ילדים והוא השלישי מביניהם.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,הנאשם סיים 12 שנות לימוד אך ללא תעודת בגרות.,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"מטעמים אלו, שולב הנאשם בקבוצה טיפולית, בה שיתף פעולה וניהל שיח רגשי עם חברי הקבוצה.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,מאמצי הנאשם לחזור למוטב ושיתוף הפעולה עם ההליך הטיפולי – הנאשם שיתף פעולה עם שירות המבחן והצליח לשתף מעולמו הפנימי.,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"חרף האמור בתסקיר מיום 24.8.22, בהינתן שלא הוגש רישום פלילי – יש לראות בנאשם כמי שנעדר עבר פלילי.","['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']"
GENERAL_CIRCUM,"הטעמים לכך הם גילו הצעיר, נסיבות חייו המורכבות, הודייתו והבעת החרטה כבר מראשית ההליך, שיתוף הפעולה עם גורמי הטיפול, כמו גם סרובו לקחת חלק בהליך טיפולי והעדר המלצה של שירות המבחן באפיק זה.","['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']"
CIR_TYPE,"כשדיין ניגש לצד שליד הנהג, מסר לו הנאשם שקית שקופה שהכילה 10.85 גרם קנבוס.",['סוג הסמים הוא קנבוס']
CIR_TYPE,"כשהגיע הנאשם למקום, כשהוא נוהג ברכבו והקטין יושב לצידו, סימן למינטסנוט לגשת אליו, ומסר לו שקית שהכילה 4.90 גרם קנבוס.",['סוג הסמים הוא קנבוס']
CIR_AMOUNT,"כשדיין ניגש לצד שליד הנהג, מסר לו הנאשם שקית שקופה שהכילה 10.85 גרם קנבוס.",['10.85 גרם - גרם']
CIR_AMOUNT,"כשהגיע הנאשם למקום, כשהוא נוהג ברכבו והקטין יושב לצידו, סימן למינטסנוט לגשת אליו, ומסר לו שקית שהכילה 4.90 גרם קנבוס.",['4.90 גרם - גרם']
PUNISHMENT_ACTUAL,"7 חודשי מאסר בפועל, אשר ירוצו בעבודות שירות, בהתאם לחוות דעת הממונה על עבודות שירות.",['7 חודשי מאסר בפועל']
PUNISHMENT_SUSPENDED,"6 חודשי מאסר על תנאי, למשך 3 שנים מהיום, שלא יעבור עבירת פשע לפי פקודת הסמים.",['6 חודשי מאסר על תנאי']
OFFENCE_NUMBER,"ב-19.7.22 הורשע הנאשם על פי הודאתו בעובדות כתב אישום מתוקן (להלן: כתב האישום), ב-2 עבירות סחר בסמים מסוכנים, עבירות בהתאם לסעיפים 13 ו-19א ל-פקודת הסמים המסוכנים (נוסח חדש), התשל""ג–1973 (להלן: פקודת הסמים).","['סעיף 13', 'סעיף 19א']"
