text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
הנאשם הודה והורשע בתיק זה כשהוא משוחרר בתנאים (הודאת הנאשם ניתנה כבר ביום 19.12.19).,,,,,,,,,,,['כן'],,,
"הנאשם הודה כי החזיק ותפעל מעבדה לייצור סם מסוכן מסוג קנאבוס, בה גידל 89 שתילים במשקל של 50.54 ק""ג.",,,,,['קנביס (קנאביס)'],"['[50.54 - ק""ג]']","['לא בעל המעבדה, בעל הסמים']",['לא'],,,,,,
"בנוסף, צרך הנאשם חשמל שלא כדין לטובת תפעול המעבדה על פני תקופה שאינה עולה על 6 חודשים.",,,,,,,,,,,,,,
"הודאת הנאשם ניתנה ביחס לעובדות כתב האישום המקורי, מבלי שגובש הסדר לעניין העונש, כאשר בעת הודאתו היה משוחרר בתנאים מגבילים.",,,,,,,,,,,['כן'],,,
"במקרה דנן, מדובר במעבדה ""רגילה"", בה הוחזק הציוד ""הסטנדרטי"", כאשר לצורך הפעלתה נטל הנאשם חשמל שלא כדין, בדרך של אותו חיבור פיראטי.",,,,,,,,['לא'],,,,,,
"כמות הסם (50.54 ק""ג) אינה מבוטלת, הגם שמצויה בסמוך לאותו קו תפר המבחין בין תיקי מעבדות המוגשים לבתי משפט השלום ולתיקי מעבדות המוגשים לבתי המשפט המחוזיים על-פי מדיניות העמדה לדין של התביעה.",,,,,,,,,,,,,,
"בעניין הורוביץ שהוזכר לעיל, המשקף פעילות עבריינית זהה (מעבדה של 54 ק""ג), נקבע מתחם העומד ברף התחתון שלו על 22 חודשי מאסר, וברף העליון על 50 חודשי מאסר.",,,,,,,,,,,,,,
"העונש שהוטל על הנאשם בסופו של יום עמד על 28 חודשי מאסר, אך זה שיקף גם את עברו הפלילי של הנאשם שכלל מספר הרשעות.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : כן']",,,,,,,,,,,,
"ראשית, מדובר בנאשם שקיבל אחריות מלאה על מעשיו שלא על דרך הסדר טיעון, ותוך הודאה מלאה בכתב האישום המקורי.",,,,,,,,,,['כן'],['כן'],,,
"שנית, מדובר בנאשם צעיר (בן 25 במועד ביצוע העבירות) אשר נסיבות חייו מורכבות, כפי שאלה עולות משורת התסקירים שהוגשו לתיק.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"שלישית, הנאשם עומד בפני מאסרו הראשון ולדברים יש משמעות.",,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,
"23 חודשי מאסר לריצוי בפועל החל מהיום, ובניכוי תקופת מעצר נוספת שבין יום 15.10.19 עד יום 5.11.19.",,,,,,,,,,,,"['הנאשם קיבל 23 חודשי מאסר לריצוי בפועל, החל מהיום, ובניכוי תקופת מעצר נוספת שבין יום 15.10.19 עד יום 5.11.19. אז, תקופת המאסר בפועל היא 23 חוד']",[],[]
"6 חודשי מאסר, אולם הנאשם לא יישא עונש זה אלא אם יעבור תוך שלוש שנים מיום שחרורו עבירה על פקודת הסמים  מסוג פשע.",,,,,,,,,,,,[],['6 חודשי מאסר על תנאי'],[]
"3 חודשי מאסר, אולם הנאשם לא יישא עונש זה אלא אם יעבור תוך שלוש שנים מיום שחרורו עבירה על פקודת הסמים מסוג עוון או עבירה של נטילת חשמל שלא כדין.",,,,,,,,,,,,[],['3 חודשי מאסר על תנאי'],[]
"קנס בסך 10,000 ₪ אשר ישולם ב- 10 תשלומים חודשיים שווים החל מיום 1.6.21 עד לסיום התשלומים או 50 ימי מאסר תמורתו.",,,,,,,,,,,,[],[],"['10,000 ₪']"
