text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,CONFESSION_LVL2,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הורשע ביום 22.5.23, על פי הודאתו בעובדות כתב האישום המתוקן, בעבירה של החזקת נשק  בניגוד לסעיפים 144 (א) רישא + סיפא לחוק העונשין התשל""ז-1977.",,,,,['כן'],,,,,,,,,,,,,,,,
"על פי עובדות כתב האישום המתוקן, בתאריך 15.2.23 בסמוך לשעה 13:04 במסגרת חיפוש שנערך בביתו של הנאשם ברהט, נתפסו:",,,,,,,,,,,,,,,[],,,,,,
"נשק דמוי רובה סער W300326 מסוג M-16 – רובה אויר שהוסב לירי תחמושת בקליבר 5.56X45 - עטוף בשקית שחורה מעל ארון, שהיה מעל מקרר המטבח בבית.",,,,,,['רובה סער (Assault Rifle)'],,,,"['בבית', 'סמוך לבית']",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
"שלוש מחסניות המכילות כמה עשרות כדורי 5.56 מ""מ.",,,,,,,,,,,,,[],['נשק עם מחסנית בהכנס'],,,,,,,
"בהתאם להסדר הדיוני [ת/1] אליו הגיעו הצדדים, הנאשם הודה והורשע בעובדות כתב האישום המתוקן והתיק נדחה לטיעון לעונש, ללא הסכמות בין הצדדים לעניין העונש.",,,,,['כן'],,,,,,,,,,,,,,,,
ההגנה טענה בעל פה וכן הגישה אסופת פסיקה ואסופת מסמכים רפואיים של הנאשם ושל אשתו [נ/1].,,,,,,,,,,,,,,,,,,,,,
על פי המסמכים הרפואיים לנאשם פציעה מתאונת דרכים שהצריכה שתל ברגלו וכן מדווח על כאבי ראש ועל PTSD כתוצאה מהתאונה.,,,,,,,,,,,,,,,,,,,,,
"בנוסף, הנאשם ואשתו מצויים בטיפולי פוריות.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,,,
"בעניין נסיבות הקשורות בביצוע העבירה המדינה טוענת, כי ניתן ללמוד מנסיבות ההחזקה - מקום אחסון הנשק והמחסניות – כי מדובר בעבירה שבוצעה מתוך תכנון והבנה מלאה של הפסול במעשים.",,,,,,,,,,,,,,,,,,,,,
"ע''פ   2482/22 מדינת ישראל נ' קדורה: נאשם שהורשע על פי הודאתו במסגרת הסדר טיעון בהחזקת נשק בצוותא בכך שהחזיק עבור אחר אקדח, כדורים ורימון הלם.",,,,,,['רימון הלם/גז'],[],,,,,,,,[],,,,,,
בית המשפט המחוזי קבע מתחם הנע בין 36-10 חודשי מאסר.,,,,,,,,,,,,,,,,,,,[],[],[]
הנאשם נידון ל־10 חודשי מאסר.,,,,,,,,,,,,,,,,,,,['הנאשם קיבל 10 חודשי מאסר'],[],[]
"ערעור המאשימה לבית המשפט העליון על קולת העונש התקבל, ועונשו הוחמר ל־18 חודשי מאסר",,,,,,,,,,,,,,,,,,,[],[],[]
"נאשם שהורשע בהחזקת נשק וסמים בכך שהחזיק בביתו אקדח, רובה לא תקין, מחסניות, כדורים וסם קנביס.",,,,,,['רובה (rifle)'],,,,,,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",[],,,,,,
נקבע מתחם הנע בין 48-22 חודשי מאסר בפועל.,,,,,,,,,,,,,,,,,,,[],[],[]
"הנאשם, צעיר, נעדר עבר פלילי, נידון ל־30 חודשי מאסר בפועל.",,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,,['הנאשם קיבל 30 חודשי מאסר בפועל'],[],[]
