text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
עואד בן סאלם נבארי,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  144(א), פרקים ז', ח', י'",,,,,,,,,,,,,,,,,
"הנאשם שלפני נותן את הדין בגין עבירה של אחזקת נשק שלא כדין, בניגוד לסעיף 144(א) לחוק העונשין, תשל""ז – 1977.",,,,,,,,,,,,,,,,,
"כתב האישום המקורי הוגש כנגד הנאשם בשנת 2010, בעקבות אירוע חבלני שאירע בתאריך 04.04.2009, במסגרתו נטלה בתו של הנאשם, בסמה נבארי, את הנשק מושא כתב האישום, ובצעה פיגוע ירי כנגד שוטרי מג""ב בבסיס צומת שוקת.",,,,,,,,[],,"['ירי', 'ניסיון לירי']",,,,,,,
"לאחר שהדיונים נדחו מספר פעמים, מסיבות שונות, הועבר התיק, בתחילת שנת 2012, לטיפולו של מותב זה.",,,,,,,,,,,,,,,,,
"תחילה, הודיעה ההגנה על כפירה בעובדות כתב האישום, והתיק נקבע לשמיעת ראיות.",,,,,,,,,,,,,,,,,
"בחלוף זמן, חזר בו הנאשם מכפירתו, והודה בעובדות כתב אישום מתוקן (ת/1) במסגרת הסדר טעון.",,,,,,,,,,,,,,['כן'],,,
"על פי עובדות כתב האישום המתוקן, רכש הנאשם, בשנת 2004, נשק מאחר מוסא נבארי, בתמורה לאתנן כספי, והחזיק בו ברשותו, עד אשר בצעה בתו את הפיגוע הנזכר לעיל.",,,,,,,,['מאחר'],,,,,,,,,
"במסגרת ההסדר, הופנה הנאשם לחקירת שירות המבחן למבוגרים, כאשר הצדדים לא הציגו עמדה עֹנשית מוסכמת, אך הסכימו, כי ישקלו את עמדתם העֹנשית לאחר הגשת התסקיר.",,,,,,,,,,,,,,,,,
"תסקיר שירות המבחן הוגש, לאחר ארכה שניתנה, בתאריך 12.01.2014.",,,,,,,,,,,,,,,,,
"מהתסקיר עולה, כי הנאשם כבן 39 שנים, בן למשפחה פוליגמית.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
אב לששה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
מצפה לילד השביעי (נכון למועד כתיבת התסקיר).,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בהיותו בגיל העשרה, עבד למחיתו, ואולם מאז נשואיו בגיל 18, לא מצא עבודה קבועה מסודרת.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"לדבריו, מתקים מעבודות מזדמנות וכן מקצבת המל""ל.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"סיפר לקצינת המבחן (מה שאינו נתמך בראיות כלשהן או באמור בכתב האישום) כי קיבל הנשק לידיו כערבון להלוואה שהעניק לאחר, אותו אחר לא החזיר ההלוואה והנשק נותר בידיו.",,,,,,,,,,,,,,,,,
"שירות המבחן התרשם, כי הנאשם מתקשה לבחון באופן בקורתי את התנהגותו.",,,,,,,,,,,,,,,,,
"שירות המבחן  התרשם, כי הנאשם 'טרם הכיל ועיבד' את נסיבות מותה של בתו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
"שירות המבחן הסיק זאת, מתוך שהנאשם הפגין עמדה נוקשה והתקשה בנטילת אחריות בגין העבירה שביצע.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
