,case,text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,RESPO,REGRET,CIR_USE,CIR_TYPE_WEP,CIR_STATUS_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_OBTAIN_WAY_WEP,CIR_MONEY_PAID_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,_HELD_WAY_WEP
0,ME-09-01-4206-239,"ב""כ המאשימה – עו""ד בר-אור",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ME-09-01-4206-239,"ב""כ הנאשם – עו""ד מאמון",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ME-09-01-4206-239,"חוק העונשין, תשל""ז-1977: סע'  144(א), 144(ג)(1)",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ME-09-01-4206-239,"פקודת סדר הדין הפלילי (מעצר וחיפוש) [נוסח חדש], תשכ""ט-1969: סע'  39(א)",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ME-09-01-4206-239,"הנאשם הורשע בעבירה של החזקת נשק, לפי סעיפים 144(א) + 144(ג)(1) לחוק העונשין, התשל""ז- 1977.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ME-09-01-4206-239,"על פי עובדות כתב האישום המתוקן, בהן הודה הנאשם, ביום 14.12.08 הוא נמצא מחזיק ברכבו אקדח תופי מסוג סמית' ווסטון, שהושם בידיעתו ובהסכמתו בתא המטען של הרכב.",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,ME-09-01-4206-239,לאחר הרשעתו הופנה הנאשם לשרות המבחן לשם עריכת תסקיר בעניינו.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ME-09-01-4206-239,בתסקיר ציין שרות המבחן כי הנאשם טען בפניו כי לא היה מודע לקיומו של האקדח ברכבו.,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
8,ME-09-01-4206-239,הסנגור הודיע כי הנאשם אינו חוזר בו מהודאתו וכי הנאשם מודה כי היה מודע לקיומו של הנשק ברכבו.,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ME-09-01-4206-239,הנאשם אישר את דברי הסנגור.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
