verdict,text,part_single,part_concatenated
SH-19-10-21029-90,"חוק העונשין, תשל""ז-1977: סע'  144(א), 144(ב)",הנאשמים,"בית משפט השלום בנצרת, בית משפט השלום בנצרת, בפני , כבוד השופטת  רות שפילברג כהן, כבוד השופטת  רות שפילברג כהן, בעניין:, מדינת ישראל, המאשימה, נגד, נגד, נגד, הנאשמים"
SH-19-10-21029-90,* גזר דין לנאשם שהורשע על-פי הודאתו בעבירה של החזקת נשק.,הנאשמים,"בית משפט השלום בנצרת, בית משפט השלום בנצרת, בפני , כבוד השופטת  רות שפילברג כהן, כבוד השופטת  רות שפילברג כהן, בעניין:, מדינת ישראל, המאשימה, נגד, נגד, נגד, הנאשמים"
SH-19-10-21029-90,* עונשין – ענישה – עקרון ההלימה‏,הנאשמים,"בית משפט השלום בנצרת, בית משפט השלום בנצרת, בפני , כבוד השופטת  רות שפילברג כהן, כבוד השופטת  רות שפילברג כהן, בעניין:, מדינת ישראל, המאשימה, נגד, נגד, נגד, הנאשמים"
SH-19-10-21029-90,* עונשין – ענישה – מדיניות ענישה: שיקולים,הנאשמים,"בית משפט השלום בנצרת, בית משפט השלום בנצרת, בפני , כבוד השופטת  רות שפילברג כהן, כבוד השופטת  רות שפילברג כהן, בעניין:, מדינת ישראל, המאשימה, נגד, נגד, נגד, הנאשמים"
SH-19-10-21029-90,* עונשין – ענישה – מתחם הענישה,הנאשמים,"בית משפט השלום בנצרת, בית משפט השלום בנצרת, בפני , כבוד השופטת  רות שפילברג כהן, כבוד השופטת  רות שפילברג כהן, בעניין:, מדינת ישראל, המאשימה, נגד, נגד, נגד, הנאשמים"
SH-19-10-21029-90,* עונשין – ענישה – מדיניות ענישה: עבירות נשק,הנאשמים,"בית משפט השלום בנצרת, בית משפט השלום בנצרת, בפני , כבוד השופטת  רות שפילברג כהן, כבוד השופטת  רות שפילברג כהן, בעניין:, מדינת ישראל, המאשימה, נגד, נגד, נגד, הנאשמים"
SH-19-10-21029-90,"הנאשם הורשע על-פי הודאתו, בכתב אישום מתוקן במסגרת הסדר טיעון בעבירה של החזקת נשק לפי סעיף 144(א) רישא וסיפא, לחוק העונשין, התשל""ז-1977.",הנאשמים,"בית משפט השלום בנצרת, בית משפט השלום בנצרת, בפני , כבוד השופטת  רות שפילברג כהן, כבוד השופטת  רות שפילברג כהן, בעניין:, מדינת ישראל, המאשימה, נגד, נגד, נגד, הנאשמים"
SH-19-10-21029-90,בית המשפט גזר את דינו כדלקמן:,הנאשמים,"בית משפט השלום בנצרת, בית משפט השלום בנצרת, בפני , כבוד השופטת  רות שפילברג כהן, כבוד השופטת  רות שפילברג כהן, בעניין:, מדינת ישראל, המאשימה, נגד, נגד, נגד, הנאשמים"
SH-19-10-21029-90,"רק במקרים יוצאי דופן, שעניינם בשיקולי שיקום חריגים, נעשית סטייה מרמת ענישה המתחילה במאסר ממושך.",הנאשמים,"בית משפט השלום בנצרת, בית משפט השלום בנצרת, בפני , כבוד השופטת  רות שפילברג כהן, כבוד השופטת  רות שפילברג כהן, בעניין:, מדינת ישראל, המאשימה, נגד, נגד, נגד, הנאשמים"
SH-19-10-21029-90,"בשים לב למגמה ברורה של בית המשפט העליון, לפיה יש להחמיר בענישה בגין עבירות נשק, קבע בית המשפט כי מתחם העונש ההולם בנסיבות ביצוע העבירה, נע בין 12 לבין 24 חודשי מאסר בפועל.",הנאשמים,"בית משפט השלום בנצרת, בית משפט השלום בנצרת, בפני , כבוד השופטת  רות שפילברג כהן, כבוד השופטת  רות שפילברג כהן, בעניין:, מדינת ישראל, המאשימה, נגד, נגד, נגד, הנאשמים"
