text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION
"חוק העונשין, תשל""ז-1977: סע'  144(א), 144(ב)",0.0094109,5.6059325e-06,1.7127439e-05,0.002536093,0.0058676186,0.0024118023,0.0017896539,0.45363662,0.00014335319,0.0033294617,0.06578261,0.0036405828,0.08633423,0.00085331924
* גזר דין לנאשם שהורשע על-פי הודאתו בעבירה של החזקת נשק.,0.0031566177,5.430758e-06,1.5735566e-05,0.0027084937,0.008209228,0.029796451,0.001403536,0.28659672,0.00014992972,0.002015065,0.092842326,0.0015855498,0.19123882,0.99976546
* עונשין – ענישה – עקרון ההלימה‏,0.0041931886,5.779345e-06,2.4261895e-05,0.0029260833,0.005587169,0.0038485846,0.0016426366,0.099471964,0.00020804645,0.0027865958,0.13499597,0.0055931066,0.21414575,0.001701581
* עונשין – ענישה – מדיניות ענישה: שיקולים,0.0030004366,5.7122315e-06,2.2222754e-05,0.0029169284,0.0056683198,0.00429421,0.0014846629,0.082589835,0.0001849887,0.0027808587,0.09228376,0.0033914594,0.1614029,0.00090160314
* עונשין – ענישה – מתחם הענישה,0.0029892668,5.596264e-06,2.1179432e-05,0.002854039,0.004327321,0.0031129762,0.0013897312,0.054636233,0.00016901756,0.0022149319,0.090325065,0.0037358992,0.14936161,0.0007719731
* עונשין – ענישה – מדיניות ענישה: עבירות נשק,0.002335025,5.718925e-06,2.0196707e-05,0.0026114688,0.005545318,0.0084959455,0.0013362659,0.13756713,0.00017813145,0.0024921957,0.079755984,0.0029741954,0.16084671,0.00074612495
"הנאשם הורשע על-פי הודאתו, בכתב אישום מתוקן במסגרת הסדר טיעון בעבירה של החזקת נשק לפי סעיף 144(א) רישא וסיפא, לחוק העונשין, התשל""ז-1977.",0.004092638,5.456663e-06,1.42145245e-05,0.0027799783,0.006667418,0.018524954,0.0015842192,0.37384367,0.00013238564,0.0026245536,0.06856027,0.0019317314,0.11975492,0.9997981
בית המשפט גזר את דינו כדלקמן:,0.003622656,5.5527826e-06,1.9052197e-05,0.0028446012,0.007176698,0.0034185946,0.0011869746,0.13558297,0.00016370803,0.002256884,0.10276157,0.0018089993,0.12781861,0.0006687081
"רק במקרים יוצאי דופן, שעניינם בשיקולי שיקום חריגים, נעשית סטייה מרמת ענישה המתחילה במאסר ממושך.",0.0036531724,5.55273e-06,1.8073093e-05,0.0036645303,0.005875846,0.003843252,0.0010826143,0.0682351,0.00016294788,0.0018706083,0.20270462,0.004917482,0.06430101,0.0017643027
"בשים לב למגמה ברורה של בית המשפט העליון, לפיה יש להחמיר בענישה בגין עבירות נשק, קבע בית המשפט כי מתחם העונש ההולם בנסיבות ביצוע העבירה, נע בין 12 לבין 24 חודשי מאסר בפועל.",0.3476058,5.5323007e-06,1.413779e-05,0.0036494946,0.0048808157,0.017663468,0.00091647264,0.07588692,0.00014945443,0.0019086691,0.10988597,0.0021630854,0.088879764,0.0018079628
"בתוך מתחם העונש ההולם, בית המשפט התחשב בנסיבותיו האישיות של הנאשם, העדר עבר פלילי, תקופת השהות במעצר עד תום ההליכים והפגיעה בנאשם ובמשפחתו.",0.00318385,0.99996436,1.4104797e-05,0.0038254103,0.006071637,0.0028441143,0.0011531679,0.058592554,0.00014593311,0.0014020249,0.10381001,0.0030541571,0.23572424,0.99935323
"בנוסף, ניתן משקל לכך שהמאשימה הגבילה עצמה בהסדר הטיעון לתחתית המתחם העונשי, לשם הקלה בלתי משמעותית בעונש.",0.0032563105,5.337234e-06,1.4874184e-05,0.003779672,0.0045394893,0.0033403563,0.0014805709,0.02662105,0.00015417246,0.0018550281,0.24929756,0.00490639,0.08853459,0.9994254
"בית המשפט מצא כי ראוי, בסופו של דבר, ועל אף שמדובר בענישה החורגת מעט ממתחם העונש, לבוא לקראת הנאשם בגדרי הסדר הטיעון, ולגזור עליו עונש הנמוך במעט מהעונש אליו עתרה המאשימה.",0.004011554,5.5867563e-06,1.3368383e-05,0.0045026266,0.006821047,0.005255156,0.0016457621,0.038254224,0.00014749772,0.0017896976,0.12940717,0.0039036826,0.16528699,0.9979944
"הנאשם הורשע על-פי הודאתו, בכתב אישום מתוקן במסגרת הסדר טיעון מיום 25.12.19, בעבירה של החזקת נשק לפי סעיף 144(א) רישא וסיפא, לחוק העונשין, התשל""ז-1977.",0.007156162,5.4179236e-06,1.4060744e-05,0.0029225394,0.0067985426,0.012503822,0.0019249262,0.3541292,0.00013408971,0.0026449088,0.060184106,0.002532489,0.111699745,0.9997868
"יש לציין כי בכתב האישום המתוקן צויין, ככל הנראה בשגגה, ""נשיאה והובלה של נשק"" – ניסוח שתואם את סעיף 144(ב) לחוק, שלא יוחס בכתב האישום, ושמצוי ממילא בסמכותו של ביעת המשפט המחוזי.",0.0059650117,5.6318736e-06,0.9999012,0.95224077,0.007104005,0.28721362,0.0057063457,0.29186663,0.98810494,0.010065569,0.16497983,0.0037720539,0.123004,0.9722579
"לפי כתב האישום המתוקן, ביום 22.8.19, בעיר נצרת, החזיק הנאשם בתא הכפפות של רכבו, אקדח מסוג ""אסטרה"" ומחסנית תואמת מלאה בשלושה-עשר כדורים.",0.007536241,5.4522625e-06,0.99994004,0.9966497,0.99827814,0.0045833793,0.9979539,0.8567456,0.9997837,0.31509665,0.08894913,0.0029168508,0.11727783,0.10719392
"ביום 25.12.19 הודיעו הצדדים כי הגיעו להסדר טיעון, לפיו הנאשם הודה בעובדות כתב האישום המתוקן, והורשע בעבירה המיוחסת לו.",0.0055364068,5.3383746e-06,1.3408973e-05,0.0034836694,0.006303394,0.0035091797,0.0026800653,0.09246538,0.0001423595,0.0017783307,0.11396435,0.006395144,0.20476472,0.99979144
"ביום 30.1.19 הודיעו הצדדים כי הגיעו להסכמה נוספת במסגרת הסדר הטיעון, לפיה המאשימה תעתור לעונש ראוי מקסימלי של שנת מאסר בצירוף מאסר על-תנאי וקנס משמעותי, ואילו הסנגור יטען באופן חפשי.",0.31048176,5.2830537e-06,1.41619175e-05,0.0033580177,0.0064092968,0.0032080824,0.0022782963,0.025693437,0.00014790389,0.0015680889,0.15554298,0.0026737866,0.09128683,0.0025325634
"ב""כ המאשימה טען כי מתחם העונש ההולם נע בין 1 ל-3 שנות מאסר בפועל, וביקש להטיל על הנאשם עונש של שנת מאסר בצירוף מאסר על-תנאי משמעותי וקנס כספי.",0.9958835,5.2376085e-06,1.3802748e-05,0.003436544,0.0061509046,0.0029308998,0.0011672421,0.029554918,0.000139821,0.0015664982,0.18091996,0.0020661831,0.08224419,0.00093917537
"הנאשם נתפס כשהוא מוביל נשק ברכבו, באופן המלמד כי הנשק היה מיועד להעברה ממקום למקום.",0.0028340735,5.4710763e-06,0.9999385,0.99638677,0.99809724,0.8855113,0.23560932,0.8990935,0.088630356,0.0057647373,0.9196042,0.0037410748,0.16018026,0.0019977242
למעשה נזק פוטנציאלי רב.,0.006862136,5.8518267e-06,2.7962045e-05,0.0066331243,0.0038608757,0.02793813,0.007224599,0.16074635,0.00034135493,0.9891105,0.57871544,0.009163395,0.2876873,0.002218752
"ב""כ המאשימה טען כי הובלת הנשק פגעה בערכים מוגנים של שלום הציבור וביטחונו.",0.0022027767,5.7826246e-06,1.2481812e-05,0.3672017,0.0090389,0.7601001,0.0012130511,0.4683068,0.00014662424,0.0018129582,0.12899813,0.0038836575,0.20938371,0.0010698345
"נטען, כי יש להלום את נסיבות המקרה בענישה ראויה שתסייע במיגור תופעת הנשק הבלתי חוקי במגזר הערבי, בשל הסיכון הטמון בשימוש בנשק חוקי על-ידי מי שאינו מורשה לכך.",0.0030115657,5.7475377e-06,0.99975115,0.19271852,0.005960797,0.19262369,0.0017697022,0.5487291,0.0007913891,0.0025131258,0.19480671,0.005278579,0.102133416,0.0014323551
"באשר לנסיבות שאינן קשורות בביצוע העבירות נטען כי הנאשם אמנם נעדר עבר פלילי, הודה וחסך מזמנו של בית-המשפט, אך נסיבות אלה מקבלות משקל בעתירת המאשימה לעונש מאסר המצוי ברף התחתון של מתחם העונש ההולם לו טענה.",0.0037837767,0.9999622,1.2878761e-05,0.0045055114,0.005634097,0.020071598,0.0014889409,0.03842175,0.00015205926,0.0013372909,0.11649084,0.011116751,0.30980957,0.99978226
"ב""כ הנאשם ביקש מבית-המשפט להתחשב בנאשם ולהטיל עליו ששה חודשי מאסר בפועל, בניכוי ימי המעצר.",0.9961434,5.1964576e-06,1.3697674e-05,0.0032684603,0.006695965,0.0032629522,0.0016845416,0.048790604,0.00015568324,0.001658928,0.116287656,0.001870293,0.08630918,0.0010228661
"נטען, כי הנשק נמצא בתא הכפפות של הרכב השייך לנאשם, כשהרכב נעול וחונה, ולא בנסיעה.",0.0036724985,5.509098e-06,0.99993503,0.9936935,0.9981042,0.04075027,0.06774687,0.41376388,0.0012492157,0.00519752,0.28702292,0.0024982411,0.1827849,0.0018181311
