text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
בית המשפט המחוזי בבאר שבע,,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  29(ב), 144(ב), 334, 335(א)(1), (2)",,,,,,,,,,,,,,,,,
"הנאשם הורשע על-פי הודאתו במסגרת הסדר טיעון בכתב אישום מתוקן בעבירות של הובלה ונשיאת נשק ופציעה בנסיבות מחמירות בצוותא חדא, עבירות לפי סעיפים 144(ב) רישא ו-334+ 335(א)(1) ו-(2) + 29(ב) לחוק העונשין, התשל""ז- 1977 (להלן: ""חוק העונשין"").",,,,,,,,,,,,,,['כן'],,,
"הנאשם הוא בן משפחתם של המתלוננים, ומתלונן 1 הוא אחיינו של מתלונן 2.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בין משפחת הנאשם למשפחת המתלוננים קיים סכסוך על רקע בעלות באדמות הנמצאות בסמוך לבתיהם ברהט (להלן: ""האדמות"").",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
בתאריך 27.3.2021 בשעה 10:30 או בסמוך לכך היו המתלוננים יחד עם אחרים באדמות.,,,,,,,,,,,,,,,,,
"למקום הגיע הנאשם יחד עם אחיו מוראד ועאמר (להלן: ""מוראד"" ו- ""עאמר"" וביחד ""האחים"").",,,,,,,,,,,,,,,,,
בין הנאשם ואחיו לבין משפחת המתלוננים שהייתה במקום החל ויכוח.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"הנאשם ואחיו עזבו את המקום אך זמן קצר לאחר מכן הנאשם, מוראד ובנו של הנאשם (להלן: ""נאדר"") שבו למקום ברכב מסוג טויוטה, כאשר הנאשם נוהג ברכב, מוראד יושב לצדו ונאדר יושב מאחור כשהם מצוידים בכלי נשק.",,,,,['ברכב'],,,,,,,,,,,,
"במהלך הנסיעה, כאשר התקרבו אל המתלונן, שלף מוראד רובה מסוג לא ידוע אשר יורה קליעים בקוטר 5.56, הוציאו מחלון הנוסע לצד הנהג והחל לירות באוויר.",,,,,"['ברכב', 'על גופו']",,,[],['רובה סער (Assault Rifle)'],"['ירי', 'ניסיון לירי']",,,,,,,
מיד לאחר מכן כאשר הרכב נעצר ירד מוראד מהרכב והמשיך לירות באוויר ולכוון הקרקע.,,,,,,,,,"['תת-מקלע (תמ""ק)']","['ירי', 'ניסיון לירי']",,,,,,,
"בשלב זה הנאשם ירד מהרכב ומוראד ירה מספר יריות מרובה מסוג שאינו ידוע היורה קליעים בקוטר של 5.56 מ""מ שנשא בידו.",,,,,[],,,[],['רובה סער (Assault Rifle)'],"['ירי', 'ניסיון לירי']",,,,,,,
מתלונן 2 הבחין במתלונן 1 כשהוא שרוע על הארץ וניגש אליו לסייע לו.,,,,,,,,,,,,,,,,,
"או אז הגיעו הנאשם או מי מבני משפחתו והיכו אותו בגופו (את המתלונן 2) בבעיטות, במוטות ברזל ובמקלות.",,,,,,,,,,,,,,,,,
לאחר שאשת הנאשם התערבה והרחיקה את בני משפחתה הסתיים האירוע והמתלוננים פונו לבית החולים.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"כתוצאה מהמעשים נגרם למתלונן 1 פצע חדירה מעל שוק שמאל לטרלית, נקב קטן מעל אספקט מדיאלי- ובו נימוש רסיס מתחת לעור, שני פצעים מעל כף הרגל, רסיס בשוק ימין ומספר רסיסים בMTT כף רגל שמאל.",,,,,,,,,,"['ירי', 'ניסיון לירי']",,,,,,,
"מתלונן 2 סבל מכאבים בכל חלקי גופו וכן מתפיחות רקמות רכות של עליון ימין, סימני חבלה ונפיחות מעל שכם ימין, פצע לינארי עם דמם דיפוזי באזור אוקציפיטלי, פצע שנסגר עם סיכות, ללא דמם באזור פריאטלי משמאל.",,,,,,,,,,,,,,,,,
בעניינו של הנאשם הוגש תסקיר של שירות המבחן.,,,,,,,,,,,,,,,,,
"התסקיר עולה כי הנאשם כבן 53, נשוי ואב ל-12 ילדים, סיים 10 שנות לימוד, עזב את לימודיו בשל הצורך לסייע בפרנסת משפחתו וטרם עצרו עבד כמפעיל מנוף במשך 33 שנים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
הנאשם שיתף כי למעט מעורבות של חלק ממשפחתו בתיק הנוכחי משפחתו מנהלת אורח חיים נורמטיבי.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"ביחס לעבירות  מסר הנאשם שהוא לא היה מודע שברשותו של מוראד היה נשק, כי לאחר שהתחיל הירי ברח בפחד מהמקום, כי הודה בחלק מעובדות כתב האישום אף שלא ביצע את הכתוב בו רק על מנת לסגור הסדר טיעון, וכן שהטעות שלו הייתה שלא הזמין משטרה למקום.",,,,,,,,[],,[],,,,['לא'],,,
שירות המבחן ציין כי ניסיונות שנערכו ליצור קשר עם המתלוננים לא צלח וכי אלו אף לא הגיעו לפגישה שתואמה איתם.,,,,,,,,,,,,,,,,,
"שירות המבחן התרשם שהנאשם שמר על יציבות תעסוקתית, כי הוא נעדר עבר פלילי וכי קיים סיכוי לשיקום בעניינו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"לצד זאת, שירות המבחן התרשם שלא ניתן להתעלם מהסכסוך הפעיל על אדמה הקיים בין הפלגים, מהעובדה שלא נחתם הסכם ""סולחה"" בין הצדדים, מהמחויבות המשפחתית של הנאשם, מכך שהנאשם אינו לוקח אחריות על חלקו בביצוע העבירות ומשליך את האחריות על אחרים, מכך שהנאשם מתקשה לגשר על הפער בין תפיסתו את עצמו כנורמטיבי לבין התנהלותו בעת ביצוע העבירות ומכך שהוא מתקשה להפנים את הבעייתיות בהתנהלותו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
שירות המבחן התרשם כי קיים סיכון גבוה למעורבות חוזרת מצד הנאשם בעבירות אלימות במסגרת הסכסוך בין הפלגים.,,,,,,,,,,,,,,,,,
שירות המבחן המליץ להטיל על הנאשם ענישה מוחשית בדמות מאסר בפועל.,,,,,,,,,,,,,,,,,
"כאן המקום לציין, כי לנוכח עמדת הנאשם ביחס לביצוע העבירות כמפורט בתסקיר נערך בדיון הטיעונים לעונש בירור בנדון, וב""כ הנאשם הבהיר כי הנאשם אינו חוזר בו מהודאתו בכתב האישום המתוקן, כי אם נהפוך הוא, הוא חוזר ומודה בו (עמ' 27 ש' 13 לפרוט' מיום 9.6.2022).",,,,,,,,,,,,,,['כן'],,,
המאשימה טענה לעונש בכתב והשלימה טיעוניה על-פה.,,,,,,,,,,,,,,,,,
המאשימה טענה כי מתחם העונש ההולם נע בין 4.5 ל-6.5 שנות מאסר.,,,,,,,,,,,,,,,,,
"המאשימה עתרה לעונש של 5 שנות מאסר, מאסר מותנה, קנס ופיצוי.",,,,,,,,,,,,,,,,,
"המאשימה הפנתה לערכים המוגנים שנפגעו, למידת הפגיעה בהם ולנסיבות ביצוע העבירה לרבות לתעוזה של הנאשם, לשימוש בנשק חם לא חוקי שנעשה באירוע, לעובדה שהאירוע התרחש בלב שכונת מגורים בשעות היום ולסיכון עוברי אורח, לחלקו המרכזי של הנאשם באירוע, לנזק שנגרם ולפוטנציאל הנזק שעלול היה להיגרם ולגילו ולמעמדו של הנאשם במשפחתו.",,,,,,,,,,"['ירי', 'ניסיון לירי']",,,,,,,
"המאשימה הפנתה לתופעת האלימות המתרחבת, בפרט בחברה הערבית, להנחיית פרקליט המדינה ולהחמרה במדיניות הענישה לשם הרתעה ומיגור התופעה.",,,,,,,,,,,,,,,,,
"המאשימה הפנתה לתסקיר שירות המבחן ולכך שהנאשם לא הביע חרטה, לא לקח אחריות על מעשיו וניסה לצמצם את מעורבותו באירוע.",,,,,,,,,,,,,,,,,
המאשימה הפנתה לפסיקה לתמיכה בעמדתה העונשית.,,,,,,,,,,,,,,,,,
"ב""כ הנאשם טען כי מתחם העונש ההולם נע בין 2 ל-3 שנות מאסר.",,,,,,,,,,,,,,,,,
