text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"ב""כ המאשימה: עו""ד יניב בן הרוש",,,,,,,,,,,,,,,,,
"ב""כ הנאשם: עו""ד נביל זינאתי",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  40 ט', 144(ב), 40 יא', 40 יג'",,,,,,,,,,,,,,,,,
הנאשם הורשע בהתאם להודאתו בעובדות כתב האישום המתוקן בעבירות כדלקמן:,,,,,,,,,,,,,,['כן'],,,
"נשיאת נשק, עבירה לפי סעיף 144(ב) רישא בחוק העונשין, תשל""ז-1977 (להלן: ""החוק"").",,,,,,,,,,,,,,,,,
"נשיאת חלק מנשק, אביזר או תחמושת, עבירה לפני סעיף 144(ב) סיפא בחוק.",,,,,,,,,,,,,,,,,
"על-פי המתואר בעובדות כתב האישום המתוקן, ביום 3.3.18 נסע הנאשם בשעות אחר הצהריים ברכבו משטחי הרשות הפלסטינית לשטח מדינת ישראל דרך כביש 443, כשהוא מחזיק בתא המטען של רכבו שקית המכילה את כלי הנשק והאביזרים הבאים:",,,,,['ברכב'],,,['מאחר'],,,,,,,,,
"רובה סער מסוג ""קלצ'ניקוב"" ומחסנית תואמת המכילה 6 כדורים בקוטר 7.62 מ""מ, קת, פינים וקפיץ המתאימים לרובה מסוג קלצ'ניקוב.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,"['רובה סער מסוג ""קלצ\'ניקוב"" (AK-47)']",,,,,,,,
"אקדח חצי אוטומטי מסוג ""בול"", תוצרת ישראל, קליבר 9 מ""מ ומחסנית תואמת.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,"['אקדח סוג הנשק המוזכר הוא ""אקדח חצי אוטומטי מסוג \'בול\', תוצרת ישראל, קליבר 9 מ""מ ומחסנית תואמת"" אקדח']",,,,,,,,
"עם הגעתו של הנאשם ברכבו למחסום, עוכב על ידי חיילים ושוטרים במקום, ושם נתפס הנשק ברשותו.",,,,,['ברכב'],,,,,,,,,,,,
"הצדדים הגיעו להסדר דיוני, לפיו הנאשם הודה והורשע בכתב האישום המתוקן.",,,,,,,,,,,,,,['כן'],,,
בין הצדדים לא הייתה הסכמה לעניין העונש.,,,,,,,,,,,,,,,,,
"אביו של הנאשם, מר אנואר חסונה, העיד כי יש לו 5 בנים נוספים, כולם אקדמאים, עובדים במשרד החינוך.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"בהתייחס לבנו הנאשם טען כי הבן עשה טעות, ביקש שבית המשפט יתחשב בכך שיש לנאשם 3 ילדים קטנים.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
האב מסר כי הוא כועס על הנאשם ואיננו מצדד במעשיו.,,,,,,,,,,,,,,,,,
האב מודה למדינה שהצליחה לתפוס את הנשקים וטען כי הוא וכל בני משפחתו המורחבת הם אזרחים נאמנים שומרי חוק.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
