text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הורשע, על פי הודאתו, במסגרת הסדר טיעון, בעבירות ייבוא סם מסוכן לפי סעיף 13 וסעיף 19א לפקודת הסמים המסוכנים התשל""ג-1973 ואיומים לפי סעיף 192 לחוק העונשין, תשל""ז-1977.",,,,,,,,,,,['כן'],,,
"כמפורט בעובדות האישום הראשון בכתב האישום המתוקן, עובר ליום 12.7.22 יצר אחר קשר עם הנאשם, והציע לו לייבא לישראל מצרפת סמים מסוכנים מסוג חשיש, תמורת סכום של 10,000 ₪.",,,,,"['הסוג הוא [חשיש], כפי שמצוין בטקסט: ""...סמים מסוכנים מסוג חשיש...""']",['[10 - קילוגרם]'],,,,,,,,
"ביום 13.7.22, במהלך שהותו של הנאשם בצרפת, קיבל לידיו מאדם שזהותו אינה ידועה מזוודה שבבטנה הוסתרו סמים, עטופים בנייר דבק כסוף ומחולקים לשלוש אריזות, תוך שהוא עוצם את עיניו ביחס לסוג הסמים וכמותם: קטמין במשקל 9.359 ק""ג וקוקאין במשקל 812.62 ק""ג.",,,,,['הסוג הוא [קוקאין] ו[קטמין]'],"['[10 - ק""ג], [812.62 - גרם]']",,,,,,,,
בגין מעשיו אלו הורשע בעבירת ייבוא סם מסוכן.,,,,,,,,,,,,,,
"על פי עובדות האישום השני, בין הנאשם לבין א.א., ילידת 2002, היכרות מוקדמת.",,,,,,,,,,,,,,
"לקרוב משפחתו, ממנו קיבלה הלוואה בסך 4,000 ₪ (להלן: ""המלווה"").",,,,,,,,,,,,,,
"הנאשם, בן 22, ביצע את המעשים שהוא מתחת לגיל 21, יליד צרפת.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
בגיל 17 עלה לבדו מתוך רצון להתגייס לצבא.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם סיים 11 שנות לימוד בצרפת, הפסיק את לימודיו לצורך עלייה ארצה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
שירת שירות צבאי מלא כמפקד וסמל בחטיבת כפיר.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
